k	program	signature	category	signature_genes_in_background	top_n	overlap_n	overlap_top50_n	overlap_genes	overlap_top50_genes	p_value	neg_log10_p
16	9	sasp_inflammatory	sasp	20	100	12	7	CCL2,CXCL1,CXCL2,CXCL3,CXCL8,ICAM1,IL6,NFKBIA,PTGS2,SOCS3,TNFAIP3,TNFAIP6	CXCL2,CXCL3,ICAM1,IL6,NFKBIA,PTGS2,SOCS3	8.428934945030851e-14	13.074227298058277
16	9	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
16	9	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
16	9	angiogenesis_hypoxia	communication	9	100	1	1	HMOX1	HMOX1	0.26039353388855496	0.5843698044025643
16	9	paracrine_communication	communication	12	100	4	0	BMP2,CCN1,INHBA,TNFRSF12A		0.0004466078378256083	3.3500736594675753
16	9	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
16	9	generic_stress	generic_stress	14	100	4	4	ATF3,HMOX1,IER3,PPP1R15A	ATF3,HMOX1,IER3,PPP1R15A	0.000858313528325089	3.0663540422803486
16	9	immune_contamination	contamination	13	100	0	0			1.0	-0.0
16	9	mural_contamination	contamination	10	100	0	0			1.0	-0.0
16	9	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
16	9	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
16	10	senescence_core	senescence	15	100	2	0	IGFBP7,SERPINE1		0.08528558800432069	1.0691243519392781
16	10	sasp_inflammatory	sasp	20	100	1	0	SERPINE1		0.4890811644551101	0.31061906245110604
16	10	ecm_degradation	ecm_remodeling	17	100	6	5	COL1A1,COL1A2,COL3A1,MMP2,POSTN,TGFBI	COL1A1,COL1A2,COL3A1,POSTN,TGFBI	1.0100702308391408e-05	4.995648428390129
16	10	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
16	10	angiogenesis_hypoxia	communication	9	100	1	0	ANGPTL2		0.26039353388855496	0.5843698044025643
16	10	paracrine_communication	communication	12	100	1	0	TNFRSF12A		0.3312769380627967	0.4798087965982188
16	10	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
16	10	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
16	10	immune_contamination	contamination	13	100	0	0			1.0	-0.0
16	10	mural_contamination	contamination	10	100	1	0	TAGLN		0.2848110468007849	0.5454431699804685
16	10	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
16	10	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
16	11	senescence_core	senescence	15	100	0	0			1.0	-0.0
16	11	sasp_inflammatory	sasp	20	100	3	3	IL11,MIF,PTGS2	IL11,MIF,PTGS2	0.02626499908109733	1.5806226100550231
16	11	ecm_degradation	ecm_remodeling	17	100	1	0	COL3A1		0.43477131809319347	0.3617391140906241
16	11	fibrocartilage_matrix	fibrocartilage	16	100	4	2	CILP2,COL11A1,COL2A1,SOX9	COL2A1,SOX9	0.0014832472387454557	2.8287864514845102
16	11	angiogenesis_hypoxia	communication	9	100	5	5	ANGPTL4,BNIP3,MIF,SLC2A1,VEGFA	ANGPTL4,BNIP3,MIF,SLC2A1,VEGFA	3.97058562884604e-06	5.40114543363508
16	11	paracrine_communication	communication	12	100	7	7	ANGPTL4,BMP2,IL11,INHBA,MIF,TNFRSF12A,VEGFA	ANGPTL4,BMP2,IL11,INHBA,MIF,TNFRSF12A,VEGFA	2.3512173889923828e-08	7.628707214994515
16	11	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
16	11	generic_stress	generic_stress	14	100	2	1	DDIT3,HSPA5	HSPA5	0.07548825739871948	1.1221205999412116
16	11	immune_contamination	contamination	13	100	0	0			1.0	-0.0
16	11	mural_contamination	contamination	10	100	0	0			1.0	-0.0
16	11	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
16	11	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
16	12	senescence_core	senescence	15	100	1	1	IGFBP5	IGFBP5	0.3954283587985156	0.4029321877586527
16	12	sasp_inflammatory	sasp	20	100	2	1	MIF,TNFAIP6	TNFAIP6	0.1390168715158232	0.8569324892309466
16	12	ecm_degradation	ecm_remodeling	17	100	4	4	FN1,HTRA1,TIMP1,TIMP3	FN1,HTRA1,TIMP1,TIMP3	0.0018910338451440306	2.7233006982159047
16	12	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
16	12	angiogenesis_hypoxia	communication	9	100	1	0	MIF		0.26039353388855496	0.5843698044025643
16	12	paracrine_communication	communication	12	100	1	0	MIF		0.3312769380627967	0.4798087965982188
16	12	progenitor_interface	progenitor_interface	8	100	2	2	PRG4,TIMP3	PRG4,TIMP3	0.02638974840707613	1.578564750209635
16	12	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
16	12	immune_contamination	contamination	13	100	0	0			1.0	-0.0
16	12	mural_contamination	contamination	10	100	0	0			1.0	-0.0
16	12	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
16	12	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
16	13	senescence_core	senescence	15	100	1	1	IGFBP7	IGFBP7	0.3954283587985156	0.4029321877586527
16	13	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
16	13	ecm_degradation	ecm_remodeling	17	100	1	1	ADAMTS4	ADAMTS4	0.43477131809319347	0.3617391140906241
16	13	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
16	13	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
16	13	paracrine_communication	communication	12	100	0	0			1.0	-0.0
16	13	progenitor_interface	progenitor_interface	8	100	3	3	MCAM,SPARCL1,THY1	MCAM,SPARCL1,THY1	0.001718612309643267	2.764822081877302
16	13	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
16	13	immune_contamination	contamination	13	100	0	0			1.0	-0.0
16	13	mural_contamination	contamination	10	100	10	9	ACTA2,ADGRF5,COX4I2,GJA4,MCAM,MYH11,RGS5,SYNPO2,TAGLN,TINAGL1	ACTA2,ADGRF5,COX4I2,GJA4,MCAM,RGS5,SYNPO2,TAGLN,TINAGL1	9.519843714272747e-16	15.021370181298938
16	13	endothelial_contamination	contamination	7	100	2	0	EMCN,PECAM1		0.020221964382717908	1.6941766588767249
16	13	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
16	14	senescence_core	senescence	15	100	0	0			1.0	-0.0
16	14	sasp_inflammatory	sasp	20	100	4	2	CCL3,CCL4,CXCL8,TNFAIP3	CCL3,CCL4	0.003567942938810839	2.4475820997997664
16	14	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
16	14	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
16	14	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
16	14	paracrine_communication	communication	12	100	0	0			1.0	-0.0
16	14	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
16	14	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
16	14	immune_contamination	contamination	13	100	13	12	AIF1,C1QA,C1QB,C1QC,CD14,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	AIF1,C1QA,C1QB,C1QC,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	2.4194006414951792e-20	19.616292208536308
16	14	mural_contamination	contamination	10	100	0	0			1.0	-0.0
16	14	endothelial_contamination	contamination	7	100	3	1	EMCN,PECAM1,VWF	PECAM1	0.0011003618823806295	2.958464462410381
16	14	cycling_contamination	contamination	10	100	1	0	UBE2C		0.2848110468007849	0.5454431699804685
16	15	senescence_core	senescence	15	100	1	0	LMNB1		0.3954283587985156	0.4029321877586527
16	15	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
16	15	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
16	15	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
16	15	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
16	15	paracrine_communication	communication	12	100	1	0	TNFRSF12A		0.3312769380627967	0.4798087965982188
16	15	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
16	15	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
16	15	immune_contamination	contamination	13	100	2	0	HLA-DQA1,HLA-DRA		0.06608603445253759	1.1798903075493172
16	15	mural_contamination	contamination	10	100	0	0			1.0	-0.0
16	15	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
16	15	cycling_contamination	contamination	10	100	10	10	ASPM,BIRC5,CCNB2,CENPF,CEP55,MKI67,PIMREG,TOP2A,TPX2,UBE2C	ASPM,BIRC5,CCNB2,CENPF,CEP55,MKI67,PIMREG,TOP2A,TPX2,UBE2C	9.519843714272747e-16	15.021370181298938
16	16	senescence_core	senescence	15	100	0	0			1.0	-0.0
16	16	sasp_inflammatory	sasp	20	100	2	2	CCL4,TNFAIP3	CCL4,TNFAIP3	0.1390168715158232	0.8569324892309466
16	16	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
16	16	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
16	16	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
16	16	paracrine_communication	communication	12	100	0	0			1.0	-0.0
16	16	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
16	16	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
16	16	immune_contamination	contamination	13	100	4	1	HLA-DQA1,HLA-DRA,PTPRC,TYROBP	PTPRC	0.0006288798113881723	3.2014323469846766
16	16	mural_contamination	contamination	10	100	0	0			1.0	-0.0
16	16	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
16	16	cycling_contamination	contamination	10	100	4	0	CENPF,CEP55,MKI67,TOP2A		0.00019938319617339434	3.700311446408953
18	1	senescence_core	senescence	15	100	0	0			1.0	-0.0
18	1	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
18	1	ecm_degradation	ecm_remodeling	17	100	1	0	FN1		0.43477131809319347	0.3617391140906241
18	1	fibrocartilage_matrix	fibrocartilage	16	100	2	1	CILP,FMOD	CILP	0.09544243031613857	1.0202585104583135
18	1	angiogenesis_hypoxia	communication	9	100	1	0	ANGPTL2		0.26039353388855496	0.5843698044025643
18	1	paracrine_communication	communication	12	100	0	0			1.0	-0.0
18	1	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
18	1	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
18	1	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	1	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	1	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	1	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	2	senescence_core	senescence	15	100	3	2	CDKN1A,GADD45B,GADD45G	GADD45B,GADD45G	0.011805608462311426	1.92791162442478
18	2	sasp_inflammatory	sasp	20	100	1	0	NFKBIA		0.4890811644551101	0.31061906245110604
18	2	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
18	2	fibrocartilage_matrix	fibrocartilage	16	100	8	5	CHAD,CILP,COMP,DCN,FRZB,MGP,PRELP,SCRG1	CHAD,COMP,DCN,FRZB,SCRG1	1.0791457984181856e-08	7.96691987582599
18	2	angiogenesis_hypoxia	communication	9	100	1	0	ADM		0.26039353388855496	0.5843698044025643
18	2	paracrine_communication	communication	12	100	0	0			1.0	-0.0
18	2	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
18	2	generic_stress	generic_stress	14	100	2	1	DDIT3,IER3	IER3	0.07548825739871948	1.1221205999412116
18	2	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	2	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	2	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	2	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	3	senescence_core	senescence	15	100	1	0	TNFRSF10D		0.3954283587985156	0.4029321877586527
18	3	sasp_inflammatory	sasp	20	100	3	2	ICAM1,SAA1,SAA2	ICAM1,SAA1	0.02626499908109733	1.5806226100550231
18	3	ecm_degradation	ecm_remodeling	17	100	1	1	LOX	LOX	0.43477131809319347	0.3617391140906241
18	3	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
18	3	angiogenesis_hypoxia	communication	9	100	5	4	ADM,ANGPTL4,BNIP3,SLC2A1,VEGFA	ADM,ANGPTL4,BNIP3,SLC2A1	3.97058562884604e-06	5.40114543363508
18	3	paracrine_communication	communication	12	100	2	1	ANGPTL4,VEGFA	ANGPTL4	0.057116475362200825	1.243238600566202
18	3	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
18	3	generic_stress	generic_stress	14	100	8	5	DDIT4,FOS,HSPA5,MT1E,MT1M,MT1X,MT2A,TXNIP	DDIT4,MT1E,MT1M,MT1X,MT2A	2.6595794396900385e-09	8.57518703309156
18	3	immune_contamination	contamination	13	100	1	0	CD14		0.3533761800303181	0.45176272825891506
18	3	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	3	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	3	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	4	senescence_core	senescence	15	100	1	1	BTG2	BTG2	0.3954283587985156	0.4029321877586527
18	4	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
18	4	ecm_degradation	ecm_remodeling	17	100	2	2	ADAMTS5,MMP3	ADAMTS5,MMP3	0.10592506236370273	0.9750012716347
18	4	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
18	4	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
18	4	paracrine_communication	communication	12	100	0	0			1.0	-0.0
18	4	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
18	4	generic_stress	generic_stress	14	100	5	3	ATF3,DDIT4,FOS,JUN,TXNIP	DDIT4,JUN,TXNIP	5.529551904587946e-05	4.257310060964683
18	4	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	4	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	4	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	4	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	5	senescence_core	senescence	15	100	1	0	SERPINE1		0.3954283587985156	0.4029321877586527
18	5	sasp_inflammatory	sasp	20	100	1	0	SERPINE1		0.4890811644551101	0.31061906245110604
18	5	ecm_degradation	ecm_remodeling	17	100	3	1	COL1A2,COL3A1,HTRA1	COL3A1	0.016822689959406997	1.7741045590065203
18	5	fibrocartilage_matrix	fibrocartilage	16	100	13	13	ACAN,CILP,CILP2,COL11A1,COL2A1,COL9A2,COL9A3,COMP,DCN,FMOD,MGP,PRELP,SCRG1	ACAN,CILP,CILP2,COL11A1,COL2A1,COL9A2,COL9A3,COMP,DCN,FMOD,MGP,PRELP,SCRG1	1.2491711750116472e-17	16.90337804579776
18	5	angiogenesis_hypoxia	communication	9	100	1	1	ANGPTL2	ANGPTL2	0.26039353388855496	0.5843698044025643
18	5	paracrine_communication	communication	12	100	0	0			1.0	-0.0
18	5	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
18	5	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
18	5	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	5	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	5	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	5	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	6	senescence_core	senescence	15	100	2	0	BTG2,CDKN1A		0.08528558800432069	1.0691243519392781
18	6	sasp_inflammatory	sasp	20	100	2	1	MIF,SOCS3	MIF	0.1390168715158232	0.8569324892309466
18	6	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
18	6	fibrocartilage_matrix	fibrocartilage	16	100	6	4	CHAD,CILP,COMP,DCN,FRZB,PRELP	CHAD,DCN,FRZB,PRELP	6.713623089927696e-06	5.1730430441662545
18	6	angiogenesis_hypoxia	communication	9	100	2	1	BNIP3,MIF	MIF	0.033210660338964235	1.4787224890894424
18	6	paracrine_communication	communication	12	100	3	3	CCN1,CCN2,MIF	CCN1,CCN2,MIF	0.006132741775973217	2.212345321246125
18	6	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
18	6	generic_stress	generic_stress	14	100	4	2	DDIT4,FOS,MT1E,TXNIP	MT1E,TXNIP	0.000858313528325089	3.0663540422803486
18	6	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	6	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	6	endothelial_contamination	contamination	7	100	1	0	CLDN5		0.20905583688604873	0.6797377023445434
18	6	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	7	senescence_core	senescence	15	100	0	0			1.0	-0.0
18	7	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
18	7	ecm_degradation	ecm_remodeling	17	100	1	0	MMP2		0.43477131809319347	0.3617391140906241
18	7	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
18	7	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
18	7	paracrine_communication	communication	12	100	2	2	CCN1,CXCL12	CCN1,CXCL12	0.057116475362200825	1.243238600566202
18	7	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
18	7	generic_stress	generic_stress	14	100	1	0	PPP1R15A		0.37475217407890277	0.42625583896605546
18	7	immune_contamination	contamination	13	100	1	0	HLA-DRA		0.3533761800303181	0.45176272825891506
18	7	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	7	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	7	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	8	senescence_core	senescence	15	100	0	0			1.0	-0.0
18	8	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
18	8	ecm_degradation	ecm_remodeling	17	100	1	1	MMP2	MMP2	0.43477131809319347	0.3617391140906241
18	8	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
18	8	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
18	8	paracrine_communication	communication	12	100	1	1	CXCL12	CXCL12	0.3312769380627967	0.4798087965982188
18	8	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
18	8	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
18	8	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	8	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	8	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	8	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	9	senescence_core	senescence	15	100	0	0			1.0	-0.0
18	9	sasp_inflammatory	sasp	20	100	1	0	CXCL1		0.4890811644551101	0.31061906245110604
18	9	ecm_degradation	ecm_remodeling	17	100	2	2	HTRA1,TIMP3	HTRA1,TIMP3	0.10592506236370273	0.9750012716347
18	9	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
18	9	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
18	9	paracrine_communication	communication	12	100	1	1	HBEGF	HBEGF	0.3312769380627967	0.4798087965982188
18	9	progenitor_interface	progenitor_interface	8	100	5	5	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	1.8119298257958483e-06	5.7418586261182485
18	9	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
18	9	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	9	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	9	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	9	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	10	senescence_core	senescence	15	100	5	3	BTG2,CDKN1A,GADD45B,HMOX1,TNFRSF10D	BTG2,CDKN1A,HMOX1	8.07881542610925e-05	4.092652313930708
18	10	sasp_inflammatory	sasp	20	100	12	7	CCL2,CXCL1,CXCL2,CXCL3,CXCL8,ICAM1,IL6,NFKBIA,PTGS2,SOCS3,TNFAIP3,TNFAIP6	CXCL2,CXCL3,ICAM1,IL6,NFKBIA,PTGS2,SOCS3	8.428934945030851e-14	13.074227298058277
18	10	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
18	10	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
18	10	angiogenesis_hypoxia	communication	9	100	1	1	HMOX1	HMOX1	0.26039353388855496	0.5843698044025643
18	10	paracrine_communication	communication	12	100	3	0	BMP2,CCN1,INHBA		0.006132741775973217	2.212345321246125
18	10	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
18	10	generic_stress	generic_stress	14	100	4	4	ATF3,HMOX1,IER3,PPP1R15A	ATF3,HMOX1,IER3,PPP1R15A	0.000858313528325089	3.0663540422803486
18	10	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	10	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	10	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	10	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	11	senescence_core	senescence	15	100	0	0			1.0	-0.0
18	11	sasp_inflammatory	sasp	20	100	3	3	IL11,MIF,PTGS2	IL11,MIF,PTGS2	0.02626499908109733	1.5806226100550231
18	11	ecm_degradation	ecm_remodeling	17	100	1	0	COL3A1		0.43477131809319347	0.3617391140906241
18	11	fibrocartilage_matrix	fibrocartilage	16	100	4	2	CILP2,COL11A1,COL2A1,SOX9	COL2A1,SOX9	0.0014832472387454557	2.8287864514845102
18	11	angiogenesis_hypoxia	communication	9	100	5	5	ANGPTL4,BNIP3,MIF,SLC2A1,VEGFA	ANGPTL4,BNIP3,MIF,SLC2A1,VEGFA	3.97058562884604e-06	5.40114543363508
18	11	paracrine_communication	communication	12	100	7	7	ANGPTL4,BMP2,IL11,INHBA,MIF,TNFRSF12A,VEGFA	ANGPTL4,BMP2,IL11,INHBA,MIF,TNFRSF12A,VEGFA	2.3512173889923828e-08	7.628707214994515
18	11	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
18	11	generic_stress	generic_stress	14	100	2	1	DDIT3,HSPA5	HSPA5	0.07548825739871948	1.1221205999412116
18	11	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	11	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	11	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	11	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	12	senescence_core	senescence	15	100	1	0	IGFBP7		0.3954283587985156	0.4029321877586527
18	12	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
18	12	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
18	12	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
18	12	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
18	12	paracrine_communication	communication	12	100	0	0			1.0	-0.0
18	12	progenitor_interface	progenitor_interface	8	100	2	0	SPARCL1,THY1		0.02638974840707613	1.578564750209635
18	12	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
18	12	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	12	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	12	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	12	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	13	senescence_core	senescence	15	100	1	1	IGFBP5	IGFBP5	0.3954283587985156	0.4029321877586527
18	13	sasp_inflammatory	sasp	20	100	2	1	MIF,TNFAIP6	TNFAIP6	0.1390168715158232	0.8569324892309466
18	13	ecm_degradation	ecm_remodeling	17	100	4	4	FN1,HTRA1,TIMP1,TIMP3	FN1,HTRA1,TIMP1,TIMP3	0.0018910338451440306	2.7233006982159047
18	13	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
18	13	angiogenesis_hypoxia	communication	9	100	1	0	MIF		0.26039353388855496	0.5843698044025643
18	13	paracrine_communication	communication	12	100	1	0	MIF		0.3312769380627967	0.4798087965982188
18	13	progenitor_interface	progenitor_interface	8	100	3	2	GDF5,PRG4,TIMP3	PRG4,TIMP3	0.001718612309643267	2.764822081877302
18	13	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
18	13	immune_contamination	contamination	13	100	0	0			1.0	-0.0
18	13	mural_contamination	contamination	10	100	0	0			1.0	-0.0
18	13	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
18	13	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
18	14	senescence_core	senescence	15	100	2	0	IGFBP7,SERPINE1		0.08528558800432069	1.0691243519392781
18	14	sasp_inflammatory	sasp	20	100	1	0	SERPINE1		0.4890811644551101	0.31061906245110604
