reference_name	gene	state	mean_expression	marker_score	marker_rank
GSE220243_broad	GNG11	endothelial	2.500771999359131	1.882751703262329	1
GSE220243_broad	TM4SF1	endothelial	2.2092959880828857	1.6421462297439575	2
GSE220243_broad	IFI27	endothelial	2.3446943759918213	1.594389796257019	3
GSE220243_broad	PLVAP	endothelial	1.4608403444290161	1.4527853727340698	4
GSE220243_broad	EMCN	endothelial	1.3689124584197998	1.3550242185592651	5
GSE220243_broad	RAMP2	endothelial	1.7691832780838013	1.3516961336135864	6
GSE220243_broad	PECAM1	endothelial	1.7832670211791992	1.342954397201538	7
GSE220243_broad	SOX18	endothelial	1.3109066486358643	1.303003191947937	8
GSE220243_broad	CALCRL	endothelial	1.5250072479248047	1.2645190954208374	9
GSE220243_broad	EGFL7	endothelial	1.3806453943252563	1.2392215728759766	10
GSE220243_broad	ADGRL4	endothelial	1.200922966003418	1.1944940090179443	11
GSE220243_broad	ITGA6	endothelial	1.3100203275680542	1.1882010698318481	12
GSE220243_broad	CLEC14A	endothelial	1.1972682476043701	1.1829582452774048	13
GSE220243_broad	ACKR1	endothelial	1.1450194120407104	1.1278280019760132	14
GSE220243_broad	ECSCR	endothelial	1.1239861249923706	1.118384599685669	15
GSE220243_broad	KLF2	endothelial	2.1595890522003174	1.0980281829833984	16
GSE220243_broad	SLC9A3R2	endothelial	1.3751697540283203	1.023327112197876	17
GSE220243_broad	SPRY1	endothelial	1.3067164421081543	1.012924075126648	18
GSE220243_broad	HLA-E	endothelial	2.6912472248077393	1.0006998777389526	19
GSE220243_broad	GIMAP7	endothelial	1.4096986055374146	0.9800733327865601	20
GSE220243_broad	CD34	endothelial	1.188821792602539	0.975511908531189	21
GSE220243_broad	NPDC1	endothelial	1.3745383024215698	0.9753357172012329	22
GSE220243_broad	FLT1	endothelial	1.0575666427612305	0.9516416192054749	23
GSE220243_broad	RAMP3	endothelial	0.9633439183235168	0.9415850639343262	24
GSE220243_broad	CD93	endothelial	1.1538031101226807	0.9111776947975159	25
GSE220243_broad	VWF	endothelial	0.9119668006896973	0.9067496061325073	26
GSE220243_broad	CLDN5	endothelial	0.9897327423095703	0.8953089118003845	27
GSE220243_broad	AQP1	endothelial	1.915076494216919	0.8899240493774414	28
GSE220243_broad	PCAT19	endothelial	0.8759972453117371	0.8687448501586914	29
GSE220243_broad	ELK3	endothelial	1.1875107288360596	0.807680606842041	30
GSE220243_broad	HSPG2	endothelial	1.2903333902359009	0.8007376194000244	31
GSE220243_broad	PODXL	endothelial	0.8276589512825012	0.7997985482215881	32
GSE220243_broad	CCL14	endothelial	0.7990096211433411	0.7876608967781067	33
GSE220243_broad	CDH5	endothelial	0.7871453166007996	0.7737782597541809	34
GSE220243_broad	HYAL2	endothelial	0.9056969285011292	0.7681143879890442	35
GSE220243_broad	CRIP2	endothelial	1.7255871295928955	0.7624545693397522	36
GSE220243_broad	SPTBN1	endothelial	1.5068707466125488	0.7515862584114075	37
GSE220243_broad	TM4SF18	endothelial	0.7425703406333923	0.7386698722839355	38
GSE220243_broad	LMCD1	endothelial	1.0119236707687378	0.7326629161834717	39
GSE220243_broad	CYYR1	endothelial	0.7252050042152405	0.7218372821807861	40
GSE220243_broad	PTPRB	endothelial	0.728837251663208	0.7209691405296326	41
GSE220243_broad	PALMD	endothelial	1.1954749822616577	0.7186854481697083	42
GSE220243_broad	MGST2	endothelial	0.9678156971931458	0.7166314125061035	43
GSE220243_broad	MTUS1	endothelial	1.318109154701233	0.7072504162788391	44
GSE220243_broad	NEDD9	endothelial	0.8486709594726562	0.7048143148422241	45
GSE220243_broad	TCF4	endothelial	1.802849292755127	0.689660906791687	46
GSE220243_broad	MYCT1	endothelial	0.6818689703941345	0.6785208582878113	47
GSE220243_broad	TSPAN7	endothelial	0.7600768804550171	0.6753710508346558	48
GSE220243_broad	RDX	endothelial	1.1079517602920532	0.6536681652069092	49
GSE220243_broad	PLAT	endothelial	0.7256453037261963	0.6504323482513428	50
GSE220243_broad	ITM2A	endothelial	1.3789629936218262	0.6376194357872009	51
GSE220243_broad	SYNE2	endothelial	1.3313517570495605	0.619915783405304	52
GSE220243_broad	FKBP1A	endothelial	1.3321809768676758	0.614525556564331	53
GSE220243_broad	MMRN2	endothelial	0.6444761753082275	0.6018374562263489	54
GSE220243_broad	GIMAP1	endothelial	0.8374577164649963	0.599808394908905	55
GSE220243_broad	JAM2	endothelial	0.7099236249923706	0.5997767448425293	56
GSE220243_broad	RAB11A	endothelial	1.0197502374649048	0.5967867374420166	57
GSE220243_broad	SOX17	endothelial	0.587905764579773	0.5834880471229553	58
GSE220243_broad	SLCO2A1	endothelial	0.5826652646064758	0.5744748115539551	59
GSE220243_broad	CAVIN2	endothelial	0.8181822896003723	0.570894181728363	60
GSE220243_broad	RPL22	endothelial	2.7310268878936768	-0.23183155059814453	36472
GSE220243_broad	HMGB2	endothelial	0.5908729434013367	-0.25401270389556885	36644
GSE220243_broad	PHF3	endothelial	0.5008262395858765	-0.2553836703300476	36649
GSE220243_broad	CCNG2	endothelial	0.28529059886932373	-0.2935059070587158	36897
GSE220243_broad	RPL22L1	endothelial	0.6679861545562744	-0.3063403367996216	36962
GSE220243_broad	HSPA2	endothelial	0.4899965822696686	-0.321964830160141	37037
GSE220243_broad	IFITM2	endothelial	1.8384640216827393	-0.33109188079833984	37073
GSE220243_broad	PHC2	endothelial	0.3055952191352844	-0.3370100259780884	37104
GSE220243_broad	CLEC3A	endothelial	0.01926913857460022	-0.3387818932533264	37114
GSE220243_broad	PTGDS	endothelial	0.10558391362428665	-0.34254875779151917	37133
GSE220243_broad	EML4	endothelial	0.22490006685256958	-0.3703588843345642	37226
GSE220243_broad	MIA	endothelial	0.0531463548541069	-0.37219691276550293	37231
GSE220243_broad	SBSPON	endothelial	0.04131285846233368	-0.37530773878097534	37240
GSE220243_broad	TUBA4A	endothelial	0.2316911369562149	-0.3757168650627136	37241
GSE220243_broad	CTSG	endothelial	0.0003020679869223386	-0.3784710168838501	37253
GSE220243_broad	POLR1D	endothelial	0.6853216290473938	-0.3801913857460022	37258
GSE220243_broad	CCDC59	endothelial	0.46479135751724243	-0.38307493925094604	37272
GSE220243_broad	SYF2	endothelial	0.8921235203742981	-0.39473575353622437	37309
GSE220243_broad	TMOD1	endothelial	0.10923720896244049	-0.39642196893692017	37314
GSE220243_broad	RPS11	endothelial	2.584707736968994	-0.3985743522644043	37322
GSE220243_broad	SUB1	endothelial	0.9219241738319397	-0.4069172739982605	37337
GSE220243_broad	RPL24	endothelial	3.018195867538452	-0.4086453914642334	37344
GSE220243_broad	CTSW	endothelial	0.0033884700387716293	-0.4107675552368164	37353
GSE220243_broad	ITGB8	endothelial	0.0646267980337143	-0.41384291648864746	37364
GSE220243_broad	IL2RG	endothelial	0.009949677623808384	-0.4163517355918884	37370
GSE220243_broad	GSN	endothelial	2.7624423503875732	-0.4287683963775635	37398
GSE220243_broad	SPOCK2	endothelial	0.04630507528781891	-0.4307652711868286	37405
GSE220243_broad	COPS2	endothelial	0.4416944682598114	-0.43925121426582336	37424
GSE220243_broad	STK17A	endothelial	0.24972467124462128	-0.4454849362373352	37439
GSE220243_broad	PTGES3	endothelial	1.0550789833068848	-0.4468001127243042	37440
GSE220243_broad	RNMT	endothelial	0.28084567189216614	-0.4471489489078522	37441
GSE220243_broad	SERPINA3	endothelial	0.022267824038863182	-0.44840019941329956	37443
GSE220243_broad	MS4A2	endothelial	0.0011118955444544554	-0.4532279968261719	37453
GSE220243_broad	CDC42SE2	endothelial	0.26511842012405396	-0.46298545598983765	37475
GSE220243_broad	C1QTNF3	endothelial	0.018471071496605873	-0.4652905762195587	37483
GSE220243_broad	ADRA2A	endothelial	0.040045201778411865	-0.46592390537261963	37484
GSE220243_broad	SYTL3	endothelial	0.0063203852623701096	-0.4666508436203003	37486
GSE220243_broad	CRISPLD1	endothelial	0.07775980979204178	-0.4684804081916809	37494
GSE220243_broad	CCDC102B	endothelial	0.07301230728626251	-0.4697447419166565	37498
GSE220243_broad	HAPLN1	endothelial	0.028356261551380157	-0.472844660282135	37506
GSE220243_broad	MRVI1	endothelial	0.05307614803314209	-0.47665834426879883	37512
GSE220243_broad	PPIC	endothelial	0.5517340302467346	-0.4789348244667053	37516
GSE220243_broad	GUCY1A1	endothelial	0.12180246412754059	-0.48796015977859497	37537
GSE220243_broad	MXI1	endothelial	0.31225132942199707	-0.4896840453147888	37541
GSE220243_broad	SEMA3C	endothelial	0.03645099326968193	-0.49164628982543945	37548
GSE220243_broad	UBA2	endothelial	0.29207614064216614	-0.4922378957271576	37551
GSE220243_broad	ANP32B	endothelial	0.8945163488388062	-0.49441301822662354	37553
GSE220243_broad	ITGA4	endothelial	0.007389530539512634	-0.4948827624320984	37556
GSE220243_broad	ACAP1	endothelial	0.010907508432865143	-0.4956417381763458	37557
GSE220243_broad	MFAP5	endothelial	0.020220952108502388	-0.49580249190330505	37558
GSE220243_broad	COX7C	endothelial	1.5105706453323364	-0.5016604661941528	37566
GSE220243_broad	NRN1	endothelial	0.6418160796165466	-0.5021604895591736	37568
GSE220243_broad	CARMN	endothelial	0.042379800230264664	-0.5066123008728027	37575
GSE220243_broad	CREB5	endothelial	0.17607349157333374	-0.5077549815177917	37577
GSE220243_broad	BIRC3	endothelial	0.20265033841133118	-0.5079491138458252	37578
GSE220243_broad	KCNJ8	endothelial	0.07054147869348526	-0.5119795799255371	37583
GSE220243_broad	GGT5	endothelial	0.28538545966148376	-0.5129921436309814	37584
GSE220243_broad	LIMA1	endothelial	0.6292542219161987	-0.5204746723175049	37590
GSE220243_broad	BCL11B	endothelial	5.85171437705867e-05	-0.5242930054664612	37597
GSE220243_broad	RPLP0	endothelial	2.3339619636535645	-0.5260167121887207	37600
GSE220243_broad	FXYD6	endothelial	0.22002942860126495	-0.5275337100028992	37604
GSE220243_broad	ZFAND5	endothelial	0.8156023025512695	-0.5283061265945435	37606
GSE220243_broad	ANK3	endothelial	0.06719058752059937	-0.5327799916267395	37612
GSE220243_broad	COL2A1	endothelial	0.028869641944766045	-0.5385434627532959	37624
GSE220243_broad	COL18A1	endothelial	0.8795381784439087	-0.5399292707443237	37625
GSE220243_broad	IGFBP2	endothelial	0.5787613391876221	-0.5410118103027344	37629
GSE220243_broad	FHL5	endothelial	0.02828311361372471	-0.54974365234375	37645
GSE220243_broad	ITGA10	endothelial	0.23328641057014465	-0.5497816801071167	37646
GSE220243_broad	SFRP2	endothelial	0.02138904482126236	-0.5537715554237366	37651
GSE220243_broad	VEGFB	endothelial	0.20762865245342255	-0.5552758574485779	37652
GSE220243_broad	PPP2R5C	endothelial	0.2675486207008362	-0.5558862090110779	37654
GSE220243_broad	CNN1	endothelial	0.027539603412151337	-0.5588054060935974	37659
GSE220243_broad	LAG3	endothelial	0.052676934748888016	-0.559158980846405	37660
GSE220243_broad	PRDX6	endothelial	0.823671817779541	-0.5596300363540649	37661
GSE220243_broad	MFAP4	endothelial	0.03288546949625015	-0.5627188086509705	37668
GSE220243_broad	LEPROTL1	endothelial	0.2184666097164154	-0.5639766454696655	37671
GSE220243_broad	MYO1B	endothelial	0.2691190838813782	-0.5671239495277405	37675
GSE220243_broad	MT1G	endothelial	0.06363405287265778	-0.5678809881210327	37677
GSE220243_broad	LGI4	endothelial	0.08311989158391953	-0.5689499378204346	37678
GSE220243_broad	BCL6	endothelial	0.19819559156894684	-0.5692173838615417	37679
GSE220243_broad	TGFB1I1	endothelial	0.3204187750816345	-0.5731663703918457	37686
GSE220243_broad	FHL2	endothelial	0.09861398488283157	-0.5756499171257019	37692
GSE220243_broad	PAPSS2	endothelial	0.05237939953804016	-0.5767406225204468	37693
GSE220243_broad	FBN1	endothelial	0.24185217916965485	-0.5834838151931763	37706
GSE220243_broad	NEXN	endothelial	0.06275498121976852	-0.5834999680519104	37707
GSE220243_broad	WWP2	endothelial	0.16875971853733063	-0.5889272689819336	37718
GSE220243_broad	GPR65	endothelial	0.002453527646139264	-0.5900150537490845	37719
GSE220243_broad	TAF1D	endothelial	0.884780764579773	-0.5915380716323853	37721
GSE220243_broad	HIST1H1C	endothelial	0.2423359900712967	-0.5984903573989868	37729
GSE220243_broad	UBE2B	endothelial	0.8460529446601868	-0.6015471816062927	37733
GSE220243_broad	NKG7	endothelial	0.0008171169902198017	-0.6042698621749878	37734
GSE220243_broad	PPP1R12A	endothelial	0.7377074360847473	-0.6069933772087097	37737
GSE220243_broad	RPL28	endothelial	3.1791324615478516	-0.6079797744750977	37738
GSE220243_broad	ABCC9	endothelial	0.06709203124046326	-0.609605073928833	37741
GSE220243_broad	HPGD	endothelial	0.0011927098967134953	-0.6115171313285828	37744
GSE220243_broad	TRBC1	endothelial	0.0006910928059369326	-0.6137743592262268	37746
GSE220243_broad	CTSF	endothelial	0.17517036199569702	-0.6138426661491394	37747
GSE220243_broad	SMIM14	endothelial	0.29005855321884155	-0.6200374364852905	37750
GSE220243_broad	CD3G	endothelial	0.0	-0.6263687014579773	37756
GSE220243_broad	COX4I2	endothelial	0.10239462554454803	-0.6270867586135864	37758
GSE220243_broad	MCAM	endothelial	0.7377849221229553	-0.6274691224098206	37759
GSE220243_broad	GABARAPL1	endothelial	0.4069749116897583	-0.6334127187728882	37767
GSE220243_broad	RHOH	endothelial	0.00046690553426742554	-0.6385077834129333	37776
GSE220243_broad	CPQ	endothelial	0.1737673431634903	-0.6398178339004517	37778
GSE220243_broad	NR4A1	endothelial	0.6376315355300903	-0.6402387619018555	37779
GSE220243_broad	IKZF1	endothelial	0.001269589294679463	-0.6506725549697876	37790
GSE220243_broad	GZMK	endothelial	0.0008696800796315074	-0.6535081267356873	37792
GSE220243_broad	PGAM1	endothelial	0.4425865113735199	-0.6558225154876709	37795
GSE220243_broad	RPS20	endothelial	2.165648937225342	-0.6582627296447754	37799
GSE220243_broad	GZMA	endothelial	0.0008843321120366454	-0.6654451489448547	37807
GSE220243_broad	CST7	endothelial	0.00010654213838279247	-0.6657037734985352	37808
GSE220243_broad	YBX3	endothelial	1.6004964113235474	-0.6676725149154663	37810
GSE220243_broad	SNHG8	endothelial	1.0735417604446411	-0.6724978685379028	37812
GSE220243_broad	TPSB2	endothelial	0.0018735609482973814	-0.6791955232620239	37814
GSE220243_broad	KLRB1	endothelial	0.000768146594054997	-0.680406391620636	37816
GSE220243_broad	CCNB1IP1	endothelial	0.26630765199661255	-0.6813109517097473	37817
GSE220243_broad	PPP1R3C	endothelial	0.1186932623386383	-0.6885175704956055	37826
GSE220243_broad	EPS8	endothelial	0.8805386424064636	-0.6945342421531677	37830
GSE220243_broad	CD3E	endothelial	0.000152653141412884	-0.6964837312698364	37833
GSE220243_broad	BASP1	endothelial	0.01849176362156868	-0.6966500878334045	37834
GSE220243_broad	CHAD	endothelial	0.03754233568906784	-0.6980043649673462	37835
GSE220243_broad	PLN	endothelial	0.036084357649087906	-0.7029505968093872	37843
GSE220243_broad	ADIRF	endothelial	2.1766583919525146	-0.7074172496795654	37845
GSE220243_broad	SCARA5	endothelial	0.017092082649469376	-0.7091601490974426	37847
GSE220243_broad	PDE5A	endothelial	0.06881093233823776	-0.712413489818573	37850
GSE220243_broad	LTB	endothelial	0.00174852111376822	-0.7133989930152893	37851
GSE220243_broad	MYLK	endothelial	0.3669545352458954	-0.7164278030395508	37854
GSE220243_broad	MRC2	endothelial	0.04038885980844498	-0.7185032963752747	37856
GSE220243_broad	SLC7A2	endothelial	0.08316478878259659	-0.722130537033081	37857
GSE220243_broad	RSL24D1	endothelial	0.7458743453025818	-0.7268844246864319	37861
GSE220243_broad	EPB41L2	endothelial	0.27770286798477173	-0.7278425097465515	37862
GSE220243_broad	RUNX3	endothelial	0.0023196865804493427	-0.7328163981437683	37866
GSE220243_broad	PDGFRA	endothelial	0.06005409359931946	-0.7407470941543579	37876
GSE220243_broad	CPA3	endothelial	0.0002059057733276859	-0.7416346073150635	37878
GSE220243_broad	HES4	endothelial	0.25240182876586914	-0.7500628232955933	37882
GSE220243_broad	RPS29	endothelial	2.588979482650757	-0.7504661083221436	37883
GSE220243_broad	NPM1	endothelial	1.7123913764953613	-0.7522170543670654	37885
GSE220243_broad	PPIB	endothelial	1.0592279434204102	-0.7560074329376221	37889
GSE220243_broad	PLP2	endothelial	0.4761945605278015	-0.7570036053657532	37890
GSE220243_broad	ELL2	endothelial	0.12782157957553864	-0.7597038149833679	37892
GSE220243_broad	ATF3	endothelial	0.7668726444244385	-0.7628539800643921	37896
GSE220243_broad	IGF1	endothelial	0.07263694703578949	-0.7689533829689026	37900
GSE220243_broad	DCXR	endothelial	0.16473442316055298	-0.7904923558235168	37908
GSE220243_broad	SCX	endothelial	0.08856817334890366	-0.7950136661529541	37911
GSE220243_broad	GJA4	endothelial	0.2091182917356491	-0.8078381419181824	37915
GSE220243_broad	IL32	endothelial	0.5850611925125122	-0.8081110715866089	37916
GSE220243_broad	CD81	endothelial	1.9189121723175049	-0.8090312480926514	37917
GSE220243_broad	ITGBL1	endothelial	0.03616570681333542	-0.8141263127326965	37919
GSE220243_broad	SNHG12	endothelial	0.26918309926986694	-0.8146581053733826	37920
GSE220243_broad	TNXB	endothelial	0.37526634335517883	-0.8185817003250122	37924
GSE220243_broad	ACAN	endothelial	0.06266196817159653	-0.8202100992202759	37925
GSE220243_broad	RRAD	endothelial	0.13570064306259155	-0.8208962082862854	37926
GSE220243_broad	TPSAB1	endothelial	0.0007872571586631238	-0.8254011273384094	37932
GSE220243_broad	ID2	endothelial	1.0774527788162231	-0.8273657560348511	37933
GSE220243_broad	PDGFRL	endothelial	0.04932417348027229	-0.8295658826828003	37934
GSE220243_broad	PALLD	endothelial	0.21868236362934113	-0.8302406668663025	37935
GSE220243_broad	ARHGAP18	endothelial	0.30091050267219543	-0.8308613300323486	37936
GSE220243_broad	RAC2	endothelial	0.0032838312909007072	-0.8336849808692932	37937
GSE220243_broad	EIF1	endothelial	2.9254891872406006	-0.8358137607574463	37938
GSE220243_broad	TRAC	endothelial	0.00824062805622816	-0.835816502571106	37939
GSE220243_broad	CYTIP	endothelial	0.0009310654131695628	-0.8375601768493652	37940
GSE220243_broad	LTBP2	endothelial	0.07687485963106155	-0.8376061916351318	37941
GSE220243_broad	FPR3	endothelial	0.001191181829199195	-0.8396991491317749	37942
GSE220243_broad	DUSP2	endothelial	0.06324629485607147	-0.8432984948158264	37945
GSE220243_broad	FIBIN	endothelial	0.06015482172369957	-0.8473058938980103	37947
GSE220243_broad	RHOBTB3	endothelial	0.11849404871463776	-0.8584949374198914	37949
GSE220243_broad	FRZB	endothelial	0.07422439008951187	-0.8594549298286438	37951
GSE220243_broad	GAPDH	endothelial	2.492535352706909	-0.8634216785430908	37952
GSE220243_broad	TRBC2	endothelial	0.0020010704174637794	-0.866751492023468	37955
GSE220243_broad	SFRP1	endothelial	0.03457337245345116	-0.8720702528953552	37957
GSE220243_broad	LPP	endothelial	0.5718551874160767	-0.8812079429626465	37961
GSE220243_broad	EPB41L4A-AS1	endothelial	0.588053286075592	-0.8876213431358337	37964
GSE220243_broad	CD3D	endothelial	0.001180674647912383	-0.8918263912200928	37967
GSE220243_broad	KCNMA1	endothelial	0.04939504712820053	-0.90261310338974	37973
GSE220243_broad	TINAGL1	endothelial	0.5213840007781982	-0.9051445722579956	37974
GSE220243_broad	ARL4C	endothelial	0.13192106783390045	-0.9053839445114136	37975
GSE220243_broad	ADAMTS1	endothelial	0.7506308555603027	-0.9054169654846191	37976
GSE220243_broad	TPI1	endothelial	0.9738861918449402	-0.9067948460578918	37978
GSE220243_broad	SARAF	endothelial	0.5879955291748047	-0.9099694490432739	37979
GSE220243_broad	CSRP1	endothelial	0.46275660395622253	-0.9117356538772583	37980
GSE220243_broad	PLOD2	endothelial	0.21142925322055817	-0.9140424728393555	37981
GSE220243_broad	THBS4	endothelial	0.05608301982283592	-0.9170111417770386	37983
GSE220243_broad	FAM107B	endothelial	0.19821283221244812	-0.919425368309021	37984
GSE220243_broad	CPVL	endothelial	0.08603890240192413	-0.9210497736930847	37985
GSE220243_broad	FBXO2	endothelial	0.049191053956747055	-0.921375036239624	37986
GSE220243_broad	SLPI	endothelial	0.0550173856317997	-0.9246118664741516	37987
GSE220243_broad	PKM	endothelial	0.7907396554946899	-0.9262533187866211	37988
GSE220243_broad	RBP4	endothelial	0.044189680367708206	-0.9277712106704712	37989
GSE220243_broad	LMOD1	endothelial	0.07487231492996216	-0.9343904852867126	37990
GSE220243_broad	FCGR2B	endothelial	0.006394131574779749	-0.9426108598709106	37993
GSE220243_broad	CXCL2	endothelial	0.08389073610305786	-0.9427888989448547	37994
GSE220243_broad	MAP1B	endothelial	0.3677420914173126	-0.9554297924041748	37999
GSE220243_broad	TNFRSF11B	endothelial	0.10750509798526764	-0.9556481838226318	38000
GSE220243_broad	EFEMP1	endothelial	0.1432504951953888	-0.961207389831543	38001
GSE220243_broad	NBL1	endothelial	0.4540480673313141	-0.9612836837768555	38002
GSE220243_broad	NOTCH3	endothelial	0.1053575873374939	-0.9643780589103699	38004
GSE220243_broad	SAMSN1	endothelial	0.0009444078896194696	-0.9657205939292908	38005
GSE220243_broad	CIRBP	endothelial	1.2175005674362183	-0.9696987867355347	38007
GSE220243_broad	PLEK	endothelial	0.0025664689019322395	-0.9741346836090088	38009
GSE220243_broad	STK4	endothelial	0.12506885826587677	-0.9750218987464905	38010
GSE220243_broad	CTSK	endothelial	0.07408644258975983	-0.9787743091583252	38011
GSE220243_broad	CD63	endothelial	1.9708300828933716	-0.9802638292312622	38012
GSE220243_broad	SSPN	endothelial	0.12184089422225952	-0.9806526303291321	38013
GSE220243_broad	FILIP1L	endothelial	0.6282613277435303	-0.9904693365097046	38017
GSE220243_broad	MMP2	endothelial	0.2447497695684433	-1.0054395198822021	38020
GSE220243_broad	ISLR	endothelial	0.07358710467815399	-1.0105336904525757	38024
GSE220243_broad	CREM	endothelial	0.2782902121543884	-1.0128366947174072	38025
GSE220243_broad	CXCL3	endothelial	0.05628180131316185	-1.0190285444259644	38026
GSE220243_broad	WISP2	endothelial	0.04880943521857262	-1.024846076965332	38027
GSE220243_broad	CD2	endothelial	0.0017701643519103527	-1.0254747867584229	38028
GSE220243_broad	CCL3	endothelial	0.009645468555390835	-1.0292551517486572	38031
GSE220243_broad	IGFBP7	endothelial	3.1562061309814453	-1.0331363677978516	38033
GSE220243_broad	CYP1B1	endothelial	0.2094237208366394	-1.0342307090759277	38034
GSE220243_broad	MYH11	endothelial	0.050268109887838364	-1.0342819690704346	38035
GSE220243_broad	CD48	endothelial	0.0006736943032592535	-1.0460188388824463	38037
GSE220243_broad	SPI1	endothelial	0.0014663028996437788	-1.048971176147461	38040
GSE220243_broad	KCNE4	endothelial	0.10909700393676758	-1.049290657043457	38041
GSE220243_broad	SDC2	endothelial	0.0871983990073204	-1.0523407459259033	38043
GSE220243_broad	GRN	endothelial	0.5628004670143127	-1.0543346405029297	38044
GSE220243_broad	STK17B	endothelial	0.04144546017050743	-1.0570199489593506	38045
GSE220243_broad	CHI3L2	endothelial	0.3236592411994934	-1.057291030883789	38046
GSE220243_broad	EZR	endothelial	0.2820534408092499	-1.0608282089233398	38048
GSE220243_broad	ITM2C	endothelial	0.12007027864456177	-1.0654714107513428	38049
GSE220243_broad	CSF1R	endothelial	0.0011854025069624186	-1.0658841133117676	38050
GSE220243_broad	LILRB5	endothelial	0.002254501450806856	-1.0683845281600952	38051
GSE220243_broad	IFI30	endothelial	0.04716280847787857	-1.0766950845718384	38052
GSE220243_broad	APOE	endothelial	0.24613380432128906	-1.0779149532318115	38054
GSE220243_broad	HLA-DMA	endothelial	0.40303605794906616	-1.0827558040618896	38056
GSE220243_broad	PGK1	endothelial	0.7353428602218628	-1.0830235481262207	38057
GSE220243_broad	STAB1	endothelial	0.11296185851097107	-1.0860482454299927	38058
GSE220243_broad	CILP2	endothelial	0.05098661407828331	-1.0869288444519043	38059
GSE220243_broad	F13A1	endothelial	0.004731695633381605	-1.088546633720398	38060
GSE220243_broad	SYNPO2	endothelial	0.1359407752752304	-1.0891835689544678	38061
GSE220243_broad	VEGFA	endothelial	0.20345593988895416	-1.0900393724441528	38063
GSE220243_broad	ACKR3	endothelial	0.1967766135931015	-1.0965924263000488	38066
GSE220243_broad	PNRC1	endothelial	1.5963736772537231	-1.1036831140518188	38068
GSE220243_broad	SERPINF1	endothelial	0.10640058666467667	-1.1042283773422241	38069
GSE220243_broad	PPP1R14A	endothelial	0.19603331387043	-1.1046184301376343	38070
GSE220243_broad	SLC25A37	endothelial	0.42985281348228455	-1.1049151420593262	38071
GSE220243_broad	MSR1	endothelial	0.0011038961820304394	-1.1160187721252441	38072
GSE220243_broad	FSTL1	endothelial	0.4029264748096466	-1.1443827152252197	38075
GSE220243_broad	CPE	endothelial	0.15626372396945953	-1.150869607925415	38076
GSE220243_broad	NR2F2	endothelial	0.9060304164886475	-1.1695444583892822	38079
GSE220243_broad	IGFBP5	endothelial	0.4149613678455353	-1.1760214567184448	38082
GSE220243_broad	MAF	endothelial	0.1870989054441452	-1.1786918640136719	38083
GSE220243_broad	RBPJ	endothelial	0.4321134388446808	-1.178921103477478	38084
GSE220243_broad	CTGF	endothelial	0.6083658337593079	-1.1941936016082764	38085
GSE220243_broad	FCGR2A	endothelial	0.025741711258888245	-1.1947481632232666	38086
GSE220243_broad	ENO1	endothelial	0.9206960797309875	-1.2046833038330078	38089
GSE220243_broad	CD69	endothelial	0.006519352551549673	-1.2071447372436523	38090
GSE220243_broad	MXRA8	endothelial	0.13048526644706726	-1.2141178846359253	38092
GSE220243_broad	PMEPA1	endothelial	0.33570292592048645	-1.2269493341445923	38093
GSE220243_broad	CCDC80	endothelial	0.4308614730834961	-1.250402569770813	38095
GSE220243_broad	TIMP1	endothelial	1.3351082801818848	-1.2585980892181396	38097
GSE220243_broad	HLA-DQB1	endothelial	0.46578100323677063	-1.2679603099822998	38098
GSE220243_broad	LYVE1	endothelial	0.14381252229213715	-1.2693530321121216	38099
GSE220243_broad	ERRFI1	endothelial	0.2610020637512207	-1.2740262746810913	38100
GSE220243_broad	SERPINA1	endothelial	0.07606656849384308	-1.274897575378418	38101
GSE220243_broad	GALNT15	endothelial	0.1302594095468521	-1.2828145027160645	38102
GSE220243_broad	HLA-DRB5	endothelial	0.8325537443161011	-1.285282015800476	38103
GSE220243_broad	OGN	endothelial	0.11976582556962967	-1.2886333465576172	38104
GSE220243_broad	STEAP4	endothelial	0.20363503694534302	-1.2929456233978271	38105
GSE220243_broad	CCL5	endothelial	0.011695651337504387	-1.297189712524414	38106
GSE220243_broad	MRC1	endothelial	0.04176507890224457	-1.29866623878479	38107
GSE220243_broad	DPT	endothelial	0.07332149893045425	-1.299579381942749	38108
GSE220243_broad	VCAN	endothelial	0.1318390816450119	-1.324727177619934	38112
GSE220243_broad	LGMN	endothelial	0.1639702022075653	-1.3288600444793701	38113
GSE220243_broad	SLC39A14	endothelial	0.20416259765625	-1.339293122291565	38114
GSE220243_broad	COL6A3	endothelial	0.16867752373218536	-1.341282844543457	38115
GSE220243_broad	RGCC	endothelial	0.9497898817062378	-1.344772219657898	38117
GSE220243_broad	MS4A7	endothelial	0.005925866775214672	-1.3623319864273071	38119
GSE220243_broad	DDIT4	endothelial	1.1642011404037476	-1.3795527219772339	38120
GSE220243_broad	CD163	endothelial	0.0014970462070778012	-1.3887505531311035	38121
GSE220243_broad	LDHA	endothelial	1.4806408882141113	-1.3903226852416992	38122
GSE220243_broad	IL7R	endothelial	0.0030707265250384808	-1.3931998014450073	38123
GSE220243_broad	VSIG4	endothelial	0.0026726126670837402	-1.4104363918304443	38125
GSE220243_broad	APOD	endothelial	0.17426370084285736	-1.4457319974899292	38126
GSE220243_broad	PLAC9	endothelial	0.5432091355323792	-1.4679570198059082	38128
