program_id	score_column	group_type	group	n_cells	mean_score	median_score	q25_score	q75_score	high_score_fraction
K12_P1_generic_stress_response	score_K12_P1_generic_stress_response	status_anatomy_celltype	normal|outer|Ch.1(CHAD)	2279	-0.11484581747133439	-0.12132908280356136	-0.3623049519598423	0.1014876937939986	0.14348398420359806
K12_P1_generic_stress_response	score_K12_P1_generic_stress_response	status_anatomy_celltype	normal|outer|Ch.2(FNDC1)	81	-0.18131157158680683	-0.1709153981762009	-0.30546159633270803	-0.05269518389943647	0.012345679012345678
K12_P1_generic_stress_response	score_K12_P1_generic_stress_response	status_anatomy_celltype	normal|outer|Ch.3(PRG4)	78	0.17774970393799547	0.16923643390299675	0.014230411789338543	0.3202052436623688	0.38461538461538464
K12_P1_generic_stress_response	score_K12_P1_generic_stress_response	status_anatomy_celltype	normal|outer|Ch.4(CFD)	937	-0.36516346996596105	-0.39837956969187005	-0.5525560858937283	-0.21878781410519393	0.0192102454642476
K12_P1_generic_stress_response	score_K12_P1_generic_stress_response	status_anatomy_celltype	normal|outer|Ch.5(cycling)	2	-0.5360254616234101	-0.5360254616234101	-0.6006713545266268	-0.47137956872019343	0.0
K12_P1_generic_stress_response	score_K12_P1_generic_stress_response	status_anatomy_celltype	normal|outer|PCL.1	2161	-0.3257699361062088	-0.3531127532362087	-0.5247284521743378	-0.16623027355897668	0.02174919018972698
K12_P1_generic_stress_response	score_K12_P1_generic_stress_response	status_anatomy_celltype	normal|outer|PCL.2	1832	-0.4083870794580031	-0.4325047902244097	-0.6653172474298434	-0.250532771679589	0.010917030567685589
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status	abnormal	14467	0.15750472811909708	0.0353783725753419	-0.26592964100553385	0.49492601222404764	0.3474804728001659
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status	normal	14219	-0.16025183920802996	-0.16627761094334081	-0.5126294150068889	0.14382005374993562	0.15085449047049723
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy	inner	15815	0.17921964597335754	0.10601009599531004	-0.16379114756816204	0.44102623248968753	0.35194435662345874
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	anatomy	outer	12871	-0.22021278075275041	-0.3241844513047559	-0.5654758783895253	0.021943816110809297	0.12477662963250719
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	celltype	Ch.1(CHAD)	10389	0.12913727567864283	0.07916321382666819	-0.14530270615777785	0.34024654789931724	0.2900182885744538
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	celltype	Ch.2(FNDC1)	6156	-0.07608491037734189	-0.0960371621943279	-0.29293238998591453	0.10876710532020574	0.1200454840805718
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	celltype	Ch.3(PRG4)	4729	0.584672373532879	0.5563316034691319	0.23640727760955355	0.8892323561476292	0.714104461831254
