fibro_leiden	program_gene_rank	gene	present	score	logfoldchanges	pvals_adj
7	27	TMSB10	True	63.075012	1.8245343	0.0
7	28	PRSS23	True	62.835766	2.9894118	0.0
7	29	HSPH1	True	62.7741	3.1033535	0.0
7	30	ANGPTL1	True	62.673965	2.9795623	0.0
8	1	COL14A1	True	105.85521	4.1962123	0.0
8	2	TMSB10	True	80.32682	2.2253582	0.0
8	3	SERPINF1	True	80.17237	3.3758996	0.0
8	4	CXCL12	True	79.344345	4.2184677	0.0
8	5	IGFBP4	True	76.06783	3.5970507	0.0
8	6	MMP2	True	71.69337	3.1964886	0.0
8	7	PLAC9	True	70.38575	2.025487	0.0
8	8	VCAN	True	68.97238	2.5730507	0.0
8	9	WISP2	True	68.47304	3.83588	0.0
8	10	EFEMP1	True	67.16624	2.982335	0.0
8	11	C1S	True	65.98239	2.0951834	0.0
8	12	CALD1	True	65.10525	1.8614181	0.0
8	13	CFD	True	64.61576	3.878538	0.0
8	14	TMSB4X	True	64.10799	2.0510955	0.0
8	15	C1R	True	63.798584	2.1892583	0.0
8	16	SELENOP	True	62.53933	2.4645634	0.0
8	17	COL1A1	True	62.18074	2.7544994	0.0
8	18	SPARCL1	True	62.008102	2.9008994	0.0
8	19	EPHX1	True	61.191174	2.7100112	0.0
8	20	SFRP1	True	60.85851	3.7735395	0.0
8	21	IGF1	True	60.60386	3.5657358	0.0
8	22	COL1A2	True	59.70797	2.1887593	0.0
8	23	GSN	True	59.65474	2.0563421	0.0
8	24	CFH	True	58.85105	2.2767394	0.0
8	25	COL6A2	True	57.97209	1.6167669	0.0
8	26	MYL9	True	57.60392	2.4720125	0.0
8	27	SFRP2	True	57.58791	4.124213	0.0
8	28	MTRNR2L12	True	57.36834	2.0167468	0.0
8	29	PLTP	True	57.320446	2.7038376	0.0
8	30	GPNMB	True	56.648453	2.282465	0.0
9	1	CHI3L2	True	45.60162	5.6245823	6.554599790527725e-210
9	2	MIA	True	28.616276	3.4603655	2.415752437039368e-125
9	3	CTGF	True	26.770071	3.267514	5.2401396704315086e-101
9	4	COL1A1	True	25.949865	3.074749	7.174731381166548e-105
9	5	CTNNB1	True	25.25094	2.5274556	3.224209347176076e-103
9	6	ATP5F1E	True	25.023834	1.7391669	1.1743834828717048e-95
9	7	TNC	True	24.38864	2.7971692	6.749208538468869e-96
9	8	RPS10	True	23.583366	1.6824967	5.407513242150483e-90
9	9	SRGN	True	23.50702	3.2327924	2.0737073087144086e-90
9	10	C2orf40	True	23.451967	2.5624928	2.949575030734394e-84
9	11	LUM	True	22.538216	2.0946922	6.132467536215947e-76
9	12	MINOS1	True	22.435316	2.221256	4.434519645768525e-86
9	13	FN1	True	22.245035	2.4819114	5.928830291709052e-76
9	14	TIMP1	True	22.021988	1.6374643	1.6116593765187697e-80
9	15	SERF2	True	21.707186	1.2421981	3.0837877822882883e-75
9	16	RPL39	True	21.58441	1.1256928	4.3141076594180036e-76
9	17	PLAC9	True	21.463837	1.7734597	1.1221329272306435e-74
9	18	TMSB10	True	21.080435	1.7674996	2.3006617969436217e-73
9	19	COL1A2	True	21.008171	2.1721647	4.618998947102722e-71
9	20	RPS21	True	20.98856	1.1993482	7.794969293496163e-73
9	21	HTRA1	True	20.979618	2.189889	8.434318703364092e-72
9	22	IGFBP4	True	20.362257	2.5454535	5.717949174014514e-73
9	23	IGFBP3	True	20.360342	3.742214	1.6760305916205563e-70
9	24	S100A10	True	20.090607	1.5927685	1.315217380744593e-65
9	25	RMRP	True	19.892925	3.0694404	1.4052053911028135e-69
9	26	POSTN	True	19.890646	4.6780314	3.1513493609912523e-66
9	27	COL3A1	True	19.665304	2.4681737	1.1544761113418934e-64
9	28	MT2A	True	19.519075	1.9193071	4.711324824608433e-63
9	29	CD74	True	19.388037	3.6619656	9.18803814073265e-64
9	30	SCRG1	True	19.269825	2.0774853	1.0783067005537069e-61
