sample_id	sample_title	source_name	series_title	platform_id	age	sex	bmi	disease_state	dataset_id	tissue	condition	contrast_group	score_Fibrocartilage_matrix	score_Fibrotic_remodeling	score_MSP_paracrine	score_MSP_angiogenic	score_MSP_inflammatory	score_MSP_paracrine_consensus	score_MSP_interface_matrix_fibrotic	primary_oa_normal	gse89408_oa_normal_sensitivity	gse98918_oa_apm_exploratory	gse191157_aged_young_exploratory
GSM1332205	Synovial tisssue from healthy joint 5  (ND_5)	synovial tissue from healthy joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				healthy control	GSE55235	synovium	normal	normal	-0.3167562004330316	-0.9125107690571344	0.6066980703582429	0.872630715192316	1.4574626303830929	0.8043511008641246	-1.229266969490166	True	False	False	False
GSM1332206	Synovial tisssue from healthy joint 6  (ND_6)	synovial tissue from healthy joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				healthy control	GSE55235	synovium	normal	normal	-0.0278290544868351	-0.8422993236660579	-0.2605223193991748	-0.0776379932076709	0.8342525736648554	-0.1196384175011227	-0.870128378152893	True	False	False	False
GSM1332207	Synovial tisssue from healthy joint 7  (ND_7)	synovial tissue from healthy joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				healthy control	GSE55235	synovium	normal	normal	-0.6650694077794408	-0.80058202333447	1.5794808469460595	1.6953862657579222	1.2402910157364146	1.6255168548897794	-1.4656514311139108	True	False	False	False
GSM1332208	Synovial tisssue from healthy joint 8  (ND_8)	synovial tissue from healthy joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				healthy control	GSE55235	synovium	normal	normal	0.0986812923483644	0.4051192601639209	1.9319869758842731	1.892758761966868	1.994967774844851	1.910531870049965	0.5038005525122853	True	False	False	False
GSM1332209	Synovial tisssue from healthy joint 9  (ND_9)	synovial tissue from healthy joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				healthy control	GSE55235	synovium	normal	normal	-0.5941549338842448	-0.6702100831894452	-0.2800696532556311	0.0062482950904225	0.3705182016679513	-0.0129213640663747	-1.26436501707369	True	False	False	False
GSM1332210	Synovial tisssue from healthy joint 10  (ND_10)	synovial tissue from healthy joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				healthy control	GSE55235	synovium	normal	normal	0.0627688532073406	-0.4865822481429222	-0.2276735362910006	-0.121001472502086	0.3470871142725433	-0.0655647069155851	-0.4238133949355816	True	False	False	False
GSM1332211	Synovial tissue from osteoarthritic joint 1  (OA_1)	synovial tissue from osteoarthritic joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				osteoarthritis	GSE55235	synovium	OA	OA	1.4536729293095343	1.1671862544144016	-0.1296990885658163	-0.4072281594757987	-0.2209238156577896	-0.3027518212712607	2.620859183723936	True	False	False	False
GSM1332212	Synovial tissue from osteoarthritic joint 2  (OA_2)	synovial tissue from osteoarthritic joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				synovial tissue isolated from osteoarthritic joint	GSE55235	synovium	OA	OA	0.1248960549342119	0.304053177307225	-0.2181960966112601	-0.3926071224170272	-0.3615742660190488	-0.3275863161487285	0.4289492322414369	True	False	False	False
GSM1332213	Synovial tissue from osteoarthritic joint 3  (OA_3)	synovial tissue from osteoarthritic joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				synovial tissue isolated from osteoarthritic joint	GSE55235	synovium	OA	OA	-0.5379167058575121	-0.2148108452083622	-0.3821150561378614	-0.1442891359392477	-0.6196559551112962	-0.2078291646448405	-0.7527275510658742	True	False	False	False
GSM1332214	Synovial tissue from osteoarthritic joint 4  (OA_4)	synovial tissue from osteoarthritic joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				synovial tissue isolated from osteoarthritic joint	GSE55235	synovium	OA	OA	1.006446729807755	1.1492670029323255	0.1000490425037417	-0.2373881631345133	-0.2936971203846312	-0.1492761772349168	2.1557137327400806	True	False	False	False
GSM1332215	Synovial tissue from osteoarthritic joint 5  (OA_5)	synovial tissue from osteoarthritic joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				synovial tissue isolated from osteoarthritic joint	GSE55235	synovium	OA	OA	0.3952333978265015	0.133780696711828	-0.0351323936653439	-0.4397617234224588	-0.5669043842874373	-0.227566544235695	0.5290140945383295	True	False	False	False
GSM1332216	Synovial tissue from osteoarthritic joint 6  (OA_6)	synovial tissue from osteoarthritic joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				synovial tissue isolated from osteoarthritic joint	GSE55235	synovium	OA	OA	0.6627240114487696	0.37182536959623	-0.266637306148629	-0.3807952483147474	-0.54079554959251	-0.3531468430020852	1.0345493810449997	True	False	False	False
GSM1332217	Synovial tissue from osteoarthritic joint 7  (OA_7)	synovial tissue from osteoarthritic joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				synovial tissue isolated from osteoarthritic joint	GSE55235	synovium	OA	OA	0.6457214597335816	0.3763151974213978	-0.2622658481358561	-0.0816209303115484	-0.4005834814939016	-0.15106260713085	1.0220366571549795	True	False	False	False
GSM1332218	Synovial tissue from osteoarthritic joint 8  (OA_8)	synovial tissue from osteoarthritic joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				synovial tissue isolated from osteoarthritic joint	GSE55235	synovium	OA	OA	0.3802325475057534	-0.0787731775178167	-0.3290671745660476	-0.2664945276833063	-0.4276985904482056	-0.2617065403863086	0.3014593699879367	True	False	False	False
GSM1332219	Synovial tissue from osteoarthritic joint 9  (OA_9)	synovial tissue from osteoarthritic joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				synovial tissue isolated from osteoarthritic joint	GSE55235	synovium	OA	OA	0.1323862726489683	-0.1315898796144881	-0.2413122929658293	-0.2613890220484512	-0.6105926706329009	-0.2548277522122499	0.0007963930344802028	True	False	False	False
GSM1332220	Synovial tissue from osteoarthritic joint 10  (OA_10)	synovial tissue from osteoarthritic joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				synovial tissue isolated from osteoarthritic joint	GSE55235	synovium	OA	OA	0.2528267391686755	0.0187479832660695	-0.5118776190098314	-0.3425655586247197	-0.7054857068994599	-0.2835901817408663	0.271574722434745	True	False	False	False
GSM1332221	Synovial tissue from rheumatoid arthritis joint 1  (RA_1)	synovial tissue from rheumatoid arthritis joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				rheumatoid arthritis	GSE55235	synovium	RA	RA	-0.326126376416576	0.356853075365622	0.024797848997688	-0.2138666307157019	-0.5314570693748185	-0.153222582923304	0.030726698949046005	False	False	False	False
GSM1332222	Synovial tissue from rheumatoid arthritis joint 2  (RA_2)	synovial tissue from rheumatoid arthritis joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				rheumatoid arthritis	GSE55235	synovium	RA	RA	-0.8492049092831857	-0.3801499722258875	-0.6693744803610433	-0.6693314193712911	-0.2937606883228264	-0.5950159687135838	-1.2293548815090731	False	False	False	False
GSM1332223	Synovial tissue from rheumatoid arthritis joint 3  (RA_3)	synovial tissue from rheumatoid arthritis joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				rheumatoid arthritis	GSE55235	synovium	RA	RA	0.308435898102821	1.1270716166058146	-0.182486787170706	0.0679372151124379	0.0109277632636541	-0.0633206258104524	1.4355075147086356	False	False	False	False
GSM1332224	Synovial tissue from rheumatoid arthritis joint 4  (RA_4)	synovial tissue from rheumatoid arthritis joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				rheumatoid arthritis	GSE55235	synovium	RA	RA	-0.1069818969150602	0.5216573413313722	0.0680011316746333	-0.0592432433179308	-0.2939700279510864	-0.0777950260233134	0.414675444416312	False	False	False	False
GSM1332225	Synovial tissue from rheumatoid arthritis joint 5  (RA_5)	synovial tissue from rheumatoid arthritis joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				rheumatoid arthritis	GSE55235	synovium	RA	RA	-0.1066326401044606	0.2328671504472163	-0.0681506747141308	0.1065277716166964	-0.5855182052904738	0.0311156766307765	0.12623451034275568	False	False	False	False
GSM1332226	Synovial tissue from rheumatoid arthritis joint 6  (RA_6)	synovial tissue from rheumatoid arthritis joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				rheumatoid arthritis	GSE55235	synovium	RA	RA	-0.2827916675343461	-0.2335000274022948	-0.8313132829058555	-0.8015109596277167	-0.8153143026265823	-0.7497529796402986	-0.516291694936641	False	False	False	False
GSM1332227	Synovial tissue from rheumatoid arthritis joint 7  (RA_7)	synovial tissue from rheumatoid arthritis joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				rheumatoid arthritis	GSE55235	synovium	RA	RA	0.3158680948257719	1.1356956882763385	-0.4019764008917418	-0.3288910172997474	-0.3668761883432512	-0.3777937670265738	1.4515637831021104	False	False	False	False
GSM1332228	Synovial tissue from rheumatoid arthritis joint 8  (RA_8)	synovial tissue from rheumatoid arthritis joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				rheumatoid arthritis	GSE55235	synovium	RA	RA	-0.1422476629910522	0.0495721295391034	0.0551554778388659	0.0202975762857283	-0.423712147905025	-0.0149798826928315	-0.09267553345194882	False	False	False	False
GSM1332229	Synovial tissue from rheumatoid arthritis joint 9  (RA_9)	synovial tissue from rheumatoid arthritis joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				rheumatoid arthritis	GSE55235	synovium	RA	RA	0.3125018549442204	0.430392996248767	-0.2388038395591929	-0.3897650837238522	-0.2704409106987536	-0.3681459747035873	0.7428948511929874	False	False	False	False
GSM1332230	Synovial tissue from rheumatoid arthritis joint 10  (RA_10)	synovial tissue from rheumatoid arthritis joint	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation	GPL96				rheumatoid arthritis	GSE55235	synovium	RA	RA	-0.4864481761972758	-0.0316468436191217	-0.0292947285935155	-0.1435648152209107	-0.4540937577360882	-0.1786738275449809	-0.5180950198163975	False	False	False	False
GSM1337304	Normal, synovial membrane patient EB_125 (U133A)	synovial membrane patient EB_125 (normal controls)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	61	male		normal control	GSE55457	synovium	normal	normal	0.0948181320246504	1.0276131332114256	0.6103189113038864	0.1283143123969908	0.8279514049554849	0.368739092522297	1.122431265236076	True	False	False	False
GSM1337305	Normal, synovial membrane patient EB_184 (U133A)	synovial membrane patient EB_184 (normal controls)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	64	male		normal control	GSE55457	synovium	normal	normal	-0.108209118072945	0.1342130957607047	-0.1073007880674876	0.006625883198135	-0.2557073365549637	-0.0128810727890023	0.026003977687759694	True	False	False	False
GSM1337306	Normal, synovial membrane patient EB_188 (U133A)	synovial membrane patient EB_188 (normal controls)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	78	female		normal control	GSE55457	synovium	normal	normal	-0.4548399514920707	-1.1134325719221598	-0.2007436578124303	0.0961863921141339	-0.3513286776352931	0.0579221411357635	-1.5682725234142305	True	False	False	False
GSM1337307	Normal, synovial membrane patient EB_228 (U133A)	synovial membrane patient EB_228 (normal controls)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	65	male		normal control	GSE55457	synovium	normal	normal	-0.6821191585095522	-1.1193417131651462	2.270004597362552	1.4800987845502096	1.2106643002233914	1.7140897691810282	-1.8014608716746983	True	False	False	False
GSM1337308	Normal, synovial membrane patient J_19 (U133A)	synovial membrane patient J_19 (normal controls)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	53	male		normal control	GSE55457	synovium	normal	normal	-0.4019437632912549	-0.3803744285177919	1.3974965348689832	1.3507432170036722	1.221053775064626	1.2775111768342575	-0.7823181918090468	True	False	False	False
GSM1337309	Normal, synovial membrane patient NST_1 (U133A)	synovial membrane patient NST_1 (normal controls)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	68	male		normal control	GSE55457	synovium	normal	normal	-0.4617129374074958	-0.7617862071318724	0.1749072245935364	0.4074192395270467	0.1970804465388113	0.3437118338136745	-1.2234991445393681	True	False	False	False
GSM1337310	Normal, synovial membrane patient J_2 (U133A)	synovial membrane patient J_2 (normal controls)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	29	female		normal control	GSE55457	synovium	normal	normal	0.7493674571444714	1.4022650682051407	-0.5085151235968443	-0.5812569640924053	-0.3405627406026578	-0.5440570084759475	2.151632525349612	True	False	False	False
GSM1337311	Normal, synovial membrane patient J_6 (U133A)	synovial membrane patient J_6 (normal controls)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	17	male		normal control	GSE55457	synovium	normal	normal	0.0849351877703206	0.482362963956126	0.0345524207197939	-0.4234700111851587	1.0992380987672137	-0.2351966835642031	0.5672981517264466	True	False	False	False
GSM1337312	Normal, synovial membrane patient J_7 (U133A)	synovial membrane patient J_7 (normal controls)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	39	male		normal control	GSE55457	synovium	normal	normal	0.1566096152013162	0.2034435317845914	-0.0006560458171048	-0.3855075542697418	1.1433325308691344	-0.2156836467718628	0.3600531469859076	True	False	False	False
GSM1337313	Normal, synovial membrane patient J_12 (U133A)	synovial membrane patient J_12 (normal controls)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	36	male		normal control	GSE55457	synovium	normal	normal	-0.2277526131700876	-0.0272786632638826	0.8596073382920386	0.5317018087062803	1.787283432094281	0.7453770428288121	-0.2550312764339702	True	False	False	False
GSM1337314	Rheumatoid arthritis, synovial membrane patient EB_20 (U133A)	synovial membrane patient EB_20 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	75	male		rheumatoid arthritis	GSE55457	synovium	RA	RA	-0.1919641420776655	-0.1955333045860057	-0.0784066334610416	-0.0969563405554274	-0.0822406798601113	-0.0597237049654756	-0.3874974466636712	False	False	False	False
GSM1337315	Rheumatoid arthritis, synovial membrane patient EB_27 (U133A)	synovial membrane patient EB_27 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	79	female		rheumatoid arthritis	GSE55457	synovium	RA	RA	0.3384722341206583	-0.0751280696772622	-0.5361169769738491	-0.4266380132922956	-0.1644668555532344	-0.4101707651406381	0.2633441644433961	False	False	False	False
GSM1337316	Rheumatoid arthritis, synovial membrane patient EB_30 (U133A)	synovial membrane patient EB_30 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	63	female		rheumatoid arthritis	GSE55457	synovium	RA	RA	-0.3083750283175833	0.2496728778168672	-0.2848054767719361	-0.0166402386718332	-0.3495162474631788	-0.1681953487639255	-0.05870215050071609	False	False	False	False
GSM1337317	Rheumatoid arthritis, synovial membrane patient EB_35 (U133A)	synovial membrane patient EB_35 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	66	female		rheumatoid arthritis	GSE55457	synovium	RA	RA	-0.4853084901551841	-0.3016501726847642	-0.1354051996701455	-0.0300611424367665	-0.3123432986604431	-0.1208305827572695	-0.7869586628399483	False	False	False	False
GSM1337318	Rheumatoid arthritis, synovial membrane patient EB_40 (U133A)	synovial membrane patient EB_40 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	64	female		rheumatoid arthritis	GSE55457	synovium	RA	RA	0.27151385708037	-0.3120837025910846	-0.12608814429218	0.0300717979706344	-0.2223927795749034	0.0282995816015428	-0.040569845510714575	False	False	False	False
GSM1337319	Rheumatoid arthritis, synovial membrane patient EB_41 (U133A)	synovial membrane patient EB_41 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	63	female		rheumatoid arthritis	GSE55457	synovium	RA	RA	-0.0114378502461196	0.554874541479388	-0.2944119129551934	-0.1479074495851625	-0.1483448409823967	-0.2162965911682822	0.5434366912332683	False	False	False	False
GSM1337320	Rheumatoid arthritis, synovial membrane patient EB_56 (U133A)	synovial membrane patient EB_56 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	46	female		rheumatoid arthritis	GSE55457	synovium	RA	RA	-1.3475895329273735	-0.6210079992430753	-0.2957338484507751	-0.5170145442213773	-0.4535072741202519	-0.5328856779221057	-1.9685975321704487	False	False	False	False
GSM1337321	Rheumatoid arthritis, synovial membrane patient EB_74 (U133A)	synovial membrane patient EB_74 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	71	female		rheumatoid arthritis	GSE55457	synovium	RA	RA	-0.0947925035305696	0.1360114928556945	-0.3741532376348424	-0.4207496453220503	-0.4142682993784204	-0.4611049985312994	0.0412189893251249	False	False	False	False
GSM1337322	Rheumatoid arthritis, synovial membrane patient EB_108 (U133A)	synovial membrane patient EB_108 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	72	female		rheumatoid arthritis	GSE55457	synovium	RA	RA	0.1048227311055955	0.208939192970067	0.0840288444564514	0.114907423957355	0.0757496787370819	0.0864936317524953	0.3137619240756625	False	False	False	False
GSM1337323	Rheumatoid arthritis, synovial membrane patient EB_109 (U133A)	synovial membrane patient EB_109 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	2	female		rheumatoid arthritis	GSE55457	synovium	RA	RA	-0.3394826451127168	-0.0049804784323663	0.3015271408530769	0.1684686661536164	0.406757430106322	0.2129508819072241	-0.3444631235450831	False	False	False	False
GSM1337324	Rheumatoid arthritis, synovial membrane patient EB_110 (U133A)	synovial membrane patient EB_110 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	47	male		rheumatoid arthritis	GSE55457	synovium	RA	RA	0.7270879609279925	0.8920787183989763	-0.350649032109741	-0.4993052994599325	-0.1579901935530199	-0.3995677436241213	1.6191666793269688	False	False	False	False
GSM1337325	Rheumatoid arthritis, synovial membrane patient EB_124 (U133A)	synovial membrane patient EB_124 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	59	male		rheumatoid arthritis	GSE55457	synovium	RA	RA	-0.7446956015207739	-0.2489539354514957	0.316252070435733	0.1796175079318815	-0.0013795257316106	0.1540017887548997	-0.9936495369722695	False	False	False	False
GSM1337326	Rheumatoid arthritis, synovial membrane patient EB_141 (U133A)	synovial membrane patient EB_141 (rheumatoid arthritis)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	73	female		rheumatoid arthritis	GSE55457	synovium	RA	RA	0.2400077646887526	1.5291667161300984	0.5649192986657227	0.6754338115292257	0.5975920280632462	0.641565113927268	1.769174480818851	False	False	False	False
GSM1337327	Osteoarthritis, synovial membrane patient EB_21 (U133A)	synovial membrane patient EB_21 (osteoarthrisits)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	77	female		osteoarthritis	GSE55457	synovium	OA	OA	0.3591614954257603	-0.2372386092181835	-0.3469488723322395	0.0322478317419466	-0.2947643484530565	-0.0758537223881111	0.12192288620757682	True	False	False	False
GSM1337328	Osteoarthritis, synovial membrane patient EB_24 (U133A)	synovial membrane patient EB_24 (osteoarthrisits)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	71	female		osteoarthritis	GSE55457	synovium	OA	OA	-0.0998718689027008	-0.2081818139133813	-0.1234652681152016	0.0284498928108638	-0.4498517127239727	-0.0138797329026899	-0.30805368281608214	True	False	False	False
GSM1337329	Osteoarthritis, synovial membrane patient EB_54 (U133A)	synovial membrane patient EB_54 (osteoarthrisits)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	76	female		osteoarthritis	GSE55457	synovium	OA	OA	0.1597624916904662	-0.3107915315705341	-0.263777401020481	-0.238105555818045	-0.378189987174492	-0.2412918485057205	-0.15102903988006788	True	False	False	False
GSM1337330	Osteoarthritis, synovial membrane patient EB_90 (U133A)	synovial membrane patient EB_90 (osteoarthrisits)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	61	female		osteoarthritis	GSE55457	synovium	OA	OA	0.0226834724518804	-0.369673629921268	-0.2502110561015444	0.0263057911677806	-0.5192470666823075	-0.0730324911470957	-0.3469901574693876	True	False	False	False
GSM1337331	Osteoarthritis, synovial membrane patient EB_94 (U133A)	synovial membrane patient EB_94 (osteoarthrisits)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	75	female		osteoarthritis	GSE55457	synovium	OA	OA	0.1844965461759716	-0.5415975518286337	-0.92374480837369	-0.3964397716208611	-0.7196104593830641	-0.5449756715225927	-0.35710100565266206	True	False	False	False
GSM1337332	Osteoarthritis, synovial membrane patient EB_97 (U133A)	synovial membrane patient EB_97 (osteoarthrisits)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	78	male		osteoarthritis	GSE55457	synovium	OA	OA	0.1625954499256653	0.0956561081905351	-0.1300345494742344	-0.0595016054205355	-0.5630036066820864	-0.1599592334311531	0.2582515581162004	True	False	False	False
GSM1337333	Osteoarthritis, synovial membrane patient EB_99 (U133A)	synovial membrane patient EB_99 (osteoarthrisits)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	69	male		osteoarthritis	GSE55457	synovium	OA	OA	-0.1613642148101986	-0.7815062443409193	-0.352559810870477	-0.3496230416343076	-1.0584622196105646	-0.3500447542755692	-0.9428704591511179	True	False	False	False
GSM1337334	Osteoarthritis, synovial membrane patient EB_100 (U133A)	synovial membrane patient EB_100 (osteoarthrisits)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	71	female		osteoarthritis	GSE55457	synovium	OA	OA	0.5944999095958846	0.028651361197659	-0.2133366188359481	-0.0067325214811544	-0.3556377933926933	-0.1326201376671187	0.6231512707935436	True	False	False	False
GSM1337335	Osteoarthritis, synovial membrane patient EB_104 (U133A)	synovial membrane patient EB_104 (osteoarthrisits)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	80	female		osteoarthritis	GSE55457	synovium	OA	OA	1.4228542991849873	0.6212760212918806	-0.5916110202731606	-0.5672397439941309	-0.3397488441623108	-0.5514709306025316	2.044130320476868	True	False	False	False
GSM1337336	Osteoarthritis, synovial membrane patient EB_140 (U133A)	synovial membrane patient EB_140 (osteoarthrisits)	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation [Jena]	GPL96	66	female		osteoarthritis	GSE55457	synovium	OA	OA	0.447770815029555	0.0443158042107178	-0.124938898541233	-0.0934429176986175	-0.6341383374845392	-0.1109397073425643	0.4920866192402728	True	False	False	False
GSM2627518	001 arthroscopic partial meniscectomy	Knee meniscus	The Impact of Osteoarthritis on the Biology of the Meniscus:	GPL20844	37	Female	21.92		GSE98918	meniscus	APM	APM	-0.827717657837923	0.9546974820626952	0.1515964745558612	0.0231395731495611	0.1387134900353656	0.140454454382804	0.12697982422477228	False	False	True	False
GSM2627519	002 arthroscopic partial meniscectomy	Knee meniscus	The Impact of Osteoarthritis on the Biology of the Meniscus:	GPL20844	45	Male	28.84		GSE98918	meniscus	APM	APM	-0.0267449924962192	0.7180882038512444	0.4570654441357384	0.6875921064897682	0.2334568702219871	0.7052448887037441	0.6913432113550252	False	False	True	False
GSM2627520	003 arthroscopic partial meniscectomy	Knee meniscus	The Impact of Osteoarthritis on the Biology of the Meniscus:	GPL20844	62	Female	27.76		GSE98918	meniscus	APM	APM	-0.2439934910637413	0.8955086135347076	0.1619815670924075	0.2163503868549326	0.021020403522933	0.2438017477267385	0.6515151224709663	False	False	True	False
GSM2627521	004 arthroscopic partial meniscectomy	Knee meniscus	The Impact of Osteoarthritis on the Biology of the Meniscus:	GPL20844	58	Female	20.52		GSE98918	meniscus	APM	APM	0.468855845137945	0.5855069939364348	0.585880950996138	0.8204365905936664	-0.1087904333168772	0.7010432876479904	1.0543628390743798	False	False	True	False
GSM2627522	005 arthroscopic partial meniscectomy	Knee meniscus	The Impact of Osteoarthritis on the Biology of the Meniscus:	GPL20844	31	Female	24.27		GSE98918	meniscus	APM	APM	-1.4072396831553826	0.3751017026404123	-0.291568681376635	-0.2705802572751056	-0.0756460872168499	-0.2135959760467398	-1.0321379805149702	False	False	True	False
GSM2627523	007 arthroscopic partial meniscectomy	Knee meniscus	The Impact of Osteoarthritis on the Biology of the Meniscus:	GPL20844	53	Male	26.62		GSE98918	meniscus	APM	APM	0.7772398299146459	1.0138319397350677	0.6145861984219507	0.5823877019113886	0.1222111650728284	0.60630341000188	1.7910717696497136	False	False	True	False
GSM2627524	008 arthroscopic partial meniscectomy	Knee meniscus	The Impact of Osteoarthritis on the Biology of the Meniscus:	GPL20844	50	Male	28.48		GSE98918	meniscus	APM	APM	1.0467220621899398	1.1800541288331654	0.7826933881454631	0.8183385745080575	-0.0129575735777929	0.8077757830379599	2.226776191023105	False	False	True	False
GSM2627525	009 arthroscopic partial meniscectomy	Knee meniscus	The Impact of Osteoarthritis on the Biology of the Meniscus:	GPL20844	65	Female	27.07		GSE98918	meniscus	APM	APM	0.052555392974763	0.0492370961555102	-0.2539339928735721	-0.0252069686005559	-0.5807888265035467	-0.0700762088071276	0.1017924891302732	False	False	True	False
GSM2627526	010 arthroscopic partial meniscectomy	Knee meniscus	The Impact of Osteoarthritis on the Biology of the Meniscus:	GPL20844	53	Male	31.99		GSE98918	meniscus	APM	APM	-0.921058573475712	0.0803662328893402	-0.3816555476322111	-0.2527800682088714	-0.4223994322713281	-0.2352405010718412	-0.8406923405863718	False	False	True	False
GSM2627527	011 arthroscopic partial meniscectomy	Knee meniscus	The Impact of Osteoarthritis on the Biology of the Meniscus:	GPL20844	43	Male	34.43		GSE98918	meniscus	APM	APM	0.8985066615211197	1.1155284748336858	1.24710003801638	1.314046381642911	0.4289517012670386	1.2738809679598553	2.0140351363548055	False	False	True	False
