reference_name	dataset_id	sample_id	tissue	condition	subtype_id	subtype_label	state	fraction	n_genes_used	reconstruction_rmse
HRA001986_chondrocyte	GSE114007	OA_Cart_8_5	cartilage	OA	S1	ECM_fibrotic_high	Ch_3_PRG4	0.0	406	1.9300441055737534
HRA001986_chondrocyte	GSE114007	OA_Cart_8_5	cartilage	OA	S1	ECM_fibrotic_high	Ch_4_CFD	0.0	406	1.9300441055737534
HRA001986_chondrocyte	GSE114007	OA_Cart_8_5	cartilage	OA	S1	ECM_fibrotic_high	Ch_5_cycling	0.23842636530429012	406	1.9300441055737534
HRA001986_chondrocyte	GSE114007	OA_Cart_8_5	cartilage	OA	S1	ECM_fibrotic_high	PCL_1	0.0	406	1.9300441055737534
HRA001986_chondrocyte	GSE114007	OA_Cart_8_5	cartilage	OA	S1	ECM_fibrotic_high	PCL_2	0.0	406	1.9300441055737534
HRA001986_chondrocyte	GSE114007	OA_Cart_9_6	cartilage	OA	S2	mixed_low	Ch_1_CHAD	0.0	406	1.9121684225380724
HRA001986_chondrocyte	GSE114007	OA_Cart_9_6	cartilage	OA	S2	mixed_low	Ch_2_FNDC1	0.7269199723093305	406	1.9121684225380724
HRA001986_chondrocyte	GSE114007	OA_Cart_9_6	cartilage	OA	S2	mixed_low	Ch_3_PRG4	0.27308002769066936	406	1.9121684225380724
HRA001986_chondrocyte	GSE114007	OA_Cart_9_6	cartilage	OA	S2	mixed_low	Ch_4_CFD	0.0	406	1.9121684225380724
HRA001986_chondrocyte	GSE114007	OA_Cart_9_6	cartilage	OA	S2	mixed_low	Ch_5_cycling	0.0	406	1.9121684225380724
HRA001986_chondrocyte	GSE114007	OA_Cart_9_6	cartilage	OA	S2	mixed_low	PCL_1	0.0	406	1.9121684225380724
HRA001986_chondrocyte	GSE114007	OA_Cart_9_6	cartilage	OA	S2	mixed_low	PCL_2	0.0	406	1.9121684225380724
HRA001986_chondrocyte	GSE114007	OA_01	cartilage	OA	S1	ECM_fibrotic_high	Ch_1_CHAD	0.0	406	1.8577187336307344
HRA001986_chondrocyte	GSE114007	OA_01	cartilage	OA	S1	ECM_fibrotic_high	Ch_2_FNDC1	0.048431250679967466	406	1.8577187336307344
HRA001986_chondrocyte	GSE114007	OA_01	cartilage	OA	S1	ECM_fibrotic_high	Ch_3_PRG4	0.0	406	1.8577187336307344
HRA001986_chondrocyte	GSE114007	OA_01	cartilage	OA	S1	ECM_fibrotic_high	Ch_4_CFD	0.0	406	1.8577187336307344
HRA001986_chondrocyte	GSE114007	OA_01	cartilage	OA	S1	ECM_fibrotic_high	Ch_5_cycling	0.9515687493200327	406	1.8577187336307344
HRA001986_chondrocyte	GSE114007	OA_01	cartilage	OA	S1	ECM_fibrotic_high	PCL_1	0.0	406	1.8577187336307344
HRA001986_chondrocyte	GSE114007	OA_01	cartilage	OA	S1	ECM_fibrotic_high	PCL_2	0.0	406	1.8577187336307344
HRA001986_chondrocyte	GSE114007	OA_02	cartilage	OA	S2	mixed_low	Ch_1_CHAD	0.0	406	1.8105705060019213
HRA001986_chondrocyte	GSE114007	OA_02	cartilage	OA	S2	mixed_low	Ch_2_FNDC1	0.6993611757576521	406	1.8105705060019213
HRA001986_chondrocyte	GSE114007	OA_02	cartilage	OA	S2	mixed_low	Ch_3_PRG4	0.0	406	1.8105705060019213
HRA001986_chondrocyte	GSE114007	OA_02	cartilage	OA	S2	mixed_low	Ch_4_CFD	0.0	406	1.8105705060019213
HRA001986_chondrocyte	GSE114007	OA_02	cartilage	OA	S2	mixed_low	Ch_5_cycling	0.3006388242423478	406	1.8105705060019213
HRA001986_chondrocyte	GSE114007	OA_02	cartilage	OA	S2	mixed_low	PCL_1	0.0	406	1.8105705060019213
HRA001986_chondrocyte	GSE114007	OA_02	cartilage	OA	S2	mixed_low	PCL_2	0.0	406	1.8105705060019213
HRA001986_chondrocyte	GSE114007	OA_03	cartilage	OA	S2	mixed_low	Ch_1_CHAD	0.0	406	1.7949027165814258
HRA001986_chondrocyte	GSE114007	OA_03	cartilage	OA	S2	mixed_low	Ch_2_FNDC1	0.7815029757555697	406	1.7949027165814258
HRA001986_chondrocyte	GSE114007	OA_03	cartilage	OA	S2	mixed_low	Ch_3_PRG4	0.0	406	1.7949027165814258
HRA001986_chondrocyte	GSE114007	OA_03	cartilage	OA	S2	mixed_low	Ch_4_CFD	0.0	406	1.7949027165814258
HRA001986_chondrocyte	GSE114007	OA_03	cartilage	OA	S2	mixed_low	Ch_5_cycling	0.21849702424443032	406	1.7949027165814258
HRA001986_chondrocyte	GSE114007	OA_03	cartilage	OA	S2	mixed_low	PCL_1	0.0	406	1.7949027165814258
HRA001986_chondrocyte	GSE114007	OA_03	cartilage	OA	S2	mixed_low	PCL_2	0.0	406	1.7949027165814258
HRA001986_chondrocyte	GSE114007	OA_04	cartilage	OA	S2	mixed_low	Ch_1_CHAD	0.0	406	1.8274304167655224
HRA001986_chondrocyte	GSE114007	OA_04	cartilage	OA	S2	mixed_low	Ch_2_FNDC1	0.6629430028824587	406	1.8274304167655224
HRA001986_chondrocyte	GSE114007	OA_04	cartilage	OA	S2	mixed_low	Ch_3_PRG4	0.0	406	1.8274304167655224
HRA001986_chondrocyte	GSE114007	OA_04	cartilage	OA	S2	mixed_low	Ch_4_CFD	0.0	406	1.8274304167655224
HRA001986_chondrocyte	GSE114007	OA_04	cartilage	OA	S2	mixed_low	Ch_5_cycling	0.33705699711754133	406	1.8274304167655224
HRA001986_chondrocyte	GSE114007	OA_04	cartilage	OA	S2	mixed_low	PCL_1	0.0	406	1.8274304167655224
HRA001986_chondrocyte	GSE114007	OA_04	cartilage	OA	S2	mixed_low	PCL_2	0.0	406	1.8274304167655224
HRA001986_chondrocyte	GSE114007	OA_05	cartilage	OA	S1	ECM_fibrotic_high	Ch_1_CHAD	0.0	406	1.8707218759927582
HRA001986_chondrocyte	GSE114007	OA_05	cartilage	OA	S1	ECM_fibrotic_high	Ch_2_FNDC1	0.48081303134881115	406	1.8707218759927582
HRA001986_chondrocyte	GSE114007	OA_05	cartilage	OA	S1	ECM_fibrotic_high	Ch_3_PRG4	0.0	406	1.8707218759927582
HRA001986_chondrocyte	GSE114007	OA_05	cartilage	OA	S1	ECM_fibrotic_high	Ch_4_CFD	0.0	406	1.8707218759927582
HRA001986_chondrocyte	GSE114007	OA_05	cartilage	OA	S1	ECM_fibrotic_high	Ch_5_cycling	0.5191869686511887	406	1.8707218759927582
HRA001986_chondrocyte	GSE114007	OA_05	cartilage	OA	S1	ECM_fibrotic_high	PCL_1	0.0	406	1.8707218759927582
HRA001986_chondrocyte	GSE114007	OA_05	cartilage	OA	S1	ECM_fibrotic_high	PCL_2	0.0	406	1.8707218759927582
HRA001986_chondrocyte	GSE114007	OA_06	cartilage	OA	S2	mixed_low	Ch_1_CHAD	0.0	406	1.8884267879998073
HRA001986_chondrocyte	GSE114007	OA_06	cartilage	OA	S2	mixed_low	Ch_2_FNDC1	0.5564526045816321	406	1.8884267879998073
HRA001986_chondrocyte	GSE114007	OA_06	cartilage	OA	S2	mixed_low	Ch_3_PRG4	0.31321832564066504	406	1.8884267879998073
HRA001986_chondrocyte	GSE114007	OA_06	cartilage	OA	S2	mixed_low	Ch_4_CFD	0.0	406	1.8884267879998073
HRA001986_chondrocyte	GSE114007	OA_06	cartilage	OA	S2	mixed_low	Ch_5_cycling	0.1303290697777029	406	1.8884267879998073
HRA001986_chondrocyte	GSE114007	OA_06	cartilage	OA	S2	mixed_low	PCL_1	0.0	406	1.8884267879998073
HRA001986_chondrocyte	GSE114007	OA_06	cartilage	OA	S2	mixed_low	PCL_2	0.0	406	1.8884267879998073
HRA001986_chondrocyte	GSE114007	OA_07	cartilage	OA	S2	mixed_low	Ch_1_CHAD	0.0	406	1.8904634985870248
HRA001986_chondrocyte	GSE114007	OA_07	cartilage	OA	S2	mixed_low	Ch_2_FNDC1	0.9820312090099019	406	1.8904634985870248
HRA001986_chondrocyte	GSE114007	OA_07	cartilage	OA	S2	mixed_low	Ch_3_PRG4	0.0	406	1.8904634985870248
HRA001986_chondrocyte	GSE114007	OA_07	cartilage	OA	S2	mixed_low	Ch_4_CFD	0.0	406	1.8904634985870248
HRA001986_chondrocyte	GSE114007	OA_07	cartilage	OA	S2	mixed_low	Ch_5_cycling	0.017968790990097953	406	1.8904634985870248
HRA001986_chondrocyte	GSE114007	OA_07	cartilage	OA	S2	mixed_low	PCL_1	0.0	406	1.8904634985870248
HRA001986_chondrocyte	GSE114007	OA_07	cartilage	OA	S2	mixed_low	PCL_2	0.0	406	1.8904634985870248
HRA001986_chondrocyte	GSE114007	OA_08	cartilage	OA	S2	mixed_low	Ch_1_CHAD	0.0	406	1.841747597494146
HRA001986_chondrocyte	GSE114007	OA_08	cartilage	OA	S2	mixed_low	Ch_2_FNDC1	0.5427458743778856	406	1.841747597494146
HRA001986_chondrocyte	GSE114007	OA_08	cartilage	OA	S2	mixed_low	Ch_3_PRG4	0.3189389712376425	406	1.841747597494146
HRA001986_chondrocyte	GSE114007	OA_08	cartilage	OA	S2	mixed_low	Ch_4_CFD	0.0	406	1.841747597494146
HRA001986_chondrocyte	GSE114007	OA_08	cartilage	OA	S2	mixed_low	Ch_5_cycling	0.13831515438447198	406	1.841747597494146
HRA001986_chondrocyte	GSE114007	OA_08	cartilage	OA	S2	mixed_low	PCL_1	0.0	406	1.841747597494146
HRA001986_chondrocyte	GSE114007	OA_08	cartilage	OA	S2	mixed_low	PCL_2	0.0	406	1.841747597494146
HRA001986_chondrocyte	GSE114007	OA_09	cartilage	OA	S2	mixed_low	Ch_1_CHAD	0.0	406	1.818469036269639
HRA001986_chondrocyte	GSE114007	OA_09	cartilage	OA	S2	mixed_low	Ch_2_FNDC1	0.76043121832368	406	1.818469036269639
HRA001986_chondrocyte	GSE114007	OA_09	cartilage	OA	S2	mixed_low	Ch_3_PRG4	0.0	406	1.818469036269639
HRA001986_chondrocyte	GSE114007	OA_09	cartilage	OA	S2	mixed_low	Ch_4_CFD	0.0	406	1.818469036269639
HRA001986_chondrocyte	GSE114007	OA_09	cartilage	OA	S2	mixed_low	Ch_5_cycling	0.23956878167632	406	1.818469036269639
HRA001986_chondrocyte	GSE114007	OA_09	cartilage	OA	S2	mixed_low	PCL_1	0.0	406	1.818469036269639
HRA001986_chondrocyte	GSE114007	OA_09	cartilage	OA	S2	mixed_low	PCL_2	0.0	406	1.818469036269639
HRA001986_chondrocyte	GSE114007	OA_10	cartilage	OA	S1	ECM_fibrotic_high	Ch_1_CHAD	0.0	406	1.865666927137282
HRA001986_chondrocyte	GSE114007	OA_10	cartilage	OA	S1	ECM_fibrotic_high	Ch_2_FNDC1	0.44117269636475775	406	1.865666927137282
HRA001986_chondrocyte	GSE114007	OA_10	cartilage	OA	S1	ECM_fibrotic_high	Ch_3_PRG4	0.0	406	1.865666927137282
HRA001986_chondrocyte	GSE114007	OA_10	cartilage	OA	S1	ECM_fibrotic_high	Ch_4_CFD	0.0	406	1.865666927137282
HRA001986_chondrocyte	GSE114007	OA_10	cartilage	OA	S1	ECM_fibrotic_high	Ch_5_cycling	0.5588273036352422	406	1.865666927137282
HRA001986_chondrocyte	GSE114007	OA_10	cartilage	OA	S1	ECM_fibrotic_high	PCL_1	0.0	406	1.865666927137282
HRA001986_chondrocyte	GSE114007	OA_10	cartilage	OA	S1	ECM_fibrotic_high	PCL_2	0.0	406	1.865666927137282
GSE220243_broad	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	endothelial	0.17746086129799962	408	1.1394251873619912
GSE220243_broad	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.11174286062572265	408	1.1394251873619912
GSE220243_broad	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	immune_myeloid	0.14931902302610361	408	1.1394251873619912
GSE220243_broad	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	inflammatory_like	0.09246100471680863	408	1.1394251873619912
GSE220243_broad	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.10149615840220212	408	1.1394251873619912
GSE220243_broad	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.07355807336324839	408	1.1394251873619912
GSE220243_broad	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	t_nk	0.29396201856791493	408	1.1394251873619912
GSE220243_broad	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	endothelial	0.17543284565559053	408	1.1523448844223678
GSE220243_broad	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.10588206741079294	408	1.1523448844223678
GSE220243_broad	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	immune_myeloid	0.15662495360124337	408	1.1523448844223678
GSE220243_broad	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	inflammatory_like	0.09748528430368004	408	1.1523448844223678
GSE220243_broad	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.09820607651183998	408	1.1523448844223678
GSE220243_broad	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.08326690607880524	408	1.1523448844223678
GSE220243_broad	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	t_nk	0.2831018664380479	408	1.1523448844223678
GSE220243_broad	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	endothelial	0.18262019302925342	408	1.1053583406485248
GSE220243_broad	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	fibrochondrocyte_core	0.11119287025366882	408	1.1053583406485248
GSE220243_broad	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	immune_myeloid	0.14819025222796106	408	1.1053583406485248
GSE220243_broad	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	inflammatory_like	0.0937037495242118	408	1.1053583406485248
GSE220243_broad	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	mural_smooth_muscle	0.10232721240768461	408	1.1053583406485248
GSE220243_broad	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	outer_fibrous_like	0.06504321338896994	408	1.1053583406485248
GSE220243_broad	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	t_nk	0.2969225091682502	408	1.1053583406485248
GSE220243_broad	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	endothelial	0.1818939536264469	408	1.0789442462728542
GSE220243_broad	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	fibrochondrocyte_core	0.09720706798804449	408	1.0789442462728542
GSE220243_broad	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	immune_myeloid	0.15144025969689504	408	1.0789442462728542
GSE220243_broad	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	inflammatory_like	0.1044025584926949	408	1.0789442462728542
GSE220243_broad	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	mural_smooth_muscle	0.10002382639768807	408	1.0789442462728542
GSE220243_broad	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	outer_fibrous_like	0.07054373128469113	408	1.0789442462728542
GSE220243_broad	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	t_nk	0.2944886025135394	408	1.0789442462728542
GSE220243_broad	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	endothelial	0.1800390997433735	408	1.11547489791227
GSE220243_broad	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	fibrochondrocyte_core	0.0954772577209824	408	1.11547489791227
GSE220243_broad	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	immune_myeloid	0.15897907608091252	408	1.11547489791227
GSE220243_broad	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	inflammatory_like	0.09987009621360475	408	1.11547489791227
GSE220243_broad	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	mural_smooth_muscle	0.09643312056281597	408	1.11547489791227
GSE220243_broad	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	outer_fibrous_like	0.08046492025763372	408	1.11547489791227
GSE220243_broad	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	t_nk	0.28873642942067723	408	1.11547489791227
GSE220243_broad	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	endothelial	0.17856198713755753	408	1.1231886236557196
GSE220243_broad	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.09668471972335702	408	1.1231886236557196
GSE220243_broad	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	immune_myeloid	0.16135050693324307	408	1.1231886236557196
GSE220243_broad	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	inflammatory_like	0.10081886407188824	408	1.1231886236557196
GSE220243_broad	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.09622786441280735	408	1.1231886236557196
GSE220243_broad	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.0839312054541868	408	1.1231886236557196
GSE220243_broad	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	t_nk	0.2824248522669599	408	1.1231886236557196
GSE220243_broad	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	endothelial	0.17866726115535742	408	1.1182646822045323
GSE220243_broad	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	fibrochondrocyte_core	0.08004477307756137	408	1.1182646822045323
GSE220243_broad	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	immune_myeloid	0.15700079259688687	408	1.1182646822045323
GSE220243_broad	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	inflammatory_like	0.10723686247206805	408	1.1182646822045323
GSE220243_broad	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	mural_smooth_muscle	0.09946978577858978	408	1.1182646822045323
GSE220243_broad	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	outer_fibrous_like	0.08597844850507609	408	1.1182646822045323
GSE220243_broad	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	t_nk	0.2916020764144605	408	1.1182646822045323
GSE220243_broad	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	endothelial	0.17995299331255826	408	1.1196900100224791
GSE220243_broad	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	fibrochondrocyte_core	0.0783636925274782	408	1.1196900100224791
GSE220243_broad	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	immune_myeloid	0.15653198704350713	408	1.1196900100224791
GSE220243_broad	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	inflammatory_like	0.10721902557821535	408	1.1196900100224791
GSE220243_broad	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	mural_smooth_muscle	0.10077770049347706	408	1.1196900100224791
GSE220243_broad	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	outer_fibrous_like	0.0874748042798523	408	1.1196900100224791
GSE220243_broad	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	t_nk	0.2896797967649117	408	1.1196900100224791
GSE220243_broad	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	endothelial	0.1835306082871237	408	1.0952881037297677
GSE220243_broad	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	fibrochondrocyte_core	0.09949486443733863	408	1.0952881037297677
GSE220243_broad	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	immune_myeloid	0.1526771939700871	408	1.0952881037297677
GSE220243_broad	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	inflammatory_like	0.09855138243507507	408	1.0952881037297677
GSE220243_broad	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	mural_smooth_muscle	0.10231120454682582	408	1.0952881037297677
GSE220243_broad	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	outer_fibrous_like	0.07520350434655	408	1.0952881037297677
GSE220243_broad	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	t_nk	0.28823124197699973	408	1.0952881037297677
GSE220243_broad	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	endothelial	0.17359902333429278	408	1.0757442121295586
GSE220243_broad	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	fibrochondrocyte_core	0.11029980985454257	408	1.0757442121295586
GSE220243_broad	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	immune_myeloid	0.14849621171072291	408	1.0757442121295586
GSE220243_broad	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	inflammatory_like	0.10200049809570189	408	1.0757442121295586
GSE220243_broad	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	mural_smooth_muscle	0.09699497535718114	408	1.0757442121295586
GSE220243_broad	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	outer_fibrous_like	0.07608424676609227	408	1.0757442121295586
GSE220243_broad	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	t_nk	0.2925252348814664	408	1.0757442121295586
GSE220243_broad	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	endothelial	0.17612978246489677	408	1.1409555420887039
GSE220243_broad	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.1183291733268515	408	1.1409555420887039
GSE220243_broad	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	immune_myeloid	0.14881492803926702	408	1.1409555420887039
GSE220243_broad	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	inflammatory_like	0.09332739575061653	408	1.1409555420887039
GSE220243_broad	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.10282610456870113	408	1.1409555420887039
GSE220243_broad	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.06820109880333249	408	1.1409555420887039
GSE220243_broad	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	t_nk	0.2923715170463345	408	1.1409555420887039
GSE220243_broad	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	endothelial	0.16976569025314112	408	1.0878645935173337
GSE220243_broad	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	fibrochondrocyte_core	0.11756553483682744	408	1.0878645935173337
GSE220243_broad	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	immune_myeloid	0.14693146264295903	408	1.0878645935173337
GSE220243_broad	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	inflammatory_like	0.09858918197666805	408	1.0878645935173337
GSE220243_broad	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	mural_smooth_muscle	0.09711102457313206	408	1.0878645935173337
GSE220243_broad	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	outer_fibrous_like	0.08032034675259225	408	1.0878645935173337
GSE220243_broad	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	t_nk	0.28971675896468	408	1.0878645935173337
HRA001986_chondrocyte	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	Ch_1_CHAD	0.12061760959217256	407	1.2634869366186385
HRA001986_chondrocyte	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	Ch_2_FNDC1	0.0	407	1.2634869366186385
HRA001986_chondrocyte	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	Ch_3_PRG4	0.11036582099528609	407	1.2634869366186385
HRA001986_chondrocyte	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	Ch_4_CFD	0.13093404817755303	407	1.2634869366186385
HRA001986_chondrocyte	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	Ch_5_cycling	0.26768064478360926	407	1.2634869366186385
HRA001986_chondrocyte	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	PCL_1	0.23588096481416065	407	1.2634869366186385
HRA001986_chondrocyte	GSE98918	GSM2627530	meniscus	OA	S1	ECM_fibrotic_high	PCL_2	0.13452091163721838	407	1.2634869366186385
HRA001986_chondrocyte	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	Ch_1_CHAD	0.11241518191672967	407	1.289020051220163
HRA001986_chondrocyte	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	Ch_2_FNDC1	0.0	407	1.289020051220163
HRA001986_chondrocyte	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	Ch_3_PRG4	0.12168916301629265	407	1.289020051220163
HRA001986_chondrocyte	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	Ch_4_CFD	0.1335050798340269	407	1.289020051220163
HRA001986_chondrocyte	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	Ch_5_cycling	0.261698180723656	407	1.289020051220163
HRA001986_chondrocyte	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	PCL_1	0.23129884823395855	407	1.289020051220163
HRA001986_chondrocyte	GSE98918	GSM2627531	meniscus	OA	S1	ECM_fibrotic_high	PCL_2	0.13939354627533615	407	1.289020051220163
HRA001986_chondrocyte	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	Ch_1_CHAD	0.11492338330518653	407	1.2272132023703737
HRA001986_chondrocyte	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	Ch_2_FNDC1	0.0	407	1.2272132023703737
HRA001986_chondrocyte	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	Ch_3_PRG4	0.11966771264228429	407	1.2272132023703737
HRA001986_chondrocyte	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	Ch_4_CFD	0.11987882506533211	407	1.2272132023703737
HRA001986_chondrocyte	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	Ch_5_cycling	0.2635817041794041	407	1.2272132023703737
HRA001986_chondrocyte	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	PCL_1	0.24553071418582922	407	1.2272132023703737
HRA001986_chondrocyte	GSE98918	GSM2627532	meniscus	OA	S2	mixed_low	PCL_2	0.1364176606219638	407	1.2272132023703737
HRA001986_chondrocyte	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	Ch_1_CHAD	0.11783532415933606	407	1.2195049249008965
HRA001986_chondrocyte	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	Ch_2_FNDC1	0.0	407	1.2195049249008965
HRA001986_chondrocyte	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	Ch_3_PRG4	0.11487481108932607	407	1.2195049249008965
HRA001986_chondrocyte	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	Ch_4_CFD	0.12605878037628274	407	1.2195049249008965
HRA001986_chondrocyte	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	Ch_5_cycling	0.2656412920872543	407	1.2195049249008965
HRA001986_chondrocyte	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	PCL_1	0.235354208866711	407	1.2195049249008965
HRA001986_chondrocyte	GSE98918	GSM2627533	meniscus	OA	S2	mixed_low	PCL_2	0.1402355834210898	407	1.2195049249008965
HRA001986_chondrocyte	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	Ch_1_CHAD	0.09868236434949178	407	1.251815620210048
HRA001986_chondrocyte	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	Ch_2_FNDC1	0.0	407	1.251815620210048
HRA001986_chondrocyte	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	Ch_3_PRG4	0.12676481786815702	407	1.251815620210048
HRA001986_chondrocyte	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	Ch_4_CFD	0.13149713525030426	407	1.251815620210048
