reference_name	dataset_id	sample_id	tissue	condition	subtype_id	subtype_label	state	fraction	n_genes_used	reconstruction_rmse
HRA001986_chondrocyte	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	Ch_5_cycling	0.2688471813427464	407	1.251815620210048
HRA001986_chondrocyte	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	PCL_1	0.24112220476760027	407	1.251815620210048
HRA001986_chondrocyte	GSE98918	GSM2627534	meniscus	OA	S2	mixed_low	PCL_2	0.1330862964217003	407	1.251815620210048
HRA001986_chondrocyte	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	Ch_1_CHAD	0.10164464738846454	407	1.2621746062302361
HRA001986_chondrocyte	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	Ch_2_FNDC1	0.0	407	1.2621746062302361
HRA001986_chondrocyte	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	Ch_3_PRG4	0.12935066010474983	407	1.2621746062302361
HRA001986_chondrocyte	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	Ch_4_CFD	0.12892464073497722	407	1.2621746062302361
HRA001986_chondrocyte	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	Ch_5_cycling	0.262701531023852	407	1.2621746062302361
HRA001986_chondrocyte	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	PCL_1	0.24735254569204077	407	1.2621746062302361
HRA001986_chondrocyte	GSE98918	GSM2627535	meniscus	OA	S1	ECM_fibrotic_high	PCL_2	0.1300259750559157	407	1.2621746062302361
HRA001986_chondrocyte	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	Ch_1_CHAD	0.10802130801714611	407	1.25607992762695
HRA001986_chondrocyte	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	Ch_2_FNDC1	0.0	407	1.25607992762695
HRA001986_chondrocyte	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	Ch_3_PRG4	0.1050652263226448	407	1.25607992762695
HRA001986_chondrocyte	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	Ch_4_CFD	0.14747470256308196	407	1.25607992762695
HRA001986_chondrocyte	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	Ch_5_cycling	0.2649473314979694	407	1.25607992762695
HRA001986_chondrocyte	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	PCL_1	0.24290973311314903	407	1.25607992762695
HRA001986_chondrocyte	GSE98918	GSM2627536	meniscus	OA	S2	mixed_low	PCL_2	0.13158169848600876	407	1.25607992762695
HRA001986_chondrocyte	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	Ch_1_CHAD	0.10864648915868678	407	1.2533620566194827
HRA001986_chondrocyte	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	Ch_2_FNDC1	0.0	407	1.2533620566194827
HRA001986_chondrocyte	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	Ch_3_PRG4	0.10585331195375206	407	1.2533620566194827
HRA001986_chondrocyte	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	Ch_4_CFD	0.14844663341033212	407	1.2533620566194827
HRA001986_chondrocyte	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	Ch_5_cycling	0.2613353177799456	407	1.2533620566194827
HRA001986_chondrocyte	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	PCL_1	0.23906418673700106	407	1.2533620566194827
HRA001986_chondrocyte	GSE98918	GSM2627537	meniscus	OA	S2	mixed_low	PCL_2	0.13665406096028238	407	1.2533620566194827
HRA001986_chondrocyte	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	Ch_1_CHAD	0.10509826409416008	407	1.230910624320107
HRA001986_chondrocyte	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	Ch_2_FNDC1	0.0	407	1.230910624320107
HRA001986_chondrocyte	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	Ch_3_PRG4	0.11570524292675961	407	1.230910624320107
HRA001986_chondrocyte	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	Ch_4_CFD	0.1355403039677759	407	1.230910624320107
HRA001986_chondrocyte	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	Ch_5_cycling	0.2627016930339123	407	1.230910624320107
HRA001986_chondrocyte	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	PCL_1	0.24297039387414396	407	1.230910624320107
HRA001986_chondrocyte	GSE98918	GSM2627538	meniscus	OA	S2	mixed_low	PCL_2	0.13798410210324835	407	1.230910624320107
HRA001986_chondrocyte	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	Ch_1_CHAD	0.1184715278231139	407	1.2204648237398101
HRA001986_chondrocyte	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	Ch_2_FNDC1	0.0	407	1.2204648237398101
HRA001986_chondrocyte	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	Ch_3_PRG4	0.1280218322917145	407	1.2204648237398101
HRA001986_chondrocyte	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	Ch_4_CFD	0.12254762959630267	407	1.2204648237398101
HRA001986_chondrocyte	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	Ch_5_cycling	0.2669739098030035	407	1.2204648237398101
HRA001986_chondrocyte	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	PCL_1	0.22614883355606022	407	1.2204648237398101
HRA001986_chondrocyte	GSE98918	GSM2627539	meniscus	OA	S2	mixed_low	PCL_2	0.13783626692980522	407	1.2204648237398101
HRA001986_chondrocyte	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	Ch_1_CHAD	0.12253398444625374	407	1.267640059682685
HRA001986_chondrocyte	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	Ch_2_FNDC1	0.0	407	1.267640059682685
HRA001986_chondrocyte	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	Ch_3_PRG4	0.12027633418789921	407	1.267640059682685
HRA001986_chondrocyte	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	Ch_4_CFD	0.11718198304954898	407	1.267640059682685
HRA001986_chondrocyte	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	Ch_5_cycling	0.2613880682709757	407	1.267640059682685
HRA001986_chondrocyte	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	PCL_1	0.24151893083328663	407	1.267640059682685
HRA001986_chondrocyte	GSE98918	GSM2627540	meniscus	OA	S1	ECM_fibrotic_high	PCL_2	0.13710069921203566	407	1.267640059682685
HRA001986_chondrocyte	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	Ch_1_CHAD	0.12223452305391262	407	1.2263056392519542
HRA001986_chondrocyte	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	Ch_2_FNDC1	0.0	407	1.2263056392519542
HRA001986_chondrocyte	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	Ch_3_PRG4	0.12913008356109826	407	1.2263056392519542
HRA001986_chondrocyte	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	Ch_4_CFD	0.12324298637466898	407	1.2263056392519542
HRA001986_chondrocyte	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	Ch_5_cycling	0.26673235680658935	407	1.2263056392519542
HRA001986_chondrocyte	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	PCL_1	0.22127259468606225	407	1.2263056392519542
HRA001986_chondrocyte	GSE98918	GSM2627541	meniscus	OA	S2	mixed_low	PCL_2	0.13738745551766857	407	1.2263056392519542
GSE220243_broad	GSE55235	GSM1332211	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.1656059706254688	372	1.0913275181531894
GSE220243_broad	GSE55235	GSM1332211	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.075442138163761	372	1.0913275181531894
GSE220243_broad	GSE55235	GSM1332211	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.18343074500363682	372	1.0913275181531894
GSE220243_broad	GSE55235	GSM1332211	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.10204319103829178	372	1.0913275181531894
GSE220243_broad	GSE55235	GSM1332211	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.09293991907642966	372	1.0913275181531894
GSE220243_broad	GSE55235	GSM1332211	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.11476544511598338	372	1.0913275181531894
GSE220243_broad	GSE55235	GSM1332211	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.26577259097642847	372	1.0913275181531894
GSE220243_broad	GSE55235	GSM1332212	synovium	OA	S2	mixed_low	endothelial	0.1361712438870648	372	1.066699616381204
GSE220243_broad	GSE55235	GSM1332212	synovium	OA	S2	mixed_low	fibrochondrocyte_core	0.05465804392601509	372	1.066699616381204
GSE220243_broad	GSE55235	GSM1332212	synovium	OA	S2	mixed_low	immune_myeloid	0.20131080962366932	372	1.066699616381204
GSE220243_broad	GSE55235	GSM1332212	synovium	OA	S2	mixed_low	inflammatory_like	0.13076876955811842	372	1.066699616381204
GSE220243_broad	GSE55235	GSM1332212	synovium	OA	S2	mixed_low	mural_smooth_muscle	0.0738450158363939	372	1.066699616381204
GSE220243_broad	GSE55235	GSM1332212	synovium	OA	S2	mixed_low	outer_fibrous_like	0.12398203118089308	372	1.066699616381204
GSE220243_broad	GSE55235	GSM1332212	synovium	OA	S2	mixed_low	t_nk	0.2792640859878453	372	1.066699616381204
GSE220243_broad	GSE55235	GSM1332213	synovium	OA	S2	mixed_low	endothelial	0.14046028580506348	372	1.0454718606861322
GSE220243_broad	GSE55235	GSM1332213	synovium	OA	S2	mixed_low	fibrochondrocyte_core	0.05536702517260823	372	1.0454718606861322
GSE220243_broad	GSE55235	GSM1332213	synovium	OA	S2	mixed_low	immune_myeloid	0.19410263681408682	372	1.0454718606861322
GSE220243_broad	GSE55235	GSM1332213	synovium	OA	S2	mixed_low	inflammatory_like	0.14151118655261372	372	1.0454718606861322
GSE220243_broad	GSE55235	GSM1332213	synovium	OA	S2	mixed_low	mural_smooth_muscle	0.07810495067412847	372	1.0454718606861322
GSE220243_broad	GSE55235	GSM1332213	synovium	OA	S2	mixed_low	outer_fibrous_like	0.11836402450565635	372	1.0454718606861322
GSE220243_broad	GSE55235	GSM1332213	synovium	OA	S2	mixed_low	t_nk	0.272089890475843	372	1.0454718606861322
GSE220243_broad	GSE55235	GSM1332214	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.15963012502453294	372	1.093817217829968
GSE220243_broad	GSE55235	GSM1332214	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.06587762339838799	372	1.093817217829968
GSE220243_broad	GSE55235	GSM1332214	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.1821710827108999	372	1.093817217829968
GSE220243_broad	GSE55235	GSM1332214	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.11568503684752374	372	1.093817217829968
GSE220243_broad	GSE55235	GSM1332214	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.09985547076676354	372	1.093817217829968
GSE220243_broad	GSE55235	GSM1332214	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.11570676902512601	372	1.093817217829968
GSE220243_broad	GSE55235	GSM1332214	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.2610738922267658	372	1.093817217829968
GSE220243_broad	GSE55235	GSM1332215	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.13217120636647672	372	1.071230970584477
GSE220243_broad	GSE55235	GSM1332215	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.06260828393346234	372	1.071230970584477
GSE220243_broad	GSE55235	GSM1332215	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.2013623819730474	372	1.071230970584477
GSE220243_broad	GSE55235	GSM1332215	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.12747115949217783	372	1.071230970584477
GSE220243_broad	GSE55235	GSM1332215	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.07252509634059426	372	1.071230970584477
GSE220243_broad	GSE55235	GSM1332215	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.1248166369003693	372	1.071230970584477
GSE220243_broad	GSE55235	GSM1332215	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.2790452349938721	372	1.071230970584477
GSE220243_broad	GSE55235	GSM1332216	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.15325746238583018	372	1.0698149821304155
GSE220243_broad	GSE55235	GSM1332216	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.07564336826660883	372	1.0698149821304155
GSE220243_broad	GSE55235	GSM1332216	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.20017837723959891	372	1.0698149821304155
GSE220243_broad	GSE55235	GSM1332216	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.11821026994321292	372	1.0698149821304155
GSE220243_broad	GSE55235	GSM1332216	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.07174292654261544	372	1.0698149821304155
GSE220243_broad	GSE55235	GSM1332216	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.11799453800727992	372	1.0698149821304155
GSE220243_broad	GSE55235	GSM1332216	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.26297305761485384	372	1.0698149821304155
GSE220243_broad	GSE55235	GSM1332217	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.15329712449687574	372	1.0779506777003036
GSE220243_broad	GSE55235	GSM1332217	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.07794678420502368	372	1.0779506777003036
GSE220243_broad	GSE55235	GSM1332217	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.19192493434121916	372	1.0779506777003036
GSE220243_broad	GSE55235	GSM1332217	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.1178950463795885	372	1.0779506777003036
GSE220243_broad	GSE55235	GSM1332217	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.08078950864095967	372	1.0779506777003036
GSE220243_broad	GSE55235	GSM1332217	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.10883022411167605	372	1.0779506777003036
GSE220243_broad	GSE55235	GSM1332217	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.26931637782465717	372	1.0779506777003036
GSE220243_broad	GSE55235	GSM1332218	synovium	OA	S2	mixed_low	endothelial	0.14456042692149276	372	1.0454213674859045
GSE220243_broad	GSE55235	GSM1332218	synovium	OA	S2	mixed_low	fibrochondrocyte_core	0.07303660877552437	372	1.0454213674859045
GSE220243_broad	GSE55235	GSM1332218	synovium	OA	S2	mixed_low	immune_myeloid	0.2118232442995899	372	1.0454213674859045
GSE220243_broad	GSE55235	GSM1332218	synovium	OA	S2	mixed_low	inflammatory_like	0.11717726019346163	372	1.0454213674859045
GSE220243_broad	GSE55235	GSM1332218	synovium	OA	S2	mixed_low	mural_smooth_muscle	0.07723939890933526	372	1.0454213674859045
GSE220243_broad	GSE55235	GSM1332218	synovium	OA	S2	mixed_low	outer_fibrous_like	0.11177361818955692	372	1.0454213674859045
GSE220243_broad	GSE55235	GSM1332218	synovium	OA	S2	mixed_low	t_nk	0.2643894427110392	372	1.0454213674859045
GSE220243_broad	GSE55235	GSM1332219	synovium	OA	S2	mixed_low	endothelial	0.16803248264520068	372	1.0898904113695351
GSE220243_broad	GSE55235	GSM1332219	synovium	OA	S2	mixed_low	fibrochondrocyte_core	0.06396976686695248	372	1.0898904113695351
GSE220243_broad	GSE55235	GSM1332219	synovium	OA	S2	mixed_low	immune_myeloid	0.17719351134711336	372	1.0898904113695351
GSE220243_broad	GSE55235	GSM1332219	synovium	OA	S2	mixed_low	inflammatory_like	0.11691700567638132	372	1.0898904113695351
GSE220243_broad	GSE55235	GSM1332219	synovium	OA	S2	mixed_low	mural_smooth_muscle	0.09049119093716829	372	1.0898904113695351
GSE220243_broad	GSE55235	GSM1332219	synovium	OA	S2	mixed_low	outer_fibrous_like	0.10572040429373576	372	1.0898904113695351
GSE220243_broad	GSE55235	GSM1332219	synovium	OA	S2	mixed_low	t_nk	0.277675638233448	372	1.0898904113695351
GSE220243_broad	GSE55235	GSM1332220	synovium	OA	S2	mixed_low	endothelial	0.15518438123358846	372	1.0937868563311466
GSE220243_broad	GSE55235	GSM1332220	synovium	OA	S2	mixed_low	fibrochondrocyte_core	0.0630359279571839	372	1.0937868563311466
GSE220243_broad	GSE55235	GSM1332220	synovium	OA	S2	mixed_low	immune_myeloid	0.18899975074636505	372	1.0937868563311466
GSE220243_broad	GSE55235	GSM1332220	synovium	OA	S2	mixed_low	inflammatory_like	0.11513349117432083	372	1.0937868563311466
GSE220243_broad	GSE55235	GSM1332220	synovium	OA	S2	mixed_low	mural_smooth_muscle	0.09388063630891394	372	1.0937868563311466
GSE220243_broad	GSE55235	GSM1332220	synovium	OA	S2	mixed_low	outer_fibrous_like	0.11149281298297252	372	1.0937868563311466
GSE220243_broad	GSE55235	GSM1332220	synovium	OA	S2	mixed_low	t_nk	0.27227299959665524	372	1.0937868563311466
GSE220243_broad	GSE55457	GSM1337327	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.1532994864175013	372	1.100960337108172
GSE220243_broad	GSE55457	GSM1337327	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.09862426618233984	372	1.100960337108172
GSE220243_broad	GSE55457	GSM1337327	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.17956224712563743	372	1.100960337108172
GSE220243_broad	GSE55457	GSM1337327	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.0980735082041018	372	1.100960337108172
GSE220243_broad	GSE55457	GSM1337327	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.09844200671714547	372	1.100960337108172
GSE220243_broad	GSE55457	GSM1337327	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.06939381657670032	372	1.100960337108172
GSE220243_broad	GSE55457	GSM1337327	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.3026046687765739	372	1.100960337108172
GSE220243_broad	GSE55457	GSM1337328	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.1564220570826932	372	1.0578095451358434
GSE220243_broad	GSE55457	GSM1337328	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.08885162125212816	372	1.0578095451358434
GSE220243_broad	GSE55457	GSM1337328	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.18430773554466792	372	1.0578095451358434
GSE220243_broad	GSE55457	GSM1337328	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.10697566040510659	372	1.0578095451358434
GSE220243_broad	GSE55457	GSM1337328	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.08264098676697185	372	1.0578095451358434
GSE220243_broad	GSE55457	GSM1337328	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.078832401336113	372	1.0578095451358434
GSE220243_broad	GSE55457	GSM1337328	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.30196953761231926	372	1.0578095451358434
GSE220243_broad	GSE55457	GSM1337329	synovium	OA	S2	mixed_low	endothelial	0.16872837624113204	372	1.1137282378498532
GSE220243_broad	GSE55457	GSM1337329	synovium	OA	S2	mixed_low	fibrochondrocyte_core	0.08406277938774294	372	1.1137282378498532
GSE220243_broad	GSE55457	GSM1337329	synovium	OA	S2	mixed_low	immune_myeloid	0.17820054312577768	372	1.1137282378498532
GSE220243_broad	GSE55457	GSM1337329	synovium	OA	S2	mixed_low	inflammatory_like	0.10418783965852876	372	1.1137282378498532
GSE220243_broad	GSE55457	GSM1337329	synovium	OA	S2	mixed_low	mural_smooth_muscle	0.08847993101839684	372	1.1137282378498532
GSE220243_broad	GSE55457	GSM1337329	synovium	OA	S2	mixed_low	outer_fibrous_like	0.07700914461543812	372	1.1137282378498532
GSE220243_broad	GSE55457	GSM1337329	synovium	OA	S2	mixed_low	t_nk	0.2993313859529837	372	1.1137282378498532
GSE220243_broad	GSE55457	GSM1337330	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.1549479711608479	372	1.114812741926009
GSE220243_broad	GSE55457	GSM1337330	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.08207116640424034	372	1.114812741926009
GSE220243_broad	GSE55457	GSM1337330	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.1601612502761756	372	1.114812741926009
GSE220243_broad	GSE55457	GSM1337330	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.11022571699210273	372	1.114812741926009
GSE220243_broad	GSE55457	GSM1337330	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.0861936724334537	372	1.114812741926009
GSE220243_broad	GSE55457	GSM1337330	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.062182838944713506	372	1.114812741926009
GSE220243_broad	GSE55457	GSM1337330	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.3442173837884663	372	1.114812741926009
GSE220243_broad	GSE55457	GSM1337331	synovium	OA	S2	mixed_low	endothelial	0.184657461215071	372	1.1009689668111313
GSE220243_broad	GSE55457	GSM1337331	synovium	OA	S2	mixed_low	fibrochondrocyte_core	0.09006946269540342	372	1.1009689668111313
GSE220243_broad	GSE55457	GSM1337331	synovium	OA	S2	mixed_low	immune_myeloid	0.16115771148974742	372	1.1009689668111313
GSE220243_broad	GSE55457	GSM1337331	synovium	OA	S2	mixed_low	inflammatory_like	0.11390918246842273	372	1.1009689668111313
GSE220243_broad	GSE55457	GSM1337331	synovium	OA	S2	mixed_low	mural_smooth_muscle	0.1006195635965824	372	1.1009689668111313
GSE220243_broad	GSE55457	GSM1337331	synovium	OA	S2	mixed_low	outer_fibrous_like	0.05575556415467555	372	1.1009689668111313
GSE220243_broad	GSE55457	GSM1337331	synovium	OA	S2	mixed_low	t_nk	0.2938310543800975	372	1.1009689668111313
GSE220243_broad	GSE55457	GSM1337332	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.16120650491106864	372	1.0455303819010293
GSE220243_broad	GSE55457	GSM1337332	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.08799793591454279	372	1.0455303819010293
GSE220243_broad	GSE55457	GSM1337332	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.20095539941305876	372	1.0455303819010293
GSE220243_broad	GSE55457	GSM1337332	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.11203192131153018	372	1.0455303819010293
GSE220243_broad	GSE55457	GSM1337332	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.0741061946460549	372	1.0455303819010293
GSE220243_broad	GSE55457	GSM1337332	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.0824569978582442	372	1.0455303819010293
GSE220243_broad	GSE55457	GSM1337332	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.28124504594550065	372	1.0455303819010293
GSE220243_broad	GSE55457	GSM1337333	synovium	OA	S2	mixed_low	endothelial	0.16402511423682434	372	1.0767932122658157
GSE220243_broad	GSE55457	GSM1337333	synovium	OA	S2	mixed_low	fibrochondrocyte_core	0.07405193316541069	372	1.0767932122658157
GSE220243_broad	GSE55457	GSM1337333	synovium	OA	S2	mixed_low	immune_myeloid	0.18384217573712772	372	1.0767932122658157
GSE220243_broad	GSE55457	GSM1337333	synovium	OA	S2	mixed_low	inflammatory_like	0.1220983666683954	372	1.0767932122658157
GSE220243_broad	GSE55457	GSM1337333	synovium	OA	S2	mixed_low	mural_smooth_muscle	0.08420367190990156	372	1.0767932122658157
GSE220243_broad	GSE55457	GSM1337333	synovium	OA	S2	mixed_low	outer_fibrous_like	0.06929226542743924	372	1.0767932122658157
GSE220243_broad	GSE55457	GSM1337333	synovium	OA	S2	mixed_low	t_nk	0.3024864728549012	372	1.0767932122658157
GSE220243_broad	GSE55457	GSM1337334	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.161920595625031	372	1.0983323843173243
GSE220243_broad	GSE55457	GSM1337334	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.10745493514331879	372	1.0983323843173243
GSE220243_broad	GSE55457	GSM1337334	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.18490011814726118	372	1.0983323843173243
GSE220243_broad	GSE55457	GSM1337334	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.09514631403283982	372	1.0983323843173243
GSE220243_broad	GSE55457	GSM1337334	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.07943528450219892	372	1.0983323843173243
GSE220243_broad	GSE55457	GSM1337334	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.0712538140450395	372	1.0983323843173243
GSE220243_broad	GSE55457	GSM1337334	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.29988893850431086	372	1.0983323843173243
GSE220243_broad	GSE55457	GSM1337335	synovium	OA	S2	mixed_low	endothelial	0.1746606989836246	372	1.1257735041217132
GSE220243_broad	GSE55457	GSM1337335	synovium	OA	S2	mixed_low	fibrochondrocyte_core	0.11324679972180357	372	1.1257735041217132
GSE220243_broad	GSE55457	GSM1337335	synovium	OA	S2	mixed_low	immune_myeloid	0.1715085342979771	372	1.1257735041217132
GSE220243_broad	GSE55457	GSM1337335	synovium	OA	S2	mixed_low	inflammatory_like	0.07161149789011811	372	1.1257735041217132
GSE220243_broad	GSE55457	GSM1337335	synovium	OA	S2	mixed_low	mural_smooth_muscle	0.10129477517870022	372	1.1257735041217132
GSE220243_broad	GSE55457	GSM1337335	synovium	OA	S2	mixed_low	outer_fibrous_like	0.06805693556176694	372	1.1257735041217132
GSE220243_broad	GSE55457	GSM1337335	synovium	OA	S2	mixed_low	t_nk	0.29962075836600954	372	1.1257735041217132
GSE220243_broad	GSE55457	GSM1337336	synovium	OA	S1	ECM_fibrotic_high	endothelial	0.151789105491521	372	1.056695363458232
GSE220243_broad	GSE55457	GSM1337336	synovium	OA	S1	ECM_fibrotic_high	fibrochondrocyte_core	0.09171968338432906	372	1.056695363458232
GSE220243_broad	GSE55457	GSM1337336	synovium	OA	S1	ECM_fibrotic_high	immune_myeloid	0.19398574795996942	372	1.056695363458232
GSE220243_broad	GSE55457	GSM1337336	synovium	OA	S1	ECM_fibrotic_high	inflammatory_like	0.10136795004629581	372	1.056695363458232
GSE220243_broad	GSE55457	GSM1337336	synovium	OA	S1	ECM_fibrotic_high	mural_smooth_muscle	0.0861275023094501	372	1.056695363458232
GSE220243_broad	GSE55457	GSM1337336	synovium	OA	S1	ECM_fibrotic_high	outer_fibrous_like	0.08604971639645315	372	1.056695363458232
GSE220243_broad	GSE55457	GSM1337336	synovium	OA	S1	ECM_fibrotic_high	t_nk	0.28896029441198134	372	1.056695363458232
GSE220243_broad	GSE89408	OA_tissue_1	synovium	OA	S2	mixed_low	endothelial	0.207509377868885	407	0.9894370417120735
GSE220243_broad	GSE89408	OA_tissue_1	synovium	OA	S2	mixed_low	fibrochondrocyte_core	0.0	407	0.9894370417120735
GSE220243_broad	GSE89408	OA_tissue_1	synovium	OA	S2	mixed_low	immune_myeloid	0.15989403639975588	407	0.9894370417120735
GSE220243_broad	GSE89408	OA_tissue_1	synovium	OA	S2	mixed_low	inflammatory_like	0.10985203403518219	407	0.9894370417120735
GSE220243_broad	GSE89408	OA_tissue_1	synovium	OA	S2	mixed_low	mural_smooth_muscle	0.12549032259105636	407	0.9894370417120735
GSE220243_broad	GSE89408	OA_tissue_1	synovium	OA	S2	mixed_low	outer_fibrous_like	0.19615154114725075	407	0.9894370417120735
