gene	n_datasets	n_tissues	tissues	weighted_delta_s1_minus_s2	stouffer_z	p_value	n_positive_datasets	n_negative_datasets	fdr	evidence_tier
JAK1	1	1	meniscus	0.5893189551203089	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
NAF1	1	1	meniscus	0.5852710161314337	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-RCBTB2-1	1	1	meniscus	0.5850877917157054	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-GDPD5-1	1	1	meniscus	0.5832494111704435	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
DYNLL2	1	1	meniscus	0.5764843874130873	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
STX17-AS1	1	1	meniscus	0.5713748449788145	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
MID2	1	1	meniscus	0.5638870552150023	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-CTH-7	1	1	meniscus	0.5608717937355823	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LINC01521	1	1	meniscus	0.5604687616694257	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
MROH3P	1	1	meniscus	0.5586438301069402	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
POMK	1	1	meniscus	0.5566979985805902	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-CXCL2-1	1	1	meniscus	0.5559738791528223	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LOC100128697	1	1	meniscus	0.5540412284731712	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-ATAD5-3	1	1	meniscus	0.5472627437786142	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
RPS4Y2	1	1	meniscus	0.5397383946518077	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-MANEA-5	1	1	meniscus	0.5374500893017748	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
FHDC1	1	1	meniscus	0.5352132225295905	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
C1S	1	1	meniscus	0.5248889491824129	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LINC01149	1	1	meniscus	0.5231474421625846	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-AC040934.1-1	1	1	meniscus	0.5222770703106978	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-DLEU1-1	1	1	meniscus	0.5205444347188573	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LPHN2	1	1	meniscus	0.5180586867624288	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
EPB41L2	1	1	meniscus	0.5098337098243036	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
OR8J3	1	1	meniscus	0.5006827967907559	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
TSPY10	1	1	meniscus	0.4984360967821442	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
ACTG1	1	1	meniscus	0.49841060727910885	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
MBLAC2	1	1	meniscus	0.4975266526797134	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
MTPN	1	1	meniscus	0.4962211773243764	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
CSN1S2BP	1	1	meniscus	0.4953903137801592	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-MEP1B-1	1	1	meniscus	0.4889275442540707	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-PRPS1L1-1	1	1	meniscus	0.47413251789207067	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
ZBTB14	1	1	meniscus	0.4737279089707908	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
MXD4	1	1	meniscus	0.47262849700731385	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LOC102723883	1	1	meniscus	0.46623089453493893	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-IRF2-1	1	1	meniscus	0.45989660091065787	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LOC101927079	1	1	meniscus	0.45814071750122487	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LOC104968399	1	1	meniscus	0.45218418083017076	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-COL6A3-1	1	1	meniscus	0.43812828435040685	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LOC102724577	1	1	meniscus	0.4371533688535136	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-TP53I13-3	1	1	meniscus	0.43241685055856705	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
HOXC-AS1	1	1	meniscus	0.42437054820160747	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-SOD3-1	1	1	meniscus	0.4234603183436084	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LOC102724420	1	1	meniscus	0.37487115706512886	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-NPAT-2	1	1	meniscus	0.35706121517990075	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
HS6ST1	1	1	meniscus	0.3567102882401382	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-LY86-1	1	1	meniscus	0.34726925184427637	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-ZNF345-1	1	1	meniscus	0.3471332543121534	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-C6ORF108-1	1	1	meniscus	0.3338081844405157	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
RNF111	1	1	meniscus	0.331362680116325	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-POC1A-1	1	1	meniscus	0.32156315995854784	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-GDE1-2	1	1	meniscus	0.2932858882781973	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LINC00492	1	1	meniscus	0.265685348267745	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-PTPN23-2	1	1	meniscus	0.24689848329357122	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
C3ORF67	1	1	meniscus	0.24591332184690076	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-AGR3-1	1	1	meniscus	0.23266061677962296	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
SPATA24	1	1	meniscus	0.23006161462139685	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
MBD3L2	1	1	meniscus	0.16057126112652392	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LRRC34	1	1	meniscus	0.09356209097883202	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-ZNF680-9	1	1	meniscus	0.0658780309796977	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-SMC1A-2	1	1	meniscus	0.05979749302295108	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-SKA2-1	1	1	meniscus	0.059264245195831414	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
SPTY2D1	1	1	meniscus	0.04424765155230007	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
LNC-HDAC9-2	1	1	meniscus	0.0318213528937978	0.9008336603785865	0.3676767676767677	1	0	0.8397245748191201	mixed_or_weak
SFRP4	4	2	cartilage;synovium	0.2127785356340778	0.900652532906992	0.36777309390394164	1	3	0.8397245748191201	mixed_or_weak
FAM188B	1	1	cartilage	0.5088585502299517	0.9005747453876647	0.36781446726339173	1	0	0.8397245748191201	mixed_or_weak
CYP2S1	1	1	cartilage	0.4558846358568151	0.9005747453876647	0.36781446726339173	1	0	0.8397245748191201	mixed_or_weak
LOC100130075	1	1	cartilage	0.3666848153171257	0.9005747453876647	0.36781446726339173	1	0	0.8397245748191201	mixed_or_weak
FAM216B	1	1	cartilage	0.34454109023550666	0.9005747453876647	0.36781446726339173	1	0	0.8397245748191201	mixed_or_weak
MMP16	3	2	cartilage;synovium	0.28407847934523694	0.8992524097709991	0.36851822999369765	3	0	0.8409335176344329	candidate_S1_high
PSAT1	2	1	synovium	0.1389305427194957	0.8991402261860861	0.36857797396687997	1	1	0.8409335176344329	mixed_or_weak
OR2W3	1	1	synovium	0.2629439187133339	0.8990922841865961	0.36860350757534677	1	0	0.8409335176344329	mixed_or_weak
BCL11A	3	2	cartilage;synovium	0.4484460853537127	0.8987854072343316	0.36876697438697104	3	0	0.8411372596273555	candidate_S1_high
C7ORF61	2	2	cartilage;synovium	0.1585739661161011	0.897839202994082	0.3692712810724421	1	1	0.8419191982639626	mixed_or_weak
BARX1	4	2	meniscus;synovium	0.20481382872240889	0.8977858136053716	0.3692997492535218	3	1	0.8419191982639626	candidate_S1_high
C9ORF153	1	1	synovium	0.5824012510810759	0.897027775643112	0.369704095934695	1	0	0.8419191982639626	mixed_or_weak
CECR1	2	1	synovium	0.3897423698310521	0.8969708362463888	0.369734479208607	1	1	0.8419191982639626	mixed_or_weak
AP1B1	2	1	synovium	0.3257026182468157	0.8969708362463888	0.369734479208607	1	1	0.8419191982639626	mixed_or_weak
