k	program	mean_usage	median_usage	q95_usage	dominant_sample	dominant_sample_fraction	dominant_disease_status	dominant_disease_fraction	n_samples_detected
28	14	0.03213291212019556	0.0	0.2445176129767807	MenNorm6	0.2764185680404982	OA	0.5064876474080154	14
28	15	0.031089994345585712	0.0	0.16535907636632466	MenOA1	0.2636663282999987	OA	0.8136494559136171	14
28	16	0.03449434243400835	0.0	0.20045120699645536	MenOA1	0.14737316466187186	OA	0.663686209526085	14
28	17	0.027688295468638557	0.0	0.14313161296927032	MenNorm4	0.40960516004585523	normal	0.8844617614220575	14
28	18	0.023871960040023052	0.0	0.14336641193109723	MenOA4	0.1537842874908533	OA	0.6487598822181482	14
28	19	0.02131403171141856	0.0	0.10827115397788926	MenOA1	0.18992895264233878	OA	0.738701018107811	14
28	20	0.01564513559417815	0.0	0.08460121343749889	MenNorm5	0.27727172336064804	normal	0.6092058063077902	14
28	21	0.007332316376155847	0.0	0.03296605541706224	MenNorm6	0.21876003419221507	normal	0.6194368941641796	14
28	22	0.004602139104134022	0.0	0.020782316442304462	MenNorm3	0.10139377043323725	normal	0.5548160031745877	14
28	23	0.003350630577786857	0.0	0.014204423291942268	MenOA4	0.1411890864949542	normal	0.5958307339525263	14
28	24	0.0022729245984881366	0.0	0.008650695857865008	MenOA4	0.23424097551861142	OA	0.6681870642667612	14
28	25	0.0013880870899642126	0.0	0.005610935671513374	MenOA1	0.14830344572622647	OA	0.5158870368305293	14
28	26	0.0015630046715330293	0.0	0.0059677055752423	MenOA4	0.2049307706265283	OA	0.5547531283170598	14
28	27	0.001109418367038909	0.0	0.003838189958125068	MenOA4	0.2878208532764884	OA	0.6497694127789887	14
28	28	0.0003890329461693461	0.0	0.0008999448381116986	MenNorm4	0.17695720961447814	normal	0.5533708911203908	14
30	1	0.10980462989519046	0.07732190038681871	0.35656374365395854	MenOA4	0.11028367821027721	OA	0.562393288663615	14
30	2	0.08283019826441106	0.016633991382767915	0.3712189713019467	MenNorm3	0.24672654244148165	normal	0.7143080485628898	14
30	3	0.08270155714514728	0.009342832896813105	0.4532003495228586	MenNorm1AVAS	0.2732497228100048	normal	0.8671602863381218	14
30	4	0.08911735943440345	0.044386795764125506	0.324188909455124	MenOA4	0.14689200887167628	OA	0.5329672350740122	14
30	5	0.0637880386671393	0.005774709593166737	0.32669709560300686	MenNorm1VAS	0.32928786221456674	normal	0.8932462659852405	14
