fibro_leiden	signature	gene	present	matched_var_name	mean_expression	fraction_expressing
9	outer_zone_fibrous_like	COL3A1	True	COL3A1	3.2828776836395264	1.0
10	outer_zone_fibrous_like	COL3A1	True	COL3A1	2.713747978210449	0.9432895139101193
11	outer_zone_fibrous_like	COL3A1	True	COL3A1	1.482108235359192	0.8086528315160042
12	outer_zone_fibrous_like	COL3A1	True	COL3A1	1.4213743209838867	0.7865618298784847
13	outer_zone_fibrous_like	COL3A1	True	COL3A1	1.8110629320144653	0.8826990976853668
14	outer_zone_fibrous_like	COL3A1	True	COL3A1	2.382922410964966	0.9099644128113878
15	outer_zone_fibrous_like	COL3A1	True	COL3A1	1.7567178010940552	0.8707099200752233
16	outer_zone_fibrous_like	COL3A1	True	COL3A1	2.3430731296539307	0.9073095268789481
17	outer_zone_fibrous_like	COL3A1	True	COL3A1	3.9930269718170166	0.9668789808917198
18	outer_zone_fibrous_like	COL3A1	True	COL3A1	2.841041088104248	0.9652017012501611
0	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.1547444462776184	0.19746914544602406
1	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.11591152846813202	0.16877187642672348
2	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.11980368196964264	0.20400340715502555
3	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.11877751350402832	0.15172632245802978
4	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.055907201021909714	0.05430591259640103
5	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.04410509765148163	0.05429141716566866
6	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.11764715611934662	0.15921787709497207
7	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.4173063337802887	0.43575164885148965
8	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.5049532651901245	0.44678673761768317
9	outer_zone_fibrous_like	COL5A1	True	COL5A1	1.0573298931121826	0.8273684210526315
10	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.7730159163475037	0.627331091409355
11	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.2284001260995865	0.27435807245867044
12	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.3351558446884155	0.35139385275196566
13	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.36295321583747864	0.3860337387210671
14	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.7971646785736084	0.6437722419928825
15	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.3139301538467407	0.3554301833568406
16	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.761726438999176	0.5209488204202656
17	outer_zone_fibrous_like	COL5A1	True	COL5A1	1.4694714546203613	0.8168152866242038
18	outer_zone_fibrous_like	COL5A1	True	COL5A1	0.9619361162185669	0.7374661683206599
0	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.10340722650289536	0.13544758631463832
1	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.1805049180984497	0.23329782377111552
2	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.15584592521190643	0.2393526405451448
3	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.26992520689964294	0.2980677858726639
4	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.042526308447122574	0.03984575835475578
5	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.0944746732711792	0.10459081836327346
6	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.3840784430503845	0.4174425822470515
7	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.934269368648529	0.7359563338639982
8	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.8209848403930664	0.6234138354482194
9	outer_zone_fibrous_like	COL5A2	True	COL5A2	1.2228672504425049	0.8821052631578947
10	outer_zone_fibrous_like	COL5A2	True	COL5A2	1.2775073051452637	0.7982268419443596
11	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.7421914339065552	0.6647907140344707
12	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.43244487047195435	0.4024303073624017
13	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.8357719779014587	0.6567281286779129
14	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.9177548289299011	0.6813167259786477
15	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.8513094186782837	0.7103902209685002
16	outer_zone_fibrous_like	COL5A2	True	COL5A2	0.9393631815910339	0.6019079541059688
17	outer_zone_fibrous_like	COL5A2	True	COL5A2	1.9418033361434937	0.8777070063694268
18	outer_zone_fibrous_like	COL5A2	True	COL5A2	1.2650001049041748	0.8256218584869184
0	outer_zone_fibrous_like	DCN	True	DCN	4.587254524230957	0.9990626464614903
