leiden	rank	gene	score	logfoldchanges	pvals	pvals_adj
4	42	CP	24.430897	1.7187176	1.4982349773788098e-123	4.732936675646911e-121
4	43	APOD	24.381102	2.336554	6.227052871711053e-123	1.9510071226908465e-120
4	44	RPL27A	23.888285	0.9270967	5.923321838238755e-119	1.741638876498755e-116
4	45	NR1D1	23.564728	1.4433625	1.229475549509798e-115	3.507124880930039e-113
4	46	PTMA	23.533215	0.6825948	1.0148004875068873e-115	2.916521340937087e-113
4	47	MT-CO2	23.409462	1.078078	4.994462984329457e-113	1.3734413893022243e-110
4	48	TMEM176A	23.074703	2.550925	1.4921823324783686e-109	3.802478498443544e-107
4	49	ZFP36L1	22.922262	1.1936725	3.958697396521361e-110	1.0224138465177873e-107
4	50	SERPINF1	22.853281	1.7155478	2.196412017607513e-109	5.523398221120367e-107
4	51	HIST1H1C	22.567278	1.6979959	4.183724455054843e-106	1.005777884088153e-103
4	52	RPL13	22.427618	0.4783767	8.908890997478173e-106	2.1151145930907186e-103
4	53	DTWD1	22.02104	1.547351	1.8277961168583694e-101	4.061958068069437e-99
4	54	CYB5A	21.888475	1.5666891	4.1979688466297283e-100	9.065715321670889e-98
4	55	RPL21	21.840689	0.57588583	1.0599497306051476e-100	2.3419374857023793e-98
4	56	IGF1	21.72485	2.2892663	2.2150080765685648e-98	4.5765658766895584e-96
4	57	RPS27	21.686855	0.5439834	2.5353371003242663e-99	5.354183719491424e-97
4	58	MMP2	21.665104	1.6891543	4.6725810248503584e-99	9.813447093070337e-97
4	59	RPLP2	21.299746	0.5952713	4.66764594591875e-96	9.390320980884122e-94
4	60	REV3L	21.28089	1.4491799	2.0316002821839466e-95	4.065753360533988e-93
4	61	MAOA	21.14301	2.2713482	3.107653575280649e-93	5.82288971870233e-91
4	62	TFPI	20.8364	1.8700504	1.8466049627632235e-91	3.31383230500758e-89
4	63	GABARAPL1	20.68622	1.2325407	9.033609109084612e-91	1.5767154090668958e-88
4	64	EFEMP1	20.460648	1.5812658	5.630660699959519e-89	9.481338087896594e-87
4	65	TMEM176B	20.244946	2.1608384	1.6052754196871336e-86	2.5460600681378006e-84
4	66	MT-ND5	20.03828	0.88722	1.4721197164492884e-85	2.3156503720805596e-83
4	67	RPS12	19.966106	0.50638944	4.03117915339139e-85	6.3150734409521515e-83
4	68	RPL37A	19.784937	0.55732536	1.2028142787118394e-83	1.839054919579254e-81
4	69	DDIT4	19.769403	1.326348	1.4783142561355778e-83	2.242344608195489e-81
4	70	TXNIP	19.732613	1.0633799	3.0175503600012402e-83	4.54105688821604e-81
4	71	GADD45A	19.469107	1.354872	1.2994711371942193e-80	1.8958391125233526e-78
4	72	PCDH18	19.44862	2.170509	6.739006305301424e-80	9.64763209789669e-78
4	73	IER5L	19.35872	1.1370814	3.664136754894177e-80	5.305225883298296e-78
4	74	MT-ND4L	19.209505	0.9528185	3.677303717444759e-79	5.244823033418226e-77
4	75	MEDAG	18.99022	1.3646309	2.9039627514992547e-77	3.964324007618125e-75
4	76	AKR1C1	18.795984	1.4430363	1.0327476134243444e-75	1.3706855824837549e-73
4	77	G0S2	18.584984	2.482629	5.1391981867582676e-73	6.569923461225687e-71
4	78	DAB2	18.550003	1.0654167	4.412823374436023e-74	5.756851899810326e-72
4	79	SERPING1	18.534138	0.86895555	6.246854469888603e-74	8.121760723027958e-72
4	80	RPS20	18.46451	0.67324615	1.7579607228636906e-73	2.2701449550926254e-71
4	81	AAED1	18.399197	1.694916	1.9189906909551548e-72	2.4288576215586038e-70
4	82	TMEM196	18.396017	2.3950744	5.531468917821458e-72	6.955094339302875e-70
4	83	RPL13A	18.384039	0.56759423	7.249679432097292e-73	9.23705822041623e-71
4	84	SRPX	18.14215	2.1585574	2.480114894198834e-70	3.0287511730305504e-68
4	85	RPL41	18.10449	0.4179411	9.176828849967968e-71	1.13153259987476e-68
4	86	EBF1	17.81259	1.3596499	1.6401021042667782e-68	1.9289619333382563e-66
4	87	PLTP	17.656803	1.4637538	2.0980844337225138e-67	2.422875510411159e-65
4	88	ADH5	17.618668	1.0909122	3.617180342227519e-67	4.152045087126267e-65
4	89	FGL2	17.60862	1.7779009	7.710596358468998e-67	8.797905528540864e-65
4	90	APBB1IP	17.307695	1.8224305	1.3802642590392e-64	1.5248329779628433e-62
4	91	BASP1	17.290915	1.4835856	9.057117539351183e-65	1.0093272910325354e-62
4	92	CXCL12	17.277006	1.6393384	1.0164355447119687e-64	1.1294253564264619e-62
4	93	ACADVL	17.25363	1.0433836	1.594397272886675e-64	1.7563181947786821e-62
4	94	RPL12	17.202045	0.47033197	2.565926865106201e-64	2.786363309426688e-62
4	95	FTH1	17.055984	0.57928973	2.722164457240437e-63	2.858571819053804e-61
4	96	KCNJ15	16.863918	2.4184127	4.1928299018889945e-61	4.239860586502776e-59
4	97	C3	16.85571	2.1715503	2.078933166993713e-61	2.113434611041694e-59
4	98	RPS28	16.835592	0.45012757	9.148143170357706e-62	9.374762052111338e-60
4	99	ADH1B	16.663816	3.2861726	1.163705050705027e-59	1.1523694781903873e-57
4	100	TGFBR3	16.579283	1.0612768	6.464901646423616e-60	6.43527084721084e-58
5	1	CLDN5	25.919859	7.8532925	9.268608471837241e-21	3.542832902275067e-16
5	2	IGFBP3	20.818348	7.9283123	2.1940681222328504e-19	4.193302995211423e-15
5	3	CLEC14A	20.805592	7.804579	1.821871368018072e-18	1.7409802792780695e-14
5	4	SLC9A3R2	20.083538	6.794064	7.7402756722891655e-19	9.862143243252701e-15
5	5	ENPP2	18.162327	6.8466115	1.657203376311387e-16	1.055749030935441e-12
5	6	EGFL7	18.014471	7.4803896	1.0364509888462932e-16	7.923460519532143e-13
5	7	SOX18	17.387016	7.4654984	2.369955751923028e-16	1.2941312665929403e-12
5	8	HEY1	17.045773	7.1289797	2.4297651844702417e-14	9.287534441119052e-11
5	9	RAMP2	16.522413	5.851486	1.1535419165390061e-14	4.899220690865219e-11
5	10	EFNA1	15.847135	5.776543	4.0396580390112297e-16	1.9301486110395656e-12
5	11	ECSCR	15.71101	7.520738	9.6354140979809e-14	2.8331082190863226e-10
5	12	IFI27	15.318434	6.0536594	1.6997406934531298e-12	4.060680516659527e-09
5	13	GNG11	14.437341	5.0757046	5.4112433219668105e-12	1.2167021455227022e-08
5	14	PDLIM1	14.157538	5.3051476	6.112115017106077e-14	1.9469123701155224e-10
5	15	ICAM2	14.003034	5.917262	1.2831735174621608e-13	3.503430323676688e-10
5	16	PECAM1	13.916437	6.786124	5.2168927722963306e-14	1.8128228120750447e-10
5	17	DEPP1	13.423998	6.0288787	2.871807461571851e-10	4.772694278744454e-07
5	18	TAGLN2	12.477419	4.1630487	6.069128187977747e-10	9.279454234290455e-07
5	19	PLPP1	12.217087	4.8912945	1.039116826973888e-12	2.6479467729499924e-09
5	20	TCIM	11.454508	7.096653	3.132976319600145e-10	4.989786951683165e-07
5	21	RCAN1	11.163521	4.5084224	1.1437274165738477e-10	2.081801751005655e-07
5	22	RHOC	11.138912	3.9303648	2.1309405054382646e-10	3.702412267266919e-07
5	23	SELENOW	10.881394	3.6076157	2.1937897974719752e-09	2.7803935731658016e-06
5	24	HSPG2	10.796565	4.3025007	2.213856002862011e-11	4.701246214077639e-08
5	25	TM4SF1	10.691756	4.546603	1.0598622186900237e-10	2.0256086723603735e-07
5	26	SRP14	10.575821	2.7798069	2.1712736706575247e-09	2.7803935731658016e-06
5	27	OCIAD2	10.441976	4.7519817	3.784254766489521e-11	7.613123904962917e-08
5	28	ESAM	10.404035	6.521429	1.331145555524491e-09	1.9569887582449286e-06
5	29	EMCN	9.874813	6.6573224	2.254923628300017e-09	2.7803935731658016e-06
5	30	CRIP2	9.669065	3.7830517	2.224517863987862e-09	2.7803935731658016e-06
5	31	CRIP1	9.665346	4.818249	3.543774191968992e-08	3.0101605491960615e-05
5	32	BHLHE40	9.108531	3.6939414	9.340836991910485e-09	9.649841977805037e-06
5	33	PFN1	9.074756	3.2982812	4.49504179923158e-09	5.053484639230233e-06
5	34	MGST2	9.053897	4.876938	2.4923643216547662e-09	2.977129182216618e-06
5	35	B2M	8.931693	2.261941	8.212153915675316e-08	6.15492884848575e-05
5	36	IL32	8.911814	5.657565	8.070797678977809e-09	8.569393624479105e-06
5	37	KLF2	8.50051	3.4565215	1.1996651676086873e-07	8.337454793940811e-05
5	38	AQP1	8.462144	3.873758	2.701034059002495e-08	2.4010308342165435e-05
5	39	CAV1	8.42698	3.3164566	6.148560614951312e-08	4.7963792029775296e-05
5	40	PALMD	8.351151	3.5449533	5.038974245049458e-09	5.503135758364871e-06
5	41	CDH5	8.332381	7.0254707	1.7198808876626692e-07	0.00011533460885968048
5	42	FILIP1L	8.29396	4.245782	3.279970470591338e-09	3.7991997353904025e-06
5	43	ADAM15	8.279277	4.6847324	1.8113115130176975e-08	1.7560642877679315e-05
5	44	PPP1R14A	8.132895	5.379879	1.5372621035841362e-08	1.546323859142106e-05
5	45	PTMA	8.011469	2.0206172	2.4783476113425173e-07	0.00015036882396183554
5	46	ARRDC3	7.8800645	3.3168604	2.6256243500962676e-08	2.3895682180495175e-05
5	47	BMX	7.8686213	8.550713	8.327176253468972e-07	0.00039957409530745884
5	48	CD9	7.8076944	2.9098341	9.147988379260391e-07	0.00042643013147420635
5	49	TPM4	7.7578397	3.268374	3.4920092150465994e-08	3.0101605491960615e-05
5	50	NME2	7.7145667	3.8859677	1.0006967563377738e-07	7.355890925818281e-05
5	51	HLA-B	7.711239	2.7626452	6.634743171514656e-07	0.0003381418973173016
5	52	CDH13	7.6794	3.9093287	1.8376562241188065e-08	1.7560642877679315e-05
5	53	SLC12A2	7.629309	5.0002394	1.8232942409162823e-07	0.0001201613776979034
5	54	HLA-E	7.579795	2.7075245	4.408434153985269e-07	0.00024421447406077233
5	55	FABP5	7.536556	4.2531962	2.351433295980113e-08	2.1922240562327767e-05
5	56	HSPB1	7.52341	3.122838	5.634898680175103e-07	0.00030285869317620397
5	57	RNASE1	7.415172	5.267538	3.701568529771151e-08	3.075842510477662e-05
5	58	CFL1	7.353888	2.6006444	2.5177346668552733e-07	0.00015037170297793118
5	59	FBLN2	7.3373394	4.3037963	4.7310394838436176e-08	3.8476436857540094e-05
5	60	PLS3	7.311248	2.8547673	1.9435620365565019e-07	0.00012381785880889287
5	61	PLAT	7.2693644	5.866969	8.362789772027183e-07	0.00039957409530745884
5	62	BCAM	7.2311225	5.990009	7.704092112378965e-07	0.0003824431388358098
5	63	RNASEK	7.2269053	3.5454676	8.149330041832575e-08	6.15492884848575e-05
5	64	MYL12A	7.209016	2.8273335	1.415261914861359e-07	9.660173470296534e-05
5	65	ATP1B3	7.1490755	3.347668	5.931641342880569e-08	4.7235637227138925e-05
5	66	STC1	7.133186	6.892855	1.261704497551699e-06	0.0005418808170159117
5	67	TMSB10	7.1300325	3.0714784	2.05118446804361e-06	0.0007985365459590327
5	68	TSC22D1	7.1047125	3.0856164	8.805711763799645e-07	0.0004155426252586144
5	69	SPARCL1	7.066922	4.159625	1.869133149483048e-06	0.0007682338226434411
5	70	TMSB4X	7.0543847	3.3977683	3.468038052593546e-06	0.0012274285789105157
5	71	PPP1R3B	7.0185065	4.779655	5.88451398144231e-07	0.0003081228252419875
5	72	HYAL2	7.017611	5.3214054	1.02801933274155e-06	0.0004622942467613295
5	73	IL3RA	6.882689	6.601019	2.695721308268602e-06	0.0009630023484790564
5	74	RHOB	6.8690095	2.7736726	2.0610092899284027e-06	0.0007985365459590327
5	75	DLL4	6.8418474	7.3168416	3.8454779839704255e-06	0.00131953008326417
5	76	TSPAN2	6.821529	3.4618766	1.875322161402543e-07	0.000121495447961781
5	77	CD59	6.8185935	2.6219559	4.869077846009388e-07	0.00026587947369408977
5	78	GIMAP7	6.7662687	5.8498273	1.3506874271056793e-06	0.000573651957929861
5	79	CREM	6.7475104	3.6465158	2.2576691240721417e-07	0.00013918894290086055
5	80	S1PR1	6.717302	6.7661386	4.0969599877167005e-06	0.001385860164340559
5	81	SOX17	6.71542	7.0213904	3.866350181184257e-06	0.00131953008326417
5	82	PDLIM3	6.700996	3.3547544	2.0040541814391977e-07	0.00012557863447759326
5	83	MYADM	6.6962676	2.7429745	5.704747255307316e-07	0.00030285869317620397
5	84	CAVIN2	6.6861625	5.63023	2.0989070545159526e-06	0.0007985365459590327
5	85	MYL12B	6.667562	2.233076	9.566997009432132e-07	0.0004405890285404022
5	86	TINAGL1	6.6608095	4.6192064	3.9178298326033886e-07	0.00022351511570362976
5	87	CALM1	6.6196713	2.3191504	2.492053393067066e-06	0.0008986438575150522
5	88	FKBP1A	6.591817	3.2067428	2.7639105304501166e-07	0.00016253494787065424
5	89	SRGN	6.5845346	3.8431454	2.852079402022041e-07	0.00016517861070134923
5	90	MTUS1	6.452766	3.77535	6.393618631339196e-07	0.0003302563223842019
5	91	ACTG1	6.4344416	2.0897057	5.6493235164268525e-06	0.0018299978143381356
5	92	MYL6	6.433396	2.1422198	4.578919230161109e-06	0.0015219531187276368
5	93	MRPL33	6.431056	2.9325094	4.2359393392124417e-07	0.00023810962544420055
5	94	ECE1	6.3892803	4.0287814	1.118057288666731e-06	0.00049693746281392
5	95	H19	6.3167167	5.424784	3.5119211135176752e-06	0.0012315566297532075
5	96	CD34	6.276305	4.4390945	1.868955873090716e-06	0.0007682338226434411
5	97	RGS3	6.273539	3.7494776	1.2253676200693311e-06	0.0005322551353355694
5	98	ACTB	6.235528	2.2062924	5.212110808987055e-06	0.001702801056091634
5	99	SERPINE2	6.1593957	3.5117013	9.88734231581906e-07	0.00044992115795222356
5	100	EEF1G	6.1442137	3.2241037	6.170076109006386e-06	0.0019818906654677317
6	1	LINC01578	110.54614	3.5961285	0.0	0.0
6	2	RPL17	108.11691	3.5023162	0.0	0.0
6	3	VEGFA	106.83881	3.4667113	0.0	0.0
6	4	MIF	98.9415	2.5702446	0.0	0.0
6	5	ECRG4	97.157486	3.9530115	0.0	0.0
6	6	SNHG6	94.34672	3.1738179	0.0	0.0
6	7	GAS5	92.197784	3.155506	0.0	0.0
6	8	EEF1G	91.493805	3.0125077	0.0	0.0
6	9	RPS17	90.34877	2.7788892	0.0	0.0
6	10	NME2	86.81247	2.925553	0.0	0.0
6	11	LINC00632	86.72841	3.115728	0.0	0.0
6	12	SNHG29	84.84981	2.9667878	0.0	0.0
6	13	SNHG5	76.33374	2.6980886	0.0	0.0
6	14	GABARAP	75.32155	2.4699214	0.0	0.0
6	15	AOPEP	73.82882	3.0860813	0.0	0.0
6	16	RNASEK	71.99684	2.4075775	0.0	0.0
6	17	SEC61G	71.22273	1.8531246	0.0	0.0
6	18	SEPTIN7	71.16484	2.5495937	0.0	0.0
6	19	FAM162A	70.91021	2.1670473	0.0	0.0
6	20	PMEPA1	69.561584	2.0584466	0.0	0.0
6	21	DNAJB9	67.69594	2.2510552	0.0	0.0
6	22	MAGI2-AS3	67.28033	2.7629838	0.0	0.0
6	23	CDK2AP1	66.03245	2.8576622	0.0	0.0
6	24	HSPA5	65.86032	2.0309796	0.0	0.0
6	25	CIAO2B	65.62828	2.6805837	0.0	0.0
6	26	XBP1	65.53484	1.7712249	0.0	0.0
6	27	PDLIM4	65.38504	1.9556167	0.0	0.0
6	28	BTG1	63.68294	1.534699	0.0	0.0
6	29	MICOS10	63.493202	2.470055	0.0	0.0
6	30	RPL36A	63.10504	1.7374891	0.0	0.0
6	31	MANF	63.088127	2.3501933	0.0	0.0
6	32	ATP6V0C	62.926933	2.4356606	0.0	0.0
6	33	AK1	62.357876	2.2898552	0.0	0.0
6	34	HERPUD1	62.26377	1.7687415	0.0	0.0
6	35	DDX3Y	62.10258	2.562428	0.0	0.0
6	36	TOMM6	61.613056	2.5164707	0.0	0.0
6	37	SERPINA3	61.537907	3.360036	0.0	0.0
6	38	PLOD2	61.325546	1.8198358	0.0	0.0
6	39	MRPS24	60.214165	2.5125334	0.0	0.0
6	40	SNHG32	59.685795	2.5041347	0.0	0.0
6	41	CILP	59.6379	2.3456995	0.0	0.0
6	42	ANGPTL4	57.57969	2.6245608	0.0	0.0
6	43	SNAPC1	57.395477	2.0391822	0.0	0.0
6	44	MIR100HG	56.668015	3.583041	0.0	0.0
6	45	BNIP3	56.262867	1.9517071	0.0	0.0
6	46	RRBP1	56.245533	1.5630841	0.0	0.0
6	47	GPRC5A	56.09503	1.9398769	0.0	0.0
6	48	SLC2A1	55.669132	2.3998938	0.0	0.0
6	49	BGN	55.462704	1.5466843	0.0	0.0
6	50	SERPINA1	55.282146	2.2671936	0.0	0.0
6	51	DANCR	54.396873	2.5553787	0.0	0.0
6	52	BHLHE40	54.181274	1.9059167	0.0	0.0
6	53	HSP90B1	53.79605	1.4480468	0.0	0.0
6	54	RBIS	52.508675	2.3056662	0.0	0.0
6	55	C18orf32	52.169407	2.071464	0.0	0.0
6	56	TNFRSF12A	52.112656	2.4253201	0.0	0.0
6	57	CLU	52.081825	1.7981111	0.0	0.0
6	58	P4HA1	52.058895	1.5778121	0.0	0.0
6	59	SRP19	51.818405	1.8955101	0.0	0.0
6	60	CRIP1	51.680134	2.0233138	0.0	0.0
6	61	H19	51.5078	3.9350748	0.0	0.0
6	62	HILPDA	51.34851	2.4089646	0.0	0.0
6	63	SNHG1	50.857246	2.9105697	0.0	0.0
6	64	HK2	50.270477	2.9958868	0.0	0.0
6	65	SEC61B	50.118282	1.3267572	0.0	0.0
6	66	SOX9	50.061726	1.8393312	0.0	0.0
6	67	EIF2S2	49.71214	1.3998597	0.0	0.0
6	68	FGF2	49.69138	1.8859426	0.0	0.0
6	69	LDHA	49.450577	1.0995791	0.0	0.0
6	70	TCEAL2	49.19869	1.7780851	0.0	0.0
6	71	RPS4Y1	48.702797	1.653697	0.0	0.0
6	72	SAP30	48.09766	1.5765624	0.0	0.0
6	73	WWP2	47.937668	1.8653499	0.0	0.0
6	74	SLC7A5	47.79329	2.5378008	0.0	0.0
6	75	MEF2A	47.64054	1.5135814	0.0	0.0
6	76	SELENOK	47.12384	1.382686	0.0	0.0
6	77	METRNL	46.983086	1.5326314	0.0	0.0
6	78	SEPTIN10	46.90891	2.4509273	0.0	0.0
6	79	RYBP	46.598415	1.8681458	0.0	0.0
6	80	BZW1	46.50612	1.223343	0.0	0.0
6	81	CDON	46.24796	1.8203269	0.0	0.0
6	82	EGLN3	45.931393	1.9189677	0.0	0.0
6	83	DNAJB11	45.756065	2.028302	0.0	0.0
6	84	DNAJC3	45.59306	1.5444537	0.0	0.0
6	85	SLC16A3	45.04258	1.7168009	0.0	0.0
6	86	TARS	44.98697	1.886722	0.0	0.0
6	87	GOLGB1	44.770626	1.4395384	0.0	0.0
6	88	GNG10	44.66046	2.1284237	0.0	0.0
6	89	MTFP1	44.483517	3.813976	0.0	0.0
6	90	PAPSS2	44.4444	1.7970401	0.0	0.0
6	91	CILP2	44.440933	1.8142785	0.0	0.0
6	92	BMP2	44.3283	2.640575	0.0	0.0
6	93	NGRN	44.28971	2.0591176	0.0	0.0
6	94	GARS	44.238937	1.7855195	0.0	0.0
6	95	ERRFI1	44.226395	1.6352466	0.0	0.0
6	96	SDF2L1	44.106213	2.0092416	0.0	0.0
6	97	ANKRD37	43.997982	1.6952462	0.0	0.0
6	98	TRAPPC5	43.76248	2.0729582	0.0	0.0
6	99	RBM4	43.742508	1.9113197	0.0	0.0
6	100	SNHG16	43.045177	2.2085276	0.0	0.0
7	1	GLRX	113.915985	3.8488781	0.0	0.0
7	2	SLC25A37	81.46176	2.4536994	0.0	0.0
7	3	GPX3	79.12899	2.4940395	0.0	0.0
7	4	RPS25	78.45901	1.1690977	0.0	0.0
7	5	SOD2	78.12767	2.4744868	0.0	0.0
7	6	RPL21	74.53742	1.1215762	0.0	0.0
7	7	SNHG8	74.40267	1.9117559	0.0	0.0
7	8	RPL13	74.29063	0.91393644	0.0	0.0
7	9	RPS4Y1	72.764854	2.3215208	0.0	0.0
7	10	MT1X	71.94872	2.5461538	0.0	0.0
7	11	RPS27	70.927475	1.0391675	0.0	0.0
7	12	RPL37A	69.58908	1.1159186	0.0	0.0
7	13	RPL34	67.983025	1.0216349	0.0	0.0
7	14	RPL41	67.87002	0.952791	0.0	0.0
7	15	MMP3	66.640434	3.4806101	0.0	0.0
7	16	NNMT	66.46761	1.6418544	0.0	0.0
7	17	PNRC1	65.994026	1.4537361	0.0	0.0
7	18	RPS27A	65.297295	0.97728115	0.0	0.0
7	19	SLC39A14	65.213554	1.928797	0.0	0.0
7	20	RPS23	62.544224	0.88803685	0.0	0.0
7	21	EIF1	61.991573	0.93136376	0.0	0.0
7	22	RPL24	61.637104	1.0137863	0.0	0.0
7	23	RPS20	61.495026	1.2358286	0.0	0.0
7	24	SAT1	60.849213	1.6457027	0.0	0.0
7	25	YBX3	60.84184	1.345615	0.0	0.0
7	26	IFITM2	59.45385	1.5868472	0.0	0.0
7	27	EPB41L4A-AS1	59.36059	1.6537312	0.0	0.0
7	28	RPS6	59.04624	0.90543264	0.0	0.0
7	29	RPL36AL	57.413174	1.2076297	0.0	0.0
7	30	BNIP3	56.859554	1.960696	0.0	0.0
7	31	RPL30	56.484833	0.8604641	0.0	0.0
7	32	RPL32	56.45829	0.8545657	0.0	0.0
7	33	RPL26	56.02343	0.8945086	0.0	0.0
7	34	TAF1D	55.716393	1.6134926	0.0	0.0
7	35	RPL22	55.53325	0.9063402	0.0	0.0
7	36	RPL9	54.744114	0.863696	0.0	0.0
7	37	RPL11	54.46689	0.73583955	0.0	0.0
7	38	RPL35A	54.18508	0.89386624	0.0	0.0
7	39	RPL23A	54.05925	0.8917623	0.0	0.0
7	40	GALNT15	53.530228	1.8755476	0.0	0.0
7	41	RPL37	53.4287	0.8616777	0.0	0.0
7	42	RPL19	52.477562	0.79317397	0.0	0.0
7	43	NUPR1	52.307354	1.2985852	0.0	0.0
7	44	RPS12	50.853	0.77904344	0.0	0.0
7	45	RPS2	50.421192	0.77164096	0.0	0.0
7	46	TMOD1	50.39102	2.3434224	0.0	0.0
7	47	RPS18	50.01505	0.80886984	0.0	0.0
7	48	AL078639.1	49.662857	1.9624072	0.0	0.0
7	49	COX7C	49.494167	1.0241988	0.0	0.0
7	50	RPS28	49.49092	0.7714351	0.0	0.0
7	51	CHI3L1	49.485397	2.5536203	0.0	0.0
7	52	TPT1	49.34999	0.7507624	0.0	0.0
7	53	TXNIP	49.27197	1.653219	0.0	0.0
7	54	CIRBP	48.90848	1.1328601	0.0	0.0
7	55	RPS3A	48.696426	0.7865452	0.0	0.0
7	56	RPL18	48.278397	0.7917588	0.0	0.0
7	57	RSL24D1	48.230934	1.2640418	0.0	0.0
7	58	RPL35	48.03561	0.8348777	0.0	0.0
7	59	RPS13	47.67223	0.7963815	0.0	0.0
7	60	RPS21	47.443474	0.92641634	0.0	0.0
7	61	SEPT11	47.405254	2.1108367	0.0	0.0
7	62	RPS11	47.340767	0.8468423	0.0	0.0
7	63	NPM1	47.338795	1.0136063	0.0	0.0
7	64	RPL7	47.214237	0.84154767	0.0	0.0
7	65	H2AFJ	47.1804	1.2632521	0.0	0.0
7	66	RPL39	46.892185	0.8436484	0.0	0.0
7	67	RPL8	46.828133	0.6952965	0.0	0.0
7	68	RPL13A	46.716248	0.8203644	0.0	0.0
7	69	FAU	46.60331	0.7537259	0.0	0.0
7	70	NACA	46.30501	0.74798214	0.0	0.0
7	71	SLPI	45.937954	2.5191584	0.0	0.0
7	72	APOD	45.90152	2.3845227	0.0	0.0
7	73	RPS14	45.885464	0.7913418	0.0	0.0
7	74	RPS3	45.842278	0.79134434	0.0	0.0
7	75	RPL38	45.58195	0.9338142	0.0	0.0
7	76	SNHG12	45.388897	1.5581361	0.0	0.0
7	77	RPL36	45.148384	0.8322029	0.0	0.0
7	78	RPLP2	45.088955	0.7157445	0.0	0.0
7	79	ERRFI1	44.343227	1.5472503	0.0	0.0
7	80	PHC2	44.06929	1.8447522	0.0	0.0
7	81	RPS10	43.81617	1.0817351	0.0	0.0
7	82	DDIT4	42.684944	1.5918595	0.0	0.0
7	83	RPL12	42.44381	0.6759327	0.0	0.0
7	84	CCNI	42.130333	0.9345943	0.0	0.0
7	85	EEF1A1	42.068233	0.53916985	0.0	0.0
7	86	RPS16	41.79295	0.710975	0.0	0.0
7	87	CDA	41.678474	1.652055	0.0	0.0
7	88	TOMM7	41.122517	0.8453206	0.0	0.0
7	89	EIF3E	40.542274	0.9405021	0.0	0.0
7	90	RPL18A	40.516884	0.63205546	0.0	0.0
7	91	RPS5	39.557133	0.7407714	0.0	0.0
7	92	RPL31	39.540165	0.92254007	0.0	0.0
7	93	EEF1B2	39.32622	0.8693532	0.0	0.0
7	94	GABARAPL1	39.258244	1.3856394	0.0	0.0
7	95	RPS19	39.210327	0.6574834	0.0	0.0
7	96	NDRG1	38.54276	1.2085675	3.438376452226657e-307	4.627764137672949e-305
7	97	CCNB1IP1	38.312683	1.3414134	5.009692102022348e-304	6.648974684295217e-302
7	98	AL118516.1	38.162663	1.4195831	6.126747928052361e-301	7.965605877614743e-299
7	99	RPS15A	37.33347	0.65881354	9.987338679671223e-290	1.2080887142144076e-287
7	100	UQCRB	37.301582	0.82478243	4.067608673838506e-289	4.904740503116816e-287
8	1	GAS5	111.96746	3.5357668	0.0	0.0
8	2	SNHG5	111.77379	3.4810112	0.0	0.0
8	3	RPL17	109.44136	3.511975	0.0	0.0
8	4	SNHG6	106.52306	3.4535902	0.0	0.0
8	5	GABARAP	102.85872	3.076532	0.0	0.0
8	6	LINC01578	96.361176	3.2058816	0.0	0.0
8	7	EEF1G	93.977486	3.0435185	0.0	0.0
8	8	SNHG29	88.99973	2.9749143	0.0	0.0
8	9	RPS17	82.97137	2.51587	0.0	0.0
8	10	RNASE4	79.638794	3.046828	0.0	0.0
8	11	DANCR	77.22485	3.2944775	0.0	0.0
8	12	RNASEK	74.8061	2.4466798	0.0	0.0
8	13	RBIS	74.41787	2.9531355	0.0	0.0
8	14	SERPINA3	73.97515	3.9656029	0.0	0.0
8	15	RPL36A	73.813255	1.9340366	0.0	0.0
8	16	NME2	72.07202	2.490583	0.0	0.0
8	17	ATP6V0C	70.48026	2.6227446	0.0	0.0
8	18	MRPS24	70.363525	2.7736285	0.0	0.0
8	19	SEPTIN7	65.836006	2.3770728	0.0	0.0
8	20	EIF4A1	65.3009	1.7369944	0.0	0.0
8	21	MAGI2-AS3	65.137535	2.6731524	0.0	0.0
8	22	CIAO2B	63.184425	2.5803354	0.0	0.0
8	23	SNHG16	62.39345	2.895658	0.0	0.0
8	24	POLD4	61.04577	2.7174854	0.0	0.0
8	25	LINC00632	57.878216	2.3392231	0.0	0.0
8	26	TOMM6	57.663322	2.3437607	0.0	0.0
8	27	SEPTIN11	57.27372	3.0409937	0.0	0.0
8	28	CCN1	56.933197	2.7119994	0.0	0.0
8	29	CAST	55.50951	1.3946521	0.0	0.0
8	30	SNHG1	53.487896	3.0100336	0.0	0.0
8	31	PNRC1	53.468334	1.2183352	0.0	0.0
8	32	ZBTB16	53.408035	2.0422413	0.0	0.0
8	33	ZFAND5	52.775654	1.6163752	0.0	0.0
8	34	RPS20	52.210823	1.0665132	0.0	0.0
8	35	DDX39B	51.657814	2.028742	0.0	0.0
8	36	ECRG4	51.60486	2.584457	0.0	0.0
8	37	CCN5	50.720093	3.5554574	0.0	0.0
8	38	GALNT15	50.635426	1.9057782	0.0	0.0
8	39	SNHG32	50.309673	2.1824815	0.0	0.0
8	40	ARL6IP1	49.840797	1.5649849	0.0	0.0
8	41	EIF4EBP3	48.259655	3.5059695	0.0	0.0
8	42	SEPTIN1	48.218716	3.3502994	0.0	0.0
8	43	TRAPPC5	47.63089	2.1739283	0.0	0.0
8	44	TMEM35B	46.485466	2.3715942	0.0	0.0
8	45	SOD2	46.427124	1.6577562	0.0	0.0
