fibro_leiden	rank	gene	score	logfoldchanges	pvals	pvals_adj
3	70	MT-CO3	35.76572	1.3747687	4.4049161339249184e-249	1.5590140213254267e-246
3	71	FYN	35.590733	2.1762908	7.173872961226643e-250	2.5627487857002543e-247
3	72	MT-CO1	35.480232	1.4430312	4.106971782764538e-248	1.440228343343043e-245
3	73	EEF1A1	35.281723	0.61791974	5.205654717860621e-247	1.808917690322767e-244
3	74	ANTXR2	35.164383	2.4742281	2.2634989686936646e-241	7.72499862315595e-239
3	75	SDC2	34.813534	1.4036585	9.124911019700806e-243	3.1422576470003933e-240
3	76	MT-ND3	34.709324	1.3456794	1.5469472049601536e-233	4.9689504170081436e-231
3	77	RAMP2	34.54283	2.4714162	1.3923372224147453e-233	4.510228643184849e-231
3	78	KLF9	34.387108	1.3341013	1.1791293020113004e-237	3.919220733919996e-235
3	79	FBLN5	34.31213	2.7528923	4.574921393427255e-229	1.4333753716587164e-226
3	80	FBLN1	34.142708	1.8181453	2.215452330569759e-233	7.056954156974873e-231
3	81	FTH1	34.140324	0.79979116	9.719416231879361e-234	3.175341590148348e-231
3	82	EIF5A	33.616764	1.3236423	5.934373554066291e-228	1.829318505892177e-225
3	83	PABPC1	33.578094	1.1289246	2.0981604494802755e-227	6.416006801674725e-225
3	84	NEAT1	33.577644	1.0389272	3.4327280834324654e-226	1.0331700650482092e-223
3	85	HEXB	33.39728	1.5885961	3.25096910535742e-224	9.558849467937079e-222
3	86	RARRES2	32.988823	2.7541766	1.4340523435574492e-214	3.943540775549636e-212
3	87	KLF4	32.9538	1.3536867	9.078404862060313e-220	2.628885965510556e-217
3	88	LHFPL6	32.873947	1.463802	9.524627749857808e-219	2.7373636925606383e-216
3	89	CFH	32.84453	1.7944678	1.5224523130778888e-218	4.342852030976808e-216
3	90	FADS3	32.837082	1.8634452	2.2742672939285113e-216	6.345371754972512e-214
3	91	XIST	32.79925	1.5954015	1.0865692848899854e-217	3.076520321898874e-215
3	92	LGALS3BP	32.391487	2.665185	4.6160308042828695e-208	1.2085148045404685e-205
3	93	MT-ATP6	32.3525	1.2372727	1.8921658139364064e-205	4.758299083677973e-203
3	94	PPP2R1A	32.290707	1.6872238	9.880749460748289e-211	2.6411312404730252e-208
3	95	GABARAPL1	32.153053	1.4459589	4.910202007897508e-210	1.3033858440963497e-207
3	96	PDGFD	32.14632	2.2562985	2.8598592468297534e-207	7.436412234749694e-205
3	97	LAMC1	32.084538	2.0101004	6.795971252278816e-207	1.7434174842087616e-204
3	98	TXNIP	31.933939	1.3774643	5.343365479380836e-207	1.3800324465125209e-204
3	99	LAMA2	31.893064	2.466701	4.0635478463643456e-203	9.956734158937868e-201
3	100	PTGER4	31.580456	2.5032954	1.2572396622628446e-198	2.843593423096744e-196
3	101	SGCE	31.556538	1.8654863	5.344159441217029e-201	1.2609577190190107e-198
3	102	FKBP1A	31.468832	1.4590008	1.4044566226644383e-201	3.3344068288649377e-199
3	103	MT-ND5	31.108456	1.0623792	1.9905223200551298e-194	4.398018795479033e-192
3	104	TFPI	30.843956	2.302189	8.779004287443622e-192	1.8642703326846946e-189
3	105	FTL	30.835154	0.67148876	2.0641646061070493e-194	4.5345188450480375e-192
3	106	CAVIN1	30.749685	1.1567222	1.3497338072086745e-193	2.94812714552825e-191
3	107	RBMS1	30.667732	1.3752717	2.3543576842557796e-192	5.113236825170052e-190
3	108	MFAP4	30.631447	2.1350129	8.985212503745913e-190	1.8870921029845265e-187
3	109	PDK4	30.287207	1.8644714	8.60206598245939e-187	1.7773263249379878e-184
3	110	CAPN2	30.028412	1.4449629	5.90283520373944e-185	1.2065773948007292e-182
3	111	ACADVL	29.860012	1.3664203	7.984900075083224e-183	1.5979833532459746e-180
3	112	NFIA	29.848055	1.3552896	3.4613623430343308e-183	7.000376412706046e-181
3	113	COL6A2	29.795187	1.0602267	8.642708691232228e-182	1.7028809124415498e-179
3	114	LAPTM4A	29.781439	0.73567384	6.825943962094519e-182	1.351890580347673e-179
3	115	ADAMTS1	29.736145	1.8903189	1.7565202978066307e-180	3.408184358546226e-178
3	116	ADAMTS5	29.635336	2.0359144	6.393311743467008e-179	1.2218897404114145e-176
3	117	MID1IP1	29.626886	1.9990312	9.849215098741568e-178	1.8637445442291967e-175
3	118	RPS26	29.552927	0.84064984	3.515758137889599e-176	6.5236086923636905e-174
3	119	SCP2	29.516077	1.369561	4.7084561414656125e-179	9.089698361180887e-177
3	120	TRIM8	29.505037	1.7132922	7.23364543261818e-178	1.3756162339124245e-175
4	1	GLRX	107.50338	3.7008286	0.0	0.0
4	2	RPS25	79.95218	1.1782501	0.0	0.0
4	3	RPL21	78.0386	1.1646863	0.0	0.0
4	4	RPL13	76.527565	0.9249061	0.0	0.0
4	5	SLC25A37	76.229576	2.2887511	0.0	0.0
4	6	RPS4Y1	75.25604	2.435596	0.0	0.0
4	7	RPL37A	73.43591	1.1734322	0.0	0.0
4	8	RPS27	73.39973	1.0681636	0.0	0.0
4	9	SNHG8	73.25471	1.8768457	0.0	0.0
4	10	SOD2	71.29284	2.2911675	0.0	0.0
4	11	RPL34	71.17757	1.0492727	0.0	0.0
4	12	GPX3	68.26831	2.110356	0.0	0.0
4	13	RPL41	67.6272	0.94692224	0.0	0.0
4	14	RPS27A	66.90732	0.99105936	0.0	0.0
4	15	RPS23	63.93242	0.90192175	0.0	0.0
4	16	PNRC1	63.494835	1.4149907	0.0	0.0
4	17	RPS20	63.050568	1.2769696	0.0	0.0
4	18	RPL24	62.56625	1.0168895	0.0	0.0
4	19	MT1X	61.921734	2.0522363	0.0	0.0
4	20	RPS6	61.38106	0.9344617	0.0	0.0
4	21	RPL26	61.037647	0.9573076	0.0	0.0
4	22	MMP3	60.418385	3.2164764	0.0	0.0
4	23	SAT1	60.293953	1.6226597	0.0	0.0
4	24	NNMT	59.452473	1.2432506	0.0	0.0
4	25	RPL32	59.129585	0.88227576	0.0	0.0
4	26	EIF1	58.442806	0.872489	0.0	0.0
4	27	RPL36AL	58.09312	1.2078612	0.0	0.0
4	28	IFITM2	57.98815	1.5763429	0.0	0.0
4	29	SLC39A14	57.81177	1.6920589	0.0	0.0
4	30	RPL30	57.549847	0.8691977	0.0	0.0
4	31	RPL23A	57.196407	0.93520105	0.0	0.0
4	32	RPL22	57.15456	0.9249735	0.0	0.0
4	33	YBX3	56.541424	1.2316918	0.0	0.0
4	34	RPL35A	56.460484	0.91653067	0.0	0.0
4	35	RPL11	56.387947	0.7540345	0.0	0.0
4	36	RPL9	56.38048	0.8881196	0.0	0.0
4	37	EPB41L4A-AS1	56.228264	1.5688691	0.0	0.0
4	38	RPL37	56.166607	0.90156406	0.0	0.0
4	39	RPS28	54.06578	0.8344786	0.0	0.0
4	40	TAF1D	53.953518	1.5855215	0.0	0.0
4	41	RPS2	53.899166	0.82234365	0.0	0.0
4	42	RPL19	53.770496	0.81032866	0.0	0.0
4	43	RPS12	53.540184	0.8111482	0.0	0.0
4	44	RPS18	53.484394	0.86063987	0.0	0.0
4	45	TPT1	52.585243	0.80623883	0.0	0.0
4	46	BNIP3	52.193634	1.791846	0.0	0.0
4	47	RPL35	52.02504	0.8997023	0.0	0.0
4	48	RPS3A	50.752014	0.81594676	0.0	0.0
4	49	RPL18	50.551727	0.82146496	0.0	0.0
4	50	FAU	49.90094	0.79965967	0.0	0.0
4	51	RPS21	49.840446	0.9778196	0.0	0.0
4	52	RPL13A	49.46878	0.87349147	0.0	0.0
4	53	COX7C	49.411736	1.0214598	0.0	0.0
4	54	RPLP2	49.22562	0.7777122	0.0	0.0
4	55	RPL38	49.121048	1.0152901	0.0	0.0
4	56	TXNIP	48.91482	1.671583	0.0	0.0
4	57	RPS14	48.81496	0.8413214	0.0	0.0
4	58	RPS11	48.68496	0.8744693	0.0	0.0
4	59	RPS13	48.28743	0.80181855	0.0	0.0
4	60	TMOD1	48.166367	2.2388346	0.0	0.0
4	61	RPL39	47.98431	0.85612077	0.0	0.0
4	62	RPS3	47.94672	0.819737	0.0	0.0
4	63	RPL7	47.8786	0.8485721	0.0	0.0
4	64	NACA	47.777206	0.76615995	0.0	0.0
4	65	GALNT15	46.820526	1.6400282	0.0	0.0
4	66	NPM1	46.736767	0.9982382	0.0	0.0
4	67	AL078639.1	46.454338	1.827211	0.0	0.0
4	68	RPL36	46.211056	0.8445594	0.0	0.0
4	69	RSL24D1	45.852077	1.201797	0.0	0.0
4	70	RPS10	45.74749	1.1335725	0.0	0.0
4	71	RPL8	45.534775	0.6712769	0.0	0.0
4	72	NUPR1	45.292076	1.0941029	0.0	0.0
4	73	CIRBP	45.07679	1.0382732	0.0	0.0
4	74	RPS16	44.876595	0.76635855	0.0	0.0
4	75	SEPT11	44.702717	2.025812	0.0	0.0
4	76	RPS19	44.00673	0.7305564	0.0	0.0
4	77	H2AFJ	43.392944	1.1541303	0.0	0.0
4	78	CHI3L1	42.988304	2.2574568	0.0	0.0
4	79	RPL12	42.52689	0.67579734	0.0	0.0
4	80	SNHG12	42.295208	1.4672536	0.0	0.0
4	81	RPL31	42.254486	0.9916607	0.0	0.0
4	82	PHC2	42.12754	1.7924062	0.0	0.0
4	83	RPL18A	41.92427	0.65244323	0.0	0.0
4	84	EEF1A1	41.80608	0.5444002	0.0	0.0
4	85	RPL27A	41.131668	0.9304736	0.0	0.0
4	86	APOD	40.67365	2.1383152	0.0	0.0
4	87	SLPI	40.480965	2.2336533	0.0	0.0
4	88	TOMM7	40.17201	0.82629985	0.0	0.0
4	89	RPS5	40.153652	0.74480504	0.0	0.0
4	90	RPS15A	40.10063	0.7027591	0.0	0.0
4	91	UQCRB	39.739002	0.878936	0.0	0.0
4	92	EEF1B2	39.728565	0.88074666	0.0	0.0
4	93	EIF3E	39.403023	0.91018045	0.0	0.0
4	94	ERRFI1	38.841408	1.362227	0.0	0.0
4	95	RPS9	38.436836	0.63488674	1.5368147181446146e-305	1.9323422956039388e-303
4	96	RPL23	38.12859	0.89363295	6.0078382481032715e-301	7.407858361145143e-299
4	97	CDA	37.850803	1.491542	1.5599428724989669e-295	1.8750709546666828e-293
4	98	UBA52	37.309464	0.6621035	1.691966373952704e-288	1.9363390023343759e-286
4	99	RPL7A	36.915276	0.5822293	4.1599654038168737e-283	4.6090005100143826e-281
4	100	CCNI	36.810883	0.811158	1.6368838054624575e-281	1.803119497982622e-279
4	101	AL118516.1	36.440723	1.3673495	2.3838144964668206e-275	2.510163231761646e-273
4	102	PFDN5	36.30554	0.7091188	4.4981843030581e-274	4.6849753896483055e-272
4	103	RPL3	36.18055	0.57794034	1.2410051027064412e-272	1.2820588931311083e-270
4	104	GABARAPL1	36.14113	1.2885761	3.1898340974173767e-271	3.27764028332478e-269
4	105	RPL29	36.071644	0.6256505	7.275019215029325e-271	7.455236849203241e-269
4	106	RPL15	35.974243	0.6158093	1.1585550568205456e-269	1.180922893117561e-267
4	107	DDIT4	35.868244	1.36436	4.799838338835661e-268	4.85367779533477e-266
4	108	RPL14	35.71447	0.5183097	4.966148431856437e-266	4.98231122465303e-264
4	109	POLR1D	35.711243	1.0776234	1.3458256843747508e-265	1.3466712293073424e-263
4	110	RPLP1	35.120697	0.49452242	1.1325837142469637e-257	1.0904755640648852e-255
4	111	EIF1AY	34.867134	2.1175063	2.3052313372898495e-250	2.1181529479944042e-248
4	112	CCNB1IP1	34.79784	1.2211596	4.158889135776493e-253	3.915501929209869e-251
4	113	NAMPT	34.505623	1.3007555	2.415710227822964e-248	2.1933042220499994e-246
4	114	NDRG1	33.950695	1.0712765	2.6312155527829205e-241	2.322761738789246e-239
4	115	PTP4A1	33.81865	1.7829374	3.178069193428895e-237	2.711574036822011e-235
4	116	RPL5	33.77503	0.5993283	3.539867296775476e-239	3.0821842266958043e-237
4	117	HMGB2	33.640236	1.2018514	8.545526664731733e-237	7.274926753512378e-235
4	118	GSTO1	33.51796	0.9855687	2.933325563183812e-235	2.475131044749184e-233
4	119	ANP32B	33.22498	0.9210786	7.579488639936657e-232	6.177364046331318e-230
4	120	PRDX6	32.85208	0.8624304	1.0760885533832623e-226	8.428772308303651e-225
5	1	CFD	70.49536	4.6951113	0.0	0.0
5	2	MTRNR2L1	58.59619	4.5430546	0.0	0.0
5	3	MGST1	56.994457	3.19481	0.0	0.0
5	4	IFITM2	51.420856	2.017458	0.0	0.0
5	5	PLA2G2A	49.129982	3.820502	0.0	0.0
5	6	PLIN2	46.246216	3.612955	0.0	0.0
5	7	MTRNR2L8	45.274044	2.6799698	0.0	0.0
5	8	MT-ND1	42.502026	1.7837563	0.0	0.0
5	9	DEPP1	42.002464	2.8635046	0.0	0.0
5	10	MT-ND4	41.17002	1.6580569	9.72554067765566e-309	1.429804103318115e-305
5	11	MT-CO1	38.52753	1.692427	2.287660242118353e-276	2.7326101592103724e-273
5	12	MT-CO3	37.880424	1.6424412	1.2320826219876708e-268	1.3455750326530493e-265
5	13	MT-CYB	37.17713	1.6597712	3.847418711751052e-259	3.974695482107357e-256
5	14	IFITM3	37.14177	1.3658962	4.9476498976372045e-266	5.253304713535681e-263
5	15	MT-ND3	36.846737	1.6640416	4.037157191224511e-256	3.857907411934143e-253
5	16	MT-ND2	36.358967	1.4727129	3.027594798833262e-252	2.755399609300062e-249
5	17	NUPR1	36.2521	1.3382906	1.0652825341888829e-255	9.931551118740454e-253
5	18	RARRES1	36.084927	3.881966	1.9085559021916364e-238	1.4304439373602571e-235
5	19	ADM	36.046112	2.0542316	3.074414994498841e-251	2.7329404360400857e-248
5	20	MTRNR2L12	35.881844	1.7752074	9.608972787252179e-251	8.347576723180164e-248
5	21	MT-ATP6	35.1238	1.5693618	5.555472279366596e-235	3.932451340861274e-232
5	22	IGFBP4	35.036922	2.2557914	1.4656122416433733e-240	1.120431246491526e-237
5	23	FGF7	34.453957	2.9412856	1.7673939486718932e-225	1.1259477715672407e-222
5	24	GLRX	34.217087	2.000951	8.991663868954143e-231	6.137452852266128e-228
5	25	C11orf96	33.852108	2.5729685	6.5360255343577375e-223	4.0295651616982286e-220
5	26	ZFP36L2	33.211723	1.8019806	2.373116006453419e-218	1.3955382497027e-215
5	27	CEBPD	31.031908	1.3460568	3.5440758987613793e-193	1.8557363993733557e-190
5	28	RPS4Y1	30.962265	1.7220429	1.1232429355775384e-192	5.802005131015652e-190
5	29	GYPC	30.150097	1.6351997	9.268848784863859e-182	4.4847148854764064e-179
5	30	PTMA	29.990822	0.8068624	8.757765932189323e-182	4.2917544229744184e-179
5	31	RPS2	29.923096	0.7261765	5.289667878712811e-181	2.5274033124489813e-178
5	32	GLUL	28.630749	1.7792033	1.634033222762851e-166	6.574661674409181e-164
5	33	SFRP1	28.088388	2.5254374	1.045472732246984e-159	3.6329227015826104e-157
5	34	SEPT11	27.852121	1.9409587	4.072381052782232e-157	1.3419197703581728e-154
5	35	MT-CO2	27.719692	1.2159384	6.2715181860113745e-155	2.0144748835470487e-152
5	36	RPL27A	27.447083	1.0199611	1.3574987679028028e-154	4.324086075359728e-152
5	37	RPLP0	26.572004	0.77197176	1.3495660416588152e-145	4.030141591903637e-143
5	38	RPL39	26.568953	0.8165239	1.9006851931229093e-145	5.631921769141867e-143
5	39	H3F3B	26.283436	0.7221171	1.2305946789019438e-142	3.4085689135034707e-140
5	40	GDF15	25.892881	4.078465	5.733606814659474e-133	1.378373502412225e-130
5	41	ZFP36L1	25.69737	1.28141	9.74640331903807e-137	2.534330071203477e-134
5	42	WISP2	25.610748	2.246219	3.285930451511068e-135	8.209242194677061e-133
5	43	C1R	25.375994	1.3107624	1.1769385808764076e-133	2.8654331411095414e-131
5	44	GPX3	25.100805	1.3164349	4.293783450124212e-129	9.827878957936998e-127
5	45	CEBPB	25.02947	1.2372148	5.093491687394782e-130	1.1944394249017066e-127
5	46	CP	24.963459	1.6241461	2.442363147008213e-129	5.623908971761563e-127
5	47	TMEM176A	24.253975	2.7932627	2.834517833998806e-120	5.9205797643043914e-118
5	48	MAOA	24.20646	2.5157325	7.498926282188662e-120	1.5410696677977388e-117
5	49	RPL21	23.93129	0.5998272	6.245679049854342e-120	1.2974719347914804e-117
5	50	RPLP2	23.588253	0.6260513	1.1687274958891616e-116	2.268962541376022e-114
5	51	RPS27	23.559238	0.5674877	1.8825769584188277e-116	3.634324326191983e-114
5	52	RPL13	23.514645	0.47149822	4.784430652940217e-116	9.053469172177568e-114
5	53	MT-ND5	23.405586	0.99085236	9.15722404538451e-115	1.724264689215653e-112
5	54	SERPINF1	22.960247	1.684331	7.285228190926251e-111	1.3012643101400235e-108
5	55	TFPI	22.612732	2.0738552	1.569160923915312e-106	2.5853278946439175e-104
5	56	APOD	22.60899	2.0269368	1.3792310553585862e-107	2.3224549718073394e-105
5	57	TMEM176B	22.580547	2.5216098	7.508128910495497e-106	1.210931305800759e-103
5	58	DTWD1	22.576122	1.504141	9.41096610936378e-107	1.5572500803650265e-104
5	59	HIST1H1C	22.529566	1.5982659	2.2895907487253326e-106	3.74005627261868e-104
5	60	NR1D1	22.459332	1.2956258	2.8473145814524137e-106	4.63130861963562e-104
5	61	REV3L	22.058426	1.4329737	1.903349908765708e-102	2.93361479486534e-100
5	62	RPL37A	21.830585	0.5886123	5.6887054840302306e-101	8.493948375842638e-99
5	63	MT-ND4L	21.704458	1.0284956	6.867900455918759e-100	1.0058184943564698e-97
5	64	CYB5A	21.628332	1.4910096	2.3153019736433534e-98	3.3522766151721034e-96
5	65	GABARAPL1	20.998642	1.1791466	1.0403569938737126e-93	1.4002325962615772e-91
5	66	MMP2	20.955292	1.5470885	1.8198097965257028e-93	2.423707653742107e-91
5	67	BST2	20.953468	2.462621	4.8031282367628135e-92	6.244720194626592e-90
5	68	DDIT4	20.914734	1.3308287	3.4327483405451583e-93	4.556019880867991e-91
5	69	IGF1	20.668573	2.0606532	2.764914256933215e-90	3.4879895233338356e-88
5	70	GADD45A	20.217653	1.3458997	8.569786590490912e-87	1.049908726393989e-84
5	71	DAB2	20.174097	1.0861317	5.90674251910377e-87	7.259785403544133e-85
5	72	IER5L	20.05359	1.1245236	7.082011847533117e-86	8.593740344765267e-84
5	73	TXNIP	20.02733	1.0363317	7.066125850013341e-86	8.593740344765267e-84
5	74	RPS12	19.977905	0.4907825	1.7103600527313788e-85	2.068886159987475e-83
5	75	AAED1	19.759005	1.7512841	5.582716011530267e-83	6.525802349380212e-81
5	76	FTH1	19.635355	0.6069685	1.0409886983773496e-82	1.213132683133409e-80
5	77	RPS20	19.603403	0.687354	1.7219244711741034e-82	2.0005726743513353e-80
5	78	RPL13A	19.569633	0.57757443	3.245283156954029e-82	3.747664755027516e-80
5	79	PCDH18	19.223135	2.0349271	1.3548033760844154e-78	1.4670256160750906e-76
5	80	RPS28	19.168785	0.4846898	4.334623589258628e-79	4.733904345023479e-77
5	81	FTL	18.886951	0.50289154	6.621970046853245e-77	7.130089663969533e-75
5	82	G0S2	18.875673	2.395573	1.9829616151265983e-75	2.0823276037527224e-73
5	83	RPL41	18.56687	0.40387455	1.9819492083236786e-74	2.0530630498364306e-72
5	84	NAMPT	18.553143	1.101514	3.047924975651936e-74	3.14875362890053e-72
5	85	MEDAG	18.196882	1.2345753	1.5283440671861264e-71	1.5095458300806848e-69
5	86	EBF1	18.114357	1.3565109	6.7439456431711354e-71	6.609758417040345e-69
5	87	APBB1IP	18.064644	1.8539119	4.002142082083302e-70	3.892566894288858e-68
5	88	FGL2	17.966309	1.795938	1.3954254487381223e-69	1.3469379381961108e-67
5	89	RPL23	17.909695	0.71093535	1.5243253362821447e-69	1.4676526864999673e-67
5	90	TPT1	17.879538	0.44005677	2.4450382413102983e-69	2.3482196416041416e-67
5	91	RPL35	17.839895	0.5394154	5.32146048109632e-69	5.097932466902901e-67
5	92	RPL12	17.521822	0.4521598	9.529389158171969e-67	8.841052698591392e-65
5	93	TSHZ2	17.50844	1.6257151	2.663586563544917e-66	2.4533236820467684e-64
5	94	CXCL12	17.304235	1.6314918	4.302017699596457e-65	3.887478121734633e-63
5	95	TGFBR3	17.220425	1.0351526	1.6464987125779794e-64	1.4636224834786205e-62
5	96	EFEMP1	17.085611	1.2714546	1.288318192790067e-63	1.1243076392969754e-61
5	97	SRPX	17.013887	1.9766016	1.1750669387313414e-62	1.0003509725181914e-60
5	98	ADH5	16.938288	1.0043943	1.5539554487215429e-62	1.317037540397611e-60
5	99	TAGLN	16.90119	1.5780185	3.3415704379463477e-62	2.807212932309037e-60
5	100	SERPING1	16.822683	0.736827	9.120028356038858e-62	7.594857600898242e-60
5	101	TMEM196	16.743769	2.0663733	9.891723999785981e-61	7.960026487743566e-59
5	102	AKR1C1	16.727089	1.2342663	5.222704677043948e-61	4.256559990945158e-59
5	103	PLTP	16.722584	1.3566139	5.1840439057382045e-61	4.234078937028571e-59
5	104	ADH1B	16.565672	3.129989	2.7710797894526337e-59	2.1794599562147627e-57
5	105	C3	16.475489	1.9993203	4.502533968314386e-59	3.5195267567453804e-57
5	106	PQLC2L	16.397839	3.0120115	4.83364356249294e-58	3.7250240228373014e-56
5	107	IFI16	16.193687	0.904776	1.7859545684015458e-57	1.3653265484516138e-55
5	108	PLPP1	16.181684	1.1915181	2.867998921065728e-57	2.183792644597936e-55
5	109	LVRN	16.070566	3.2768667	8.571391901216358e-56	6.252535954810955e-54
5	110	KCNJ15	16.039589	2.1749632	6.541002202922212e-56	4.808139773163435e-54
5	111	BASP1	16.010122	1.3062848	3.3314682172413744e-56	2.482300996799889e-54
5	112	ACADVL	15.961234	0.9249042	7.234161546478955e-56	5.307458559551086e-54
5	113	RPS16	15.9431925	0.4557578	7.590557328197243e-56	5.547637921854903e-54
5	114	STEAP1	15.866972	1.1329252	3.584177626011424e-55	2.570386596185003e-53
5	115	NDRG1	15.854414	0.83020586	3.3134051694782586e-55	2.3851525272718824e-53
5	116	UBA52	15.786345	0.4565362	8.754087855701793e-55	6.242840563364652e-53
5	117	DUSP1	15.703551	0.7566285	2.814250844074169e-54	1.9701817630749274e-52
5	118	RSPO3	15.68969	2.1134694	9.123802700303126e-54	6.261189127762778e-52
5	119	KHDRBS3	15.612937	1.7095426	2.216600318391831e-53	1.49430918113244e-51
5	120	AGTR1	15.423179	2.0741813	4.162995486940096e-52	2.729439785468237e-50
6	1	SNHG5	80.1775	3.4031844	0.0	0.0
6	2	RPL17	75.44007	3.238795	0.0	0.0
6	3	GAS5	74.66616	3.2459705	0.0	0.0
6	4	LINC01578	73.466675	3.2314143	0.0	0.0
6	5	RNASE4	71.99784	3.2425191	0.0	0.0
6	6	GABARAP	69.868286	2.8634064	0.0	0.0
6	7	CCN5	68.75934	4.8189797	0.0	0.0
6	8	EEF1G	65.19843	2.877638	0.0	0.0
6	9	SNHG6	63.920177	2.9180496	0.0	0.0
6	10	SNHG29	61.930283	2.818894	0.0	0.0
6	11	RPS17	60.76136	2.4648516	0.0	0.0
6	12	CCN1	56.853756	3.2193198	0.0	0.0
6	13	MT-ND2	55.110294	1.9242074	0.0	0.0
6	14	RPL36A	54.60692	1.8986778	0.0	0.0
6	15	EIF4A1	54.18457	1.8832482	0.0	0.0
6	16	NME2	54.032005	2.4975789	0.0	0.0
6	17	SEPTIN11	53.720802	3.4916224	0.0	0.0
6	18	ZFAND5	53.500416	2.0040605	0.0	0.0
6	19	SEPTIN7	51.49182	2.4563773	0.0	0.0
6	20	RNASEK	50.84581	2.2799482	0.0	0.0
6	21	DANCR	49.116196	2.8541863	0.0	0.0
6	22	GSN	48.35609	1.9677107	0.0	0.0
6	23	PLPP3	48.072388	2.3714528	0.0	0.0
6	24	ARID5B	47.729546	1.9331405	0.0	0.0
6	25	RBIS	46.441803	2.5754042	0.0	0.0
6	26	MAN1A1	46.15829	2.0237186	0.0	0.0
6	27	MAGI2-AS3	45.971325	2.452695	0.0	0.0
6	28	ZFP36L2	45.83674	2.079703	0.0	0.0
6	29	CEBPD	45.756317	1.6343639	0.0	0.0
6	30	ATP6V0C	45.06974	2.3288627	0.0	0.0
6	31	CAST	44.68101	1.470818	0.0	0.0
6	32	SELENOP	44.31056	2.2656903	0.0	0.0
6	33	LAMA2	44.034492	3.1117275	0.0	0.0
6	34	ZBTB16	43.937828	2.1108155	0.0	0.0
6	35	TMEM35B	43.854485	2.7556903	0.0	0.0
6	36	GLUL	43.672276	2.103401	0.0	0.0
6	37	SERPINF1	43.030754	2.4826531	0.0	0.0
6	38	KLF9	42.323112	1.5879179	0.0	0.0
6	39	SNHG32	41.386303	2.3855412	0.0	0.0
6	40	SERPING1	41.201027	1.3972791	0.0	0.0
6	41	GABARAPL1	41.176056	1.7241954	0.0	0.0
6	42	SNHG16	41.019768	2.6183052	0.0	0.0
6	43	TOMM6	40.91173	2.2370458	0.0	0.0
6	44	MRPS24	40.326267	2.245067	0.0	0.0
6	45	MT-ND3	40.296684	1.6020812	2.2247602222161725e-308	1.232452677304217e-305
6	46	CFH	40.190674	1.9532715	0.0	0.0
6	47	ATF3	39.780575	1.8268911	3.80743882840123e-309	2.140228555541304e-306
6	48	CFD	39.670277	2.9273734	9.068544011416878e-308	4.951943232748553e-305
6	49	PLA2G2A	39.40873	2.965613	6.471118385444834e-304	3.483831396693568e-301
6	50	MT-ATP6	39.31868	1.5546211	3.954831760269155e-295	2.015593189393709e-292
6	51	MAOA	38.71735	3.000211	8.459078080327433e-285	4.199218188862802e-282
6	52	OIP5-AS1	38.490555	2.9037433	3.1924966029677667e-282	1.544683419643543e-279
6	53	CIAO2B	38.005695	2.152957	5.902532546898606e-284	2.892543641957081e-281
6	54	NOVA1	37.63344	1.9504803	1.1275416863612614e-278	5.387394177434108e-276
6	55	MTRNR2L12	37.561424	1.586111	6.001993968081434e-278	2.7978075297066432e-275
6	56	XIST	37.481594	1.8561211	2.5717197657066297e-278	1.2135977323996323e-275
6	57	MTRNR2L8	37.358932	1.9149275	1.1547362726503374e-276	5.254599914974583e-274
6	58	SPARCL1	37.27627	2.1765537	1.4532170838707678e-275	6.535031742808968e-273
6	59	CD302	37.181877	1.9769331	7.409777951389238e-272	3.293387818766305e-269
6	60	EIF4EBP3	36.919632	3.4428709	2.744786668653369e-258	1.1281368346516816e-255
6	61	PPP1R15A	36.549976	1.5292112	5.876987808258048e-266	2.5240672132905126e-263
6	62	MT-CYB	36.37268	1.4261048	1.833141263766268e-256	7.454254432574662e-254
6	63	NFIL3	36.335682	1.6255165	8.066757907871294e-263	3.42604171411636e-260
6	64	IL1R1	36.300056	1.6507161	1.175301444897906e-261	4.9367826845909406e-259
6	65	SERPINA3	35.76356	2.5509648	2.246153132481283e-252	8.851232715047894e-250
6	66	ADH5	35.43429	1.5739628	3.2688039467548756e-251	1.2749669598036568e-248
6	67	HSP90AA1	35.367424	1.135782	1.443548076737278e-250	5.573553705576335e-248
6	68	GADD45A	35.34296	1.7854612	3.2870670631380858e-248	1.2564485142139018e-245
6	69	POLD4	35.342392	2.1733282	2.4920942072925284e-247	9.431466235598972e-245
6	70	TXNIP	34.664597	1.5123297	2.9301678961572393e-241	1.0769494006030223e-238
6	71	DSE	34.528305	1.8265445	1.2511155763899924e-237	4.469405774946829e-235
6	72	DEPP1	34.336624	2.0475767	2.2503072510725035e-236	7.964420774536608e-234
6	73	TLE5	34.144726	2.252916	1.3565788343726417e-232	4.71398812409635e-230
6	74	PIK3R1	34.126343	1.5409938	1.7853679625395522e-234	6.2609087156065906e-232
6	75	IRX3	33.947468	3.2843256	2.0628500426775642e-223	6.682235595873492e-221
6	76	RAMP2	33.940445	2.3183582	2.888629716969446e-228	9.77123737180886e-226
6	77	RSRC2	33.77102	1.2558389	2.4658928733364437e-230	8.491557584721822e-228
6	78	SH3D19	33.613964	1.8713279	1.8540352952968244e-226	6.216547818195247e-224
6	79	MYOC	33.512825	2.7518518	5.9762677377313435e-223	1.9196374622440576e-220
