axis	evidence_grade	overall_evidence_grade	overall_smd	overall_fdr	overall_i2_percent	overall_direction_consistency	tissue_grades	recommended_interpretation
Fibrocartilage_matrix_K14P4	strong_consistent	strong_consistent	0.803744987810416	0.00031692925449039683	29.71894049972065	0.8888888888888888	cartilage=strong_consistent(1.06); meniscus=not_supported(0.19); synovium=strong_consistent(0.99)	strong_consistent; higher in disease/aged group overall
Fibrotic_remodeling_K14P7	heterogeneous_or_inconsistent	heterogeneous_or_inconsistent	0.29824361810260386	0.5178218997428854	85.85300424358525	0.5555555555555556	cartilage=heterogeneous_or_inconsistent(1.27); meniscus=weak_trend(-1.13); synovium=heterogeneous_or_inconsistent(0.64)	directionally heterogeneous; do not claim universal OA-up/down effect (I2=85.9, consistency=0.56)
Generic_stress_K14P1	heterogeneous_or_inconsistent	heterogeneous_or_inconsistent	-0.9664929987664357	0.0678971135154018	83.23979918754176	0.8888888888888888	cartilage=strong_consistent(-1.33); meniscus=weak_trend(-0.68); synovium=heterogeneous_or_inconsistent(-1.00)	directionally heterogeneous; do not claim universal OA-up/down effect (I2=83.2, consistency=0.89)
MSP_angiogenic_K14P9	heterogeneous_or_inconsistent	heterogeneous_or_inconsistent	-0.5479933071498356	0.24696850548716226	82.48950137321697	0.6666666666666666	cartilage=heterogeneous_or_inconsistent(-1.24); meniscus=not_supported(0.13); synovium=heterogeneous_or_inconsistent(-0.51)	directionally heterogeneous; do not claim universal OA-up/down effect (I2=82.5, consistency=0.67)
MSP_inflammatory_K14P10	heterogeneous_or_inconsistent	heterogeneous_or_inconsistent	-0.9694543319984212	0.0678971135154018	84.4894556212775	0.6666666666666666	cartilage=weak_trend(-1.29); meniscus=not_supported(-0.10); synovium=heterogeneous_or_inconsistent(-1.43)	directionally heterogeneous; do not claim universal OA-up/down effect (I2=84.5, consistency=0.67)
MSP_paracrine_K12P8	heterogeneous_or_inconsistent	heterogeneous_or_inconsistent	-0.48082920162647036	0.2709906745500759	82.3694002702966	0.5555555555555556	cartilage=weak_trend(-1.15); meniscus=not_supported(0.17); synovium=heterogeneous_or_inconsistent(-0.49)	directionally heterogeneous; do not claim universal OA-up/down effect (I2=82.4, consistency=0.56)
MSP_paracrine_consensus_K12P8_K14P9	heterogeneous_or_inconsistent	heterogeneous_or_inconsistent	-0.6515900753285676	0.22872946879591483	84.2872854062709	0.6666666666666666	cartilage=heterogeneous_or_inconsistent(-1.40); meniscus=not_supported(-0.06); synovium=heterogeneous_or_inconsistent(-0.54)	directionally heterogeneous; do not claim universal OA-up/down effect (I2=84.3, consistency=0.67)
